player_name,team_name,hero_name,usage_count
NICO,VARREL,Cassidy,5
HEISER,ZAN Esports,Wrecking Ball,5
YangJun,ZAN Esports,Brigitte,5
ZeSin,Cheeseburger,Widowmaker,5
MAX,Crazy Raccoon,Zarya,5
TenTen,Poker Face,Wuyang,5
BERNAR,ZETA DIVISION,Zarya,5
ZeSin,Cheeseburger,Cassidy,5
Probe,ZAN Esports,Emre,5
KILO,RØDE ONSIDE GAMING,Widowmaker,5
Fielder,Team Falcons,Ana,5
Viol2t,ZETA DIVISION,Juno,5
SOMEONE,Team Falcons,D.Va,5
Yate,New Era,Lúcio,5
Proper,ZETA DIVISION,Genji,5
KIVIS,ZAN Esports,Ana,5
Hanbin,Team Falcons,Ramattra,5
Mer1t,Team Falcons,Bastion,5
feiyang,Milk Tea,Orisa,5
fari,Homie E,Emre,5
9TRIBEZ,Homie E,Hazard,5
Mmonk,JD Gaming,Juno,5
feiyang,Milk Tea,Doomfist,5
JAYA,Naive Piggy,Reaper,5
Belosrea,JD Gaming,Orisa,5
LiGe,All Gamers,Reinhardt,5
Kaneki,JD Gaming,Pharah,5
sara,Naive Piggy,Baptiste,5
prot3ct,SV,Junker Queen,5
Kevster,Virtus.pro,Tracer,5
eisgnom,Virtus.pro,Doomfist,5
Ade,Al Qadsiah,Widowmaker,5
Galaa,Al Qadsiah,Zenyatta,5
Kai,Anyone's Legend,Widowmaker,5
WMaimone,Anyone's Legend,Echo,5
Tama,Anyone's Legend,Winston,5
Ade,Al Qadsiah,Vendetta,5
Hawk,Spacestation Gaming,Ramattra,5
scuffed,Extinction,Ana,5
xten,LuneX Gaming,Reaper,5
Admiral,Spacestation Gaming,Jetpack Cat,5
PaLee,Team Secret,Kiriko,5
Yui,Team Secret,Mizuki,5
Yui,Team Secret,Baptiste,5
Zephyr,Rankers,Emre,5
Elva,MieMieYang,Pharah,5
Elva,MieMieYang,Echo,5
Hyunjae,MieMieYang,Ana,5
sgy,The Gatos Guapos,Vendetta,5
sgy,The Gatos Guapos,Anran,5
Ackyy,The Gatos Guapos,Ana,5
PKFishy,FURY,Symmetra,5
Beeple,Quasar Esports,Mizuki,5
wntr,The Gatos Guapos,Illari,5
Yui,Team Secret,Illari,5
Kairen,MieMieYang,Orisa,5
Zephyr,Rankers,Cassidy,5
Pugz,FURY,Wuyang,5
Nyang,The Gatos Guapos,Emre,5
Tred,Disguised,Domina,4
Tred,Disguised,Wrecking Ball,4
Scyle,Disguised,Baptiste,4
Xerion,Team Peps,Baptiste,4
Xerion,Team Peps,Zenyatta,4
KSG,VARREL,Ramattra,4
DONGHAK,T1,Sigma,4
skewed,T1,Baptiste,4
Kevster,Virtus.pro,Cassidy,4
Ch0r0ng,Crazy Raccoon,Wuyang,4
Vigilante,Crazy Raccoon,Mizuki,4
Checkmate,Team Falcons,Genji,4
FunnyAstro,Twisted Minds,Jetpack Cat,4
Simple,Twisted Minds,Brigitte,4
Vega,Team Liquid,Jetpack Cat,4
Vigilante,Crazy Raccoon,Baptiste,4
Ky0n,Please Not Hero Ban,Sojourn,4
Breadturtle,Telomere,Mei,4
NewJ,ENTER FORCE.36,Symmetra,4
Edison,ENTER FORCE.36,Pharah,4
ans,TOKYO TAIYOs,Sojourn,4
PEPPI,TOKYO TAIYOs,Roadhog,4
Setsuna,Lazuli,Tracer,4
D4IJIN,99DIVINE,Mizuki,4
PEPPI,TOKYO TAIYOs,Mauga,4
mint,Nyam Gaming,Juno,4
Yot1y,Lazuli,Emre,4
epic,TOKYO TAIYOs,Brigitte,4
epic,TOKYO TAIYOs,Lifeweaver,4
ICHI,99DIVINE,Orisa,4
Supreme,99DIVINE,Juno,4
Heesung,ENTER FORCE.36,Sigma,4
Ydot,ENTER FORCE.36,Kiriko,4
Vosa1q,Telomere,Zarya,4
Edison,ENTER FORCE.36,Widowmaker,4
NEIVIS,Please Not Hero Ban,Brigitte,4
ICHI,99DIVINE,Mauga,4
Heesung,ENTER FORCE.36,Mauga,4
harutoon,99DIVINE,Symmetra,4
homerunball,Please Not Hero Ban,Mauga,4
Zesin,Cheeseburger,Sojourn,4
Zesin,Cheeseburger,Emre,4
SeungAn,Cheeseburger,Doomfist,4
STALK3R,Crazy Raccoon,Cassidy,4
Proper,ZETA DIVISION,Cassidy,4
KILO,RØDE ONSIDE GAMING,Symmetra,4
MCD,New Era,Brigitte,4
Secret,New Era,Juno,4
ZEST,T1,Echo,4
Mer1t,Team Falcons,Cassidy,4
Mer1t,Team Falcons,Symmetra,4
Yangjun,ZAN Esports,Lúcio,4
D4RT,Poker Face,Echo,4
Gur3um,Poker Face,Wrecking Ball,4
ATTACK,RØDE ONSIDE GAMING,Doomfist,4
knife,ZETA DIVISION,Tracer,4
Fielder,Team Falcons,Baptiste,4
SP1NT,RØDE ONSIDE GAMING,Mei,4
D4RT,Poker Face,Pharah,4
Faith,Cheeseburger,Wuyang,4
ATTACK,RØDE ONSIDE GAMING,Winston,4
OPENER,RØDE ONSIDE GAMING,Juno,4
Secret,New Era,Lúcio,4
knife,ZETA DIVISION,Sombra,4
Argon,Cheeseburger,Echo,4
FARMER,Cheeseburger,Winston,4
JunBin,Crazy Raccoon,Hazard,4
MCD,New Era,Zarya,4
knife,ZETA DIVISION,Widowmaker,4
ATTACK,RØDE ONSIDE GAMING,Mauga,4
iRONY,RØDE ONSIDE GAMING,Juno,4
Mealgaru,ZETA DIVISION,Mauga,4
Mealgaru,ZETA DIVISION,Doomfist,4
Yate,New Era,Wrecking Ball,4
YangJun,ZAN Esports,Jetpack Cat,4
OPENER,RØDE ONSIDE GAMING,Jetpack Cat,4
M1NUT2,Poker Face,Bastion,4
feiyang,Milk Tea,Hazard,4
feiyang,Milk Tea,Wrecking Ball,4
Unkn0w,Homie E,Wuyang,4
skyshow,DEG,Cassidy,4
SUNZO,Weibo Gaming,D.Va,4
A1WAYS,SV,Baptiste,4
Ezhan,All Gamers,Symmetra,4
Eileen,Milk Tea,Sojourn,4
Hypnos,Milk Tea,Kiriko,4
Diya,Milk Tea,Ana,4
Pineapple,JD Gaming,Cassidy,4
MAKA,Weibo Gaming,Lúcio,4
Insane,All Gamers,Pharah,4
BABAYAGA,SV,Pharah,4
Alphari,All Gamers,Reaper,4
Taejong,Al Qadsiah,Widowmaker,4
Vestola,Al Qadsiah,Orisa,4
FiNN,Geekay Esports,Ana,4
eisgnom,Virtus.pro,Hazard,4
eisgnom,Virtus.pro,Mauga,4
WMaimone,Anyone's Legend,Pharah,4
amdp,Anyone's Legend,D.Va,4
amdp,Anyone's Legend,Wrecking Ball,4
crispy,Anyone's Legend,Juno,4
Rokit,Disguised,Venture,4
Sugarfree,Spacestation Gaming,Pharah,4
Hawk,Spacestation Gaming,Hazard,4
Zeb,LuneX Gaming,Domina,4
NenWhy,LuneX Gaming,Jetpack Cat,4
Infekted,Team Liquid,Winston,4
Escanor,Team Liquid,Jetpack Cat,4
Grapes,Extinction,Wuyang,4
Sugarfree,Spacestation Gaming,Echo,4
UltraViolet,Spacestation Gaming,Baptiste,4
Coluge,Team Liquid,D.Va,4
Coluge,Team Liquid,Zarya,4
Vega,Team Liquid,Illari,4
Lukemino,Dallas Fuel,Juno,4
xten,LuneX Gaming,Freja,4
Hawk,Spacestation Gaming,Mauga,4
UltraViolet,Spacestation Gaming,Ana,4
Lukemino,Dallas Fuel,Mercy,4
Hawk,Spacestation Gaming,Doomfist,4
Hyvision,Team Secret,Sojourn,4
Yui,Team Secret,Ana,4
FEI,Rankers,Brigitte,4
Ackyy,The Gatos Guapos,Juno,4
wntr,The Gatos Guapos,Jetpack Cat,4
Scorch,FURY,Wrecking Ball,4
Akraken,FURY,Kiriko,4
Yoshinori2k,Team Secret,Vendetta,4
Yui,Team Secret,Lúcio,4
Elva,MieMieYang,Hanzo,4
jamorant,Quasar Esports,D.Va,4
Zephyr,Rankers,Symmetra,4
Despair,Rankers,Mauga,4
Hyunjae,MieMieYang,Jetpack Cat,4
pdk,Extinction,Genji,4
sniper,Extinction,Winston,4
Zorrow,Team Peps,Freja,3
Zorrow,Team Peps,Hanzo,3
MER1T,Team Falcons,Hanzo,3
Checkmate,Team Falcons,Anran,3
Fielder,Team Falcons,Mizuki,3
Kellan,Dallas Fuel,Domina,3
Cjay,Dallas Fuel,Mizuki,3
Proud,T1,Widowmaker,3
Zest,T1,Vendetta,3
Seicoe,Virtus.pro,Echo,3
Insane,All Gamers,Emre,3
Insane,All Gamers,Cassidy,3
LiGe,All Gamers,Domina,3
LiGe,All Gamers,Ramattra,3
HeeSang,Crazy Raccoon,Anran,3
LIP,Crazy Raccoon,Emre,3
LIP,Crazy Raccoon,Widowmaker,3
JunBin,Crazy Raccoon,Winston,3
Leave,Weibo Gaming,Venture,3
LeeSooMin,Weibo Gaming,Wuyang,3
Checkmate,Team Falcons,Mei,3
JaeWoo,Twisted Minds,Anran,3
Simple,Twisted Minds,Mizuki,3
Simple,Twisted Minds,Ana,3
DONGHAK,T1,Zarya,3
Zeruhh,Team Liquid,Echo,3
Checkmate,Team Falcons,Torbjörn,3
Infekted,Team Liquid,Sigma,3
JaeWoo,Twisted Minds,Symmetra,3
homerunball,Please Not Hero Ban,Ramattra,3
Leonopteryx,Telomere,Winston,3
epic,TOKYO TAIYOs,Jetpack Cat,3
Mihawk,TOKYO TAIYOs,Ana,3
KSG,VARREL,Winston,3
DOX,Lazuli,Winston,3
smash,Lazuli,Kiriko,3
NICO,VARREL,Sojourn,3
KSG,VARREL,Wrecking Ball,3
ans,TOKYO TAIYOs,Tracer,3
Mihawk,TOKYO TAIYOs,Illari,3
orca,Nyam Gaming,Lúcio,3
homerunball,Please Not Hero Ban,Wrecking Ball,3
NEIVIS,Please Not Hero Ban,Jetpack Cat,3
NHZ,Lazuli,Kiriko,3
umi,Lazuli,Ana,3
Mihawk,TOKYO TAIYOs,Juno,3
SORI,99DIVINE,Widowmaker,3
QLOUD,VARREL,Juno,3
QLOUD,VARREL,Baptiste,3
QLOUD,VARREL,Jetpack Cat,3
umi,Lazuli,Baptiste,3
Mihawk,TOKYO TAIYOs,Mercy,3
Ky0n,Please Not Hero Ban,Echo,3
Soae,Please Not Hero Ban,Torbjörn,3
NewJ,ENTER FORCE.36,Tracer,3
SLEY,VARREL,Kiriko,3
APDO,Nyam Gaming,Echo,3
DOX,Lazuli,Reinhardt,3
NHZ,Lazuli,Wuyang,3
epic,TOKYO TAIYOs,Juno,3
Heesung,ENTER FORCE.36,Doomfist,3
Soae,Please Not Hero Ban,Tracer,3
HeeSang,Crazy Raccoon,Genji,3
MAX,Crazy Raccoon,Orisa,3
BERNAR,ZETA DIVISION,Winston,3
HEISER,ZAN Esports,Orisa,3
Jasm1ne,T1,Wrecking Ball,3
A1IEN,ZAN Esports,Genji,3
A1IEN,ZAN Esports,Cassidy,3
Becky,ZAN Esports,Mei,3
HeeSang,Crazy Raccoon,Cassidy,3
STALK3R,Crazy Raccoon,Widowmaker,3
D4RT,Poker Face,Hanzo,3
perr,New Era,Symmetra,3
ZEST,T1,Pharah,3
Bliss,T1,Brigitte,3
knife,ZETA DIVISION,Venture,3
Proper,ZETA DIVISION,Mei,3
FARMER,Cheeseburger,Mauga,3
M1NUT2,Poker Face,Cassidy,3
BERNAR,ZETA DIVISION,Wrecking Ball,3
MCD,New Era,Juno,3
HeeSang,Crazy Raccoon,Mei,3
FARMER,Cheeseburger,Sigma,3
YangJun,ZAN Esports,Juno,3
Proper,ZETA DIVISION,Widowmaker,3
MER1T,Team Falcons,Bastion,3
MER1T,Team Falcons,Symmetra,3
KILO,RØDE ONSIDE GAMING,Cassidy,3
Gur3um,Poker Face,Mauga,3
STALK3R,Crazy Raccoon,Reaper,3
MCD,New Era,Orisa,3
DONGHAK,T1,Orisa,3
shu,ZETA DIVISION,Lúcio,3
Yate,New Era,Hazard,3
DONGHAK,T1,Hazard,3
DONGHAK,T1,Mauga,3
ATTACK,RØDE ONSIDE GAMING,Ramattra,3
Mealgaru,ZETA DIVISION,Ramattra,3
Fearful,Poker Face,D.Va,3
SeungAn,Cheeseburger,Zarya,3
SeungAn,Cheeseburger,Mauga,3
Taimouren,Milk Tea,Ashe,3
skyshow,DEG,Sojourn,3
Limbo,DEG,Hazard,3
Saya,DEG,Wuyang,3
Shy,Weibo Gaming,Symmetra,3
Pineapple,JD Gaming,Tracer,3
Pineapple,JD Gaming,Hanzo,3
Belosrea,JD Gaming,Sigma,3
BABAYAGA,SV,Widowmaker,3
A1WAYS,SV,Ana,3
skyshow,DEG,Emre,3
Kaneki,JD Gaming,Venture,3
Alphari,All Gamers,Mei,3
Alphari,All Gamers,Hanzo,3
LiGe,All Gamers,Wrecking Ball,3
9TRIBEZ,Homie E,Orisa,3
sara,Naive Piggy,Ana,3
Shy,Weibo Gaming,Widowmaker,3
wh4le,Naive Piggy,Tracer,3
Eileen,Milk Tea,Pharah,3
feiyang,Milk Tea,Mauga,3
Coldj,Naive Piggy,Wuyang,3
Eileen,Milk Tea,Cassidy,3
Diya,Milk Tea,Illari,3
guxue,Weibo Gaming,Doomfist,3
LiGe,All Gamers,Sigma,3
Hypnos,Milk Tea,Illari,3
Leave,Weibo Gaming,Genji,3
wh4le,Naive Piggy,Ashe,3
guxue,Weibo Gaming,D.Va,3
Kaneki,JD Gaming,Mei,3
Diya,Milk Tea,Emre,3
Diya,Milk Tea,Cassidy,3
Lateyoung,Naive Piggy,Hazard,3
Ezhan,All Gamers,Mei,3
Mag,All Gamers,Wrecking Ball,3
Leave,Weibo Gaming,Sierra,3
Leave,Weibo Gaming,Reaper,3
Ezhan,All Gamers,Reaper,3
Pineapple,JD Gaming,Reaper,3
Lengsa,All Gamers,Mercy,3
Kaneki,JD Gaming,Reaper,3
Insane,All Gamers,Bastion,3
BABYAGA,SV,Tracer,3
Pineapple,JD Gaming,Genji,3
Vestola,Al Qadsiah,Domina,3
Dip,Team Peps,Widowmaker,3
Dip,Team Peps,Symmetra,3
Quartz,Twisted Minds,Widowmaker,3
eisgnom,Virtus.pro,Wrecking Ball,3
FiNN,Geekay Esports,Wuyang,3
Simple,Twisted Minds,Illari,3
Khenail,Anyone's Legend,Brigitte,3
Dip,Team Peps,Pharah,3
Kellan,Dallas Fuel,Zarya,3
PGE,Disguised,Tracer,3
Tred,Disguised,Doomfist,3
Admiral,Spacestation Gaming,Kiriko,3
Zeb,LuneX Gaming,Doomfist,3
pdk,Extinction,Cassidy,3
Ryan,Extinction,Vendetta,3
Grapes,Extinction,Jetpack Cat,3
Grapes,Extinction,Brigitte,3
Lethal,Spacestation Gaming,Tracer,3
Sugarfree,Spacestation Gaming,Genji,3
Kronik,Dallas Fuel,Ashe,3
Cjay,Dallas Fuel,Jetpack Cat,3
Admiral,Spacestation Gaming,Juno,3
TR33,Team Liquid,Vendetta,3
Hyvision,Team Secret,Widowmaker,3
PaLee,Team Secret,Lúcio,3
Tom4to,Rankers,Illari,3
Tom4to,Rankers,Mizuki,3
Regr3t,FURY,Sombra,3
Regr3t,FURY,Widowmaker,3
Pugz,FURY,Brigitte,3
UYOU,Team Secret,D.Va,3
jamorant,Quasar Esports,Winston,3
Beeple,Quasar Esports,Jetpack Cat,3
Tom4to,Rankers,Brigitte,3
Lumi,Quasar Esports,Winston,3
Beeple,Quasar Esports,Baptiste,3
Kairen,MieMieYang,Ramattra,3
Nyang,The Gatos Guapos,Sojourn,3
Punk,The Gatos Guapos,Ramattra,3
Scyle,Disguised,Mizuki,2
Scyle,Disguised,Jetpack Cat,2
Zorrow,Team Peps,Widowmaker,2
Dip,Team Peps,Anran,2
FDGod,Team Peps,Wuyang,2
Xerion,Team Peps,Mizuki,2
Nico,VARREL,Sojourn,2
TOPDRAGON,VARREL,Anran,2
TOPDRAGON,VARREL,Venture,2
KSG,VARREL,Domina,2
Sley,VARREL,Wuyang,2
ChiYo,Team Falcons,Wuyang,2
Cjay,Dallas Fuel,Illari,2
Zest,T1,Anran,2
skewed,T1,Mizuki,2
Seicoe,Virtus.pro,Anran,2
Landon,Virtus.pro,Mizuki,2
Landon,Virtus.pro,Baptiste,2
Viper,All Gamers,Tracer,2
HeeSang,Crazy Raccoon,Hanzo,2
HeeSang,Crazy Raccoon,Echo,2
LIP,Crazy Raccoon,Ashe,2
JunBin,Crazy Raccoon,Sigma,2
Willys,Team Peps,Ramattra,2
Leave,Weibo Gaming,Anran,2
Guxue,Weibo Gaming,Domina,2
Guxue,Weibo Gaming,Sigma,2
Guxue,Weibo Gaming,D.Va,2
Quartz,Twisted Minds,Tracer,2
TVNT,Twisted Minds,Wrecking Ball,2
FunnyAstro,Twisted Minds,Wuyang,2
Proud,T1,Tracer,2
Zeruhh,Team Liquid,Anran,2
Infekted,Team Liquid,Zarya,2
Rupal,Team Liquid,Mizuki,2
Rupal,Team Liquid,Ana,2
LIP,Crazy Raccoon,Cassidy,2
Ch0r0ng,Crazy Raccoon,Kiriko,2
Hanbin,Team Falcons,Winston,2
JaeWoo,Twisted Minds,Genji,2
Soae,Please Not Hero Ban,Reaper,2
pav2l,Telomere,Ashe,2
Leonopteryx,Telomere,Reinhardt,2
Elysia,Telomere,Wuyang,2
Heesung,ENTER FORCE.36,Ramattra,2
Heesung,ENTER FORCE.36,Domina,2
Undersea,Nyam Gaming,Symmetra,2
ans,TOKYO TAIYOs,Ashe,2
ans,TOKYO TAIYOs,Soldier: 76,2
ta1yo,TOKYO TAIYOs,Emre,2
NICO,VARREL,Bastion,2
NHZ,Lazuli,Mizuki,2
ans,TOKYO TAIYOs,Symmetra,2
ta1yo,TOKYO TAIYOs,Vendetta,2
PEPPI,TOKYO TAIYOs,Zarya,2
mint,Nyam Gaming,Mizuki,2
Ky0n,Please Not Hero Ban,Widowmaker,2
Setsuna,Lazuli,Freja,2
NHZ,Lazuli,Jetpack Cat,2
PEPPI,TOKYO TAIYOs,Doomfist,2
HRY,99DIVINE,Pharah,2
TOPDRAGON,VARREL,Pharah,2
Ydot,ENTER FORCE.36,Jetpack Cat,2
Gaisen,ENTER FORCE.36,Mizuki,2
pav2l,Telomere,Genji,2
pav2l,Telomere,Symmetra,2
Elysia,Telomere,Moira,2
NEIVIS,Please Not Hero Ban,Illari,2
SORI,99DIVINE,Symmetra,2
Ydot,ENTER FORCE.36,Juno,2
KSG,VARREL,Sigma,2
NHZ,Lazuli,Baptiste,2
kiibo,Telomere,Moira,2
Roxy,Nyam Gaming,Orisa,2
Gaisen,ENTER FORCE.36,Baptiste,2
NICO,VARREL,Vendetta,2
Breadturtle,Telomere,Echo,2
pav2l,Telomere,Widowmaker,2
Vosa1q,Telomere,Hazard,2
NHZ,Lazuli,Moira,2
homerunball,Please Not Hero Ban,Winston,2
Roxy,Nyam Gaming,Sigma,2
PEPPI,TOKYO TAIYOs,Hazard,2
Vosa1q,Telomere,Mauga,2
Ydot,ENTER FORCE.36,Lifeweaver,2
homerunball,Please Not Hero Ban,Hazard,2
Ydot,ENTER FORCE.36,Illari,2
SeungAn,Cheeseburger,Orisa,2
MAX,Crazy Raccoon,Sigma,2
MAX,Crazy Raccoon,Mauga,2
CH0R0NG,Crazy Raccoon,Wuyang,2
CH0R0NG,Crazy Raccoon,Brigitte,2
Proper,ZETA DIVISION,Venture,2
BERNAR,ZETA DIVISION,Sigma,2
SP1NT,RØDE ONSIDE GAMING,Widowmaker,2
SoLA,New Era,Zarya,2
MCD,New Era,Wuyang,2
MCD,New Era,Lúcio,2
Secret,New Era,Illari,2
Secret,New Era,Wuyang,2
Mer1t,Team Falcons,Hanzo,2
Becky,ZAN Esports,Venture,2
HEISER,ZAN Esports,Ramattra,2
HeeSang,Crazy Raccoon,Sojourn,2
D4RT,Poker Face,Mei,2
D0D0,New Era,Venture,2
MCD,New Era,Illari,2
Secret,New Era,Ana,2
KILO,RØDE ONSIDE GAMING,Tracer,2
iRONY,RØDE ONSIDE GAMING,Jetpack Cat,2
Jasm1ne,T1,Orisa,2
BERNAR,ZETA DIVISION,Domina,2
Checkmate,Team Falcons,Widowmaker,2
Hanbin,Team Falcons,Sigma,2
ZeSin,Cheeseburger,Anran,2
Probe,ZAN Esports,Sojourn,2
Probe,ZAN Esports,Widowmaker,2
HEISER,ZAN Esports,Winston,2
STALK3R,Crazy Raccoon,Mei,2
Fielder,Team Falcons,Lúcio,2
ZEST,T1,Venture,2
Jamelgong,Cheeseburger,Vendetta,2
ATTACK,RØDE ONSIDE GAMING,Orisa,2
iRONY,RØDE ONSIDE GAMING,Mercy,2
Probe,ZAN Esports,Symmetra,2
YangJun,ZAN Esports,Lifeweaver,2
Hanbin,Team Falcons,Mauga,2
Fielder,Team Falcons,Jetpack Cat,2
Jasm1ne,T1,Mauga,2
Checkmate,Team Falcons,Echo,2
Jasm1ne,T1,Doomfist,2
Vigilante,Crazy Raccoon,Jetpack Cat,2
HEISER,ZAN Esports,Sigma,2
SP1NT,RØDE ONSIDE GAMING,Torbjörn,2
FARMER,Cheeseburger,Doomfist,2
Faith,Cheeseburger,Zenyatta,2
DONGHAK,T1,Ramattra,2
DONGHAK,T1,Roadhog,2
DONGHAK,T1,Junker Queen,2
TenTen,Poker Face,Illari,2
TenTen,Poker Face,Brigitte,2
JunBin,Crazy Raccoon,Orisa,2
knife,ZETA DIVISION,Reaper,2
Gur3um,Poker Face,Winston,2
ZEST,T1,Genji,2
Hanbin,Team Falcons,Orisa,2
SP1NT,RØDE ONSIDE GAMING,Reaper,2
MCD,New Era,Zenyatta,2
Proud,T1,Bastion,2
knife,ZETA DIVISION,Genji,2
iRONY,RØDE ONSIDE GAMING,Baptiste,2
Fearful,Poker Face,Ramattra,2
Fearful,Poker Face,Mauga,2
Argon,Cheeseburger,Widowmaker,2
Eileen,Milk Tea,Freja,2
Eileen,Milk Tea,Tracer,2
Taimouren,Milk Tea,Widowmaker,2
Hypnos,Milk Tea,Ana,2
Hypnos,Milk Tea,Wuyang,2
Hypnos,Milk Tea,Jetpack Cat,2
fari,Homie E,Symmetra,2
LiGe,All Gamers,Orisa,2
skyshow,DEG,Symmetra,2
Leave,Weibo Gaming,Emre,2
Littlemoon,SV,Hanzo,2
prot3ct,SV,Sigma,2
Wangming,DEG,Anran,2
SINCE,DEG,Ana,2
SINCE,DEG,Baptiste,2
Kaneki,JD Gaming,Echo,2
MewTwo,JD Gaming,Zenyatta,2
Alphari,All Gamers,Venture,2
Lilko,Homie E,Venture,2
Lilko,Homie E,Symmetra,2
Noy,SV,Brigitte,2
Mmonk,JD Gaming,Baptiste,2
Eileen,Milk Tea,Reaper,2
SINCE,DEG,Juno,2
TCC,Milk Tea,Juno,2
TCC,Milk Tea,Brigitte,2
wh4le,Naive Piggy,Bastion,2
JAYA,Naive Piggy,Genji,2
wh4le,Naive Piggy,Widowmaker,2
Taimouren,Milk Tea,Echo,2
Eileen,Milk Tea,Venture,2
Hypnos,Milk Tea,Brigitte,2
Diya,Milk Tea,Baptiste,2
Pineapple,JD Gaming,Symmetra,2
LiGe,All Gamers,Hazard,2
Lengsa,All Gamers,Illari,2
Alphari,All Gamers,Echo,2
Lengsa,All Gamers,Wuyang,2
feiyang,Milk Tea,Roadhog,2
Leave,Weibo Gaming,Mei,2
guxue,Weibo Gaming,Sigma,2
guxue,Weibo Gaming,Ramattra,2
Insane,All Gamers,Venture,2
Belosrea,JD Gaming,Reinhardt,2
BABAYAGA,SV,Mei,2
Mag,All Gamers,Ramattra,2
A1WAYS,SV,Kiriko,2
shy,Weibo Gaming,Cassidy,2
TCC,Milk Tea,Jetpack Cat,2
TCC,Milk Tea,Mercy,2
Alphari,All Gamers,Pharah,2
Lengsa,All Gamers,Lifeweaver,2
prot3ct,SV,Ramattra,2
Shy,Weibo Gaming,Bastion,2
BABAYAGA,SV,Bastion,2
Littlemoon,SV,Cassidy,2
prot3ct,SV,Mauga,2
prot3ct,SV,Roadhog,2
Noy,SV,Jetpack Cat,2
Ezhan,All Gamers,Pharah,2
Taejong,Al Qadsiah,Echo,2
KSAA,Twisted Minds,Zarya,2
Xerion,Team Peps,Wuyang,2
FDGod,Team Peps,Juno,2
Ade,Al Qadsiah,Symmetra,2
AlphaYi,Geekay Esports,Widowmaker,2
FunnyAstro,Twisted Minds,Mercy,2
Khenail,Anyone's Legend,Ana,2
Vestola,Al Qadsiah,Sigma,2
TVNT,Twisted Minds,Sigma,2
Galaa,Al Qadsiah,Jetpack Cat,2
Seicoe,Virtus.pro,Widowmaker,2
Kronik,Dallas Fuel,Symmetra,2
Kronik,Dallas Fuel,Hanzo,2
Hawk,Spacestation Gaming,Sigma,2
NenWhy,LuneX Gaming,Illari,2
NenWhy,LuneX Gaming,Juno,2
TR33,Team Liquid,Sombra,2
sniper,Extinction,Wrecking Ball,2
sniper,Extinction,Sigma,2
Grapes,Extinction,Juno,2
Lethal,Spacestation Gaming,Hanzo,2
Ryan,Extinction,Echo,2
TR33,Team Liquid,Symmetra,2
Vega,Team Liquid,Juno,2
Kellan,Dallas Fuel,Reinhardt,2
Cjay,Dallas Fuel,Baptiste,2
Ryan,Extinction,Widowmaker,2
xten,LuneX Gaming,Cassidy,2
Zeb,LuneX Gaming,Wrecking Ball,2
Seonjun,Dallas Fuel,Widowmaker,2
Grapes,Extinction,Moira,2
TR33,Team Liquid,Venture,2
Hyvision,Team Secret,Cassidy,2
Yoshinori2k,Team Secret,Genji,2
Zephyr,Rankers,Pharah,2
Colourhex,The Gatos Guapos,Widowmaker,2
Punk,The Gatos Guapos,Zarya,2
Punk,The Gatos Guapos,Reinhardt,2
Punk,The Gatos Guapos,Hazard,2
Yoko,Quasar Esports,Vendetta,2
Exrai,FURY,Ana,2
Exrai,FURY,Juno,2
Yoshinori2k,Team Secret,Echo,2
Sunset,MieMieYang,Symmetra,2
Kairen,MieMieYang,Zarya,2
TKL,Quasar Esports,Hanzo,2
TKL,Quasar Esports,Widowmaker,2
Yoko,Quasar Esports,Genji,2
Yoko,Quasar Esports,Cassidy,2
Huntin,Quasar Esports,Juno,2
Beeple,Quasar Esports,Juno,2
Tom4to,Rankers,Baptiste,2
FEI,Rankers,Baptiste,2
FEI,Rankers,Lúcio,2
PKFishy,FURY,Pharah,2
Colourhex,The Gatos Guapos,Cassidy,2
Colourhex,The Gatos Guapos,Vendetta,2
sgy,The Gatos Guapos,Pharah,2
Punk,The Gatos Guapos,Doomfist,2
PaLee,Team Secret,Jetpack Cat,2
PaLee,Team Secret,Zenyatta,2
PaLee,Team Secret,Illari,2
Yui,Team Secret,Kiriko,2
Hyunjae,MieMieYang,Brigitte,2
MSCG,MieMieYang,Illari,2
MSCG,MieMieYang,Ana,2
MSCG,MieMieYang,Baptiste,2
TKL,Quasar Esports,Ashe,2
Yoko,Quasar Esports,Mei,2
UYOU,Team Secret,Hazard,2
Scorch,FURY,Orisa,2
Colourhex,The Gatos Guapos,Hazard,2
Colourhex,The Gatos Guapos,D.Va,2
wntr,The Gatos Guapos,Juno,2
FEI,Rankers,Wuyang,2
TKL,Quasar Esports,Bastion,2
Renaco,MieMieYang,Zarya,2
Renaco,MieMieYang,D.Va,2
wntr,The Gatos Guapos,Brigitte,2
FEI,Rankers,Ana,2
PGE,Disguised,Ashe,1
Rokit,Disguised,Anran,1
Zorrow,Team Peps,Ashe,1
Nico,VARREL,Emre,1
Nico,VARREL,Cassidy,1
Nico,VARREL,Freja,1
Nico,VARREL,Widowmaker,1
Nico,VARREL,Tracer,1
Sley,VARREL,Mizuki,1
Sley,VARREL,Jetpack Cat,1
Sley,VARREL,Illari,1
Qloud,VARREL,Jetpack Cat,1
Qloud,VARREL,Kiriko,1
Qloud,VARREL,Brigitte,1
Qloud,VARREL,Baptiste,1
ChiYo,Team Falcons,Illari,1
Kronik,Dallas Fuel,Bastion,1
Seonjun,Dallas Fuel,Anran,1
Cjay,Dallas Fuel,Wuyang,1
