tournament_sheet,match_id,match_title,team_top,team_bottom,hero_name,usage_count
North America - Stage 1,North America - Stage 1__match_0003,Round Robin [Bo5],Team Liquid,Extinction,Juno,5
North America - Stage 1,North America - Stage 1__match_0006,Round Robin [Bo5],Team Liquid,Dallas Fuel,Tracer,5
North America - Stage 1,North America - Stage 1__match_0006,Round Robin [Bo5],Team Liquid,Dallas Fuel,D.Va,5
North America - Stage 1,North America - Stage 1__match_0008,Round Robin [Bo5],Dallas Fuel,LuneX Gaming,Illari,5
North America - Stage 1,North America - Stage 1__match_0008,Round Robin [Bo5],Dallas Fuel,LuneX Gaming,Lúcio,5
North America - Stage 1,North America - Stage 1__match_0009,Round Robin [Bo5],Spacestation Gaming,Extinction,D.Va,5
North America - Stage 1,North America - Stage 1__match_0009,Round Robin [Bo5],Spacestation Gaming,Extinction,Kiriko,5
North America - Stage 1,North America - Stage 1__match_0010,Round Robin [Bo5],Disguised,Team Liquid,Juno,5
North America - Stage 1,North America - Stage 1__match_0011,Round Robin [Bo5],Spacestation Gaming,Dallas Fuel,Sojourn,5
North America - Stage 1,North America - Stage 1__match_0011,Round Robin [Bo5],Spacestation Gaming,Dallas Fuel,Juno,5
North America - Stage 1,North America - Stage 1__match_0012,Round Robin [Bo5],Team Liquid,LuneX Gaming,Symmetra,5
North America - Stage 1,North America - Stage 1__match_0012,Round Robin [Bo5],Team Liquid,LuneX Gaming,Emre,5
North America - Stage 1,North America - Stage 1__match_0013,Round Robin [Bo5],Disguised,LuneX Gaming,Lúcio,5
North America - Stage 1,North America - Stage 1__match_0013,Round Robin [Bo5],Disguised,LuneX Gaming,Kiriko,5
North America - Stage 1,North America - Stage 1__match_0014,Round Robin [Bo5],Dallas Fuel,Extinction,Jetpack Cat,5
North America - Stage 1,North America - Stage 1__match_0015,Round Robin [Bo5],Spacestation Gaming,Team Liquid,Vendetta,5
North America - Stage 1,North America - Stage 1__match_0015,Round Robin [Bo5],Spacestation Gaming,Team Liquid,Lúcio,5
North America - Stage 1,North America - Stage 1__match_0015,Round Robin [Bo5],Spacestation Gaming,Team Liquid,Juno,5
North America - Stage 1,North America - Stage 1__match_0015,Round Robin [Bo5],Spacestation Gaming,Team Liquid,Kiriko,5
North America - Stage 1,North America - Stage 1__match_0016,Upper Semifinals [Bo5],Dallas Fuel,LuneX Gaming,Sojourn,5
North America - Stage 1,North America - Stage 1__match_0017,Upper Semifinals [Bo5],Spacestation Gaming,Team Liquid,D.Va,5
North America - Stage 1,North America - Stage 1__match_0017,Upper Semifinals [Bo5],Spacestation Gaming,Team Liquid,Brigitte,5
North America - Stage 1,North America - Stage 1__match_0017,Upper Semifinals [Bo5],Spacestation Gaming,Team Liquid,Lúcio,5
North America - Stage 1,North America - Stage 1__match_0018,Lower Semifinals [Bo5],LuneX Gaming,Team Liquid,Brigitte,5
North America - Stage 1,North America - Stage 1__match_0020,Lower Finals [Bo5],Spacestation Gaming,Team Liquid,Lúcio,5
North America - Stage 1,North America - Stage 1__match_0021,Grand Finals [Bo7],Dallas Fuel,Spacestation Gaming,Symmetra,5
North America - Stage 1,North America - Stage 1__match_0021,Grand Finals [Bo7],Dallas Fuel,Spacestation Gaming,Widowmaker,5
North America - Stage 1,North America - Stage 1__match_0021,Grand Finals [Bo7],Dallas Fuel,Spacestation Gaming,Zarya,5
Pacific - Stage 1,Pacific - Stage 1__match_0002,Round Robin [Bo5],MieMieYang,The Gatos Guapos,Emre,5
Pacific - Stage 1,Pacific - Stage 1__match_0002,Round Robin [Bo5],MieMieYang,The Gatos Guapos,Kiriko,5
Pacific - Stage 1,Pacific - Stage 1__match_0004,Round Robin [Bo5],FURY,The Gatos Guapos,Lúcio,5
Pacific - Stage 1,Pacific - Stage 1__match_0006,Round Robin [Bo5],Quasar Esports,Rankers,Tracer,5
Pacific - Stage 1,Pacific - Stage 1__match_0006,Round Robin [Bo5],Quasar Esports,Rankers,Symmetra,5
Pacific - Stage 1,Pacific - Stage 1__match_0006,Round Robin [Bo5],Quasar Esports,Rankers,Mizuki,5
Pacific - Stage 1,Pacific - Stage 1__match_0007,Round Robin [Bo5],FURY,Rankers,Tracer,5
Pacific - Stage 1,Pacific - Stage 1__match_0009,Round Robin [Bo5],MieMieYang,Quasar Esports,Emre,5
Pacific - Stage 1,Pacific - Stage 1__match_0011,Round Robin [Bo5],Quasar Esports,The Gatos Guapos,Lúcio,5
Pacific - Stage 1,Pacific - Stage 1__match_0012,Round Robin [Bo5],MieMieYang,Rankers,Sojourn,5
Pacific - Stage 1,Pacific - Stage 1__match_0012,Round Robin [Bo5],MieMieYang,Rankers,D.Va,5
Pacific - Stage 1,Pacific - Stage 1__match_0012,Round Robin [Bo5],MieMieYang,Rankers,Zarya,5
Pacific - Stage 1,Pacific - Stage 1__match_0014,Round Robin [Bo5],FURY,MieMieYang,Sojourn,5
Pre-Season Bootcamp,Pre-Season Bootcamp__match_0001,Round 1 [Bo5],Disguised,Team Peps,Widowmaker,4
Pre-Season Bootcamp,Pre-Season Bootcamp__match_0002,Round 1 [Bo5],VARREL,Team Falcons,Domina,4
Pre-Season Bootcamp,Pre-Season Bootcamp__match_0002,Round 1 [Bo5],VARREL,Team Falcons,Jetpack Cat,4
Pre-Season Bootcamp,Pre-Season Bootcamp__match_0003,Round 1 [Bo5],Dallas Fuel,T1,Vendetta,4
Pre-Season Bootcamp,Pre-Season Bootcamp__match_0004,Round 1 [Bo5],Virtus.pro,All Gamers,Cassidy,4
Pre-Season Bootcamp,Pre-Season Bootcamp__match_0004,Round 1 [Bo5],Virtus.pro,All Gamers,Tracer,4
Pre-Season Bootcamp,Pre-Season Bootcamp__match_0006,Quarterfinals [Bo5],Weibo Gaming,Team Falcons,D.Va,4
Pre-Season Bootcamp,Pre-Season Bootcamp__match_0006,Quarterfinals [Bo5],Weibo Gaming,Team Falcons,Jetpack Cat,4
Pre-Season Bootcamp,Pre-Season Bootcamp__match_0007,Quarterfinals [Bo5],Twisted Minds,T1,Sojourn,4
Pre-Season Bootcamp,Pre-Season Bootcamp__match_0008,Quarterfinals [Bo5],Team Liquid,Virtus.pro,D.Va,4
Pre-Season Bootcamp,Pre-Season Bootcamp__match_0008,Quarterfinals [Bo5],Team Liquid,Virtus.pro,Lúcio,4
Pre-Season Bootcamp,Pre-Season Bootcamp__match_0009,Semifinals [Bo5],Crazy Raccoon,Team Falcons,Cassidy,4
Pre-Season Bootcamp,Pre-Season Bootcamp__match_0010,Semifinals [Bo5],Twisted Minds,Team Liquid,Jetpack Cat,4
Pre-Season Bootcamp,Pre-Season Bootcamp__match_0011,Grand Finals [Bo7],Crazy Raccoon,Twisted Minds,Domina,4
Japan - Stage 1,Japan - Stage 1__match_0002,Round Robin [Bo5],ENTER FORCE.36,Nyam Gaming,Lúcio,4
Japan - Stage 1,Japan - Stage 1__match_0003,Round Robin [Bo5],TOKYO TAIYOs,VARREL,Emre,4
Japan - Stage 1,Japan - Stage 1__match_0003,Round Robin [Bo5],TOKYO TAIYOs,VARREL,Symmetra,4
Japan - Stage 1,Japan - Stage 1__match_0003,Round Robin [Bo5],TOKYO TAIYOs,VARREL,Jetpack Cat,4
Japan - Stage 1,Japan - Stage 1__match_0004,Round Robin [Bo5],Lazuli,99DIVINE,Cassidy,4
Japan - Stage 1,Japan - Stage 1__match_0007,Round Robin [Bo5],Please Not Hero Ban,Lazuli,Cassidy,4
Japan - Stage 1,Japan - Stage 1__match_0007,Round Robin [Bo5],Please Not Hero Ban,Lazuli,Orisa,4
Japan - Stage 1,Japan - Stage 1__match_0007,Round Robin [Bo5],Please Not Hero Ban,Lazuli,Kiriko,4
Japan - Stage 1,Japan - Stage 1__match_0008,Round Robin [Bo5],TOKYO TAIYOs,99DIVINE,Emre,4
Japan - Stage 1,Japan - Stage 1__match_0008,Round Robin [Bo5],TOKYO TAIYOs,99DIVINE,Juno,4
Japan - Stage 1,Japan - Stage 1__match_0009,Round Robin [Bo5],VARREL,ENTER FORCE.36,Sojourn,4
Japan - Stage 1,Japan - Stage 1__match_0009,Round Robin [Bo5],VARREL,ENTER FORCE.36,Wuyang,4
Japan - Stage 1,Japan - Stage 1__match_0010,Round Robin [Bo5],Telomere,Lazuli,Sojourn,4
Japan - Stage 1,Japan - Stage 1__match_0010,Round Robin [Bo5],Telomere,Lazuli,Juno,4
Japan - Stage 1,Japan - Stage 1__match_0013,Round Robin [Bo5],99DIVINE,Please Not Hero Ban,Symmetra,4
Japan - Stage 1,Japan - Stage 1__match_0013,Round Robin [Bo5],99DIVINE,Please Not Hero Ban,Emre,4
Japan - Stage 1,Japan - Stage 1__match_0013,Round Robin [Bo5],99DIVINE,Please Not Hero Ban,Tracer,4
Japan - Stage 1,Japan - Stage 1__match_0013,Round Robin [Bo5],99DIVINE,Please Not Hero Ban,D.Va,4
Japan - Stage 1,Japan - Stage 1__match_0013,Round Robin [Bo5],99DIVINE,Please Not Hero Ban,Orisa,4
Japan - Stage 1,Japan - Stage 1__match_0013,Round Robin [Bo5],99DIVINE,Please Not Hero Ban,Cassidy,4
Japan - Stage 1,Japan - Stage 1__match_0014,Round Robin [Bo5],Telomere,ENTER FORCE.36,Vendetta,4
Japan - Stage 1,Japan - Stage 1__match_0014,Round Robin [Bo5],Telomere,ENTER FORCE.36,Symmetra,4
Japan - Stage 1,Japan - Stage 1__match_0014,Round Robin [Bo5],Telomere,ENTER FORCE.36,Sojourn,4
Japan - Stage 1,Japan - Stage 1__match_0015,Round Robin [Bo5],VARREL,Nyam Gaming,Vendetta,4
Japan - Stage 1,Japan - Stage 1__match_0015,Round Robin [Bo5],VARREL,Nyam Gaming,Wuyang,4
Japan - Stage 1,Japan - Stage 1__match_0015,Round Robin [Bo5],VARREL,Nyam Gaming,Lúcio,4
Japan - Stage 1,Japan - Stage 1__match_0016,Round Robin [Bo5],VARREL,Lazuli,Juno,4
Japan - Stage 1,Japan - Stage 1__match_0017,Round Robin [Bo5],Telomere,Nyam Gaming,Symmetra,4
Japan - Stage 1,Japan - Stage 1__match_0017,Round Robin [Bo5],Telomere,Nyam Gaming,Juno,4
Japan - Stage 1,Japan - Stage 1__match_0018,Round Robin [Bo5],ENTER FORCE.36,TOKYO TAIYOs,Vendetta,4
Japan - Stage 1,Japan - Stage 1__match_0018,Round Robin [Bo5],ENTER FORCE.36,TOKYO TAIYOs,Bastion,4
Japan - Stage 1,Japan - Stage 1__match_0018,Round Robin [Bo5],ENTER FORCE.36,TOKYO TAIYOs,Cassidy,4
Japan - Stage 1,Japan - Stage 1__match_0019,Round Robin [Bo5],99DIVINE,Nyam Gaming,Vendetta,4
Japan - Stage 1,Japan - Stage 1__match_0019,Round Robin [Bo5],99DIVINE,Nyam Gaming,Hazard,4
Japan - Stage 1,Japan - Stage 1__match_0019,Round Robin [Bo5],99DIVINE,Nyam Gaming,Brigitte,4
Japan - Stage 1,Japan - Stage 1__match_0019,Round Robin [Bo5],99DIVINE,Nyam Gaming,Ana,4
Japan - Stage 1,Japan - Stage 1__match_0020,Round Robin [Bo5],VARREL,Telomere,D.Va,4
Japan - Stage 1,Japan - Stage 1__match_0020,Round Robin [Bo5],VARREL,Telomere,Hazard,4
Japan - Stage 1,Japan - Stage 1__match_0021,Round Robin [Bo5],Lazuli,ENTER FORCE.36,Tracer,4
Japan - Stage 1,Japan - Stage 1__match_0021,Round Robin [Bo5],Lazuli,ENTER FORCE.36,Juno,4
Japan - Stage 1,Japan - Stage 1__match_0022,Round Robin [Bo5],Please Not Hero Ban,Nyam Gaming,Emre,4
Japan - Stage 1,Japan - Stage 1__match_0023,Round Robin [Bo5],Lazuli,TOKYO TAIYOs,Tracer,4
Japan - Stage 1,Japan - Stage 1__match_0023,Round Robin [Bo5],Lazuli,TOKYO TAIYOs,Ramattra,4
Japan - Stage 1,Japan - Stage 1__match_0023,Round Robin [Bo5],Lazuli,TOKYO TAIYOs,Kiriko,4
Japan - Stage 1,Japan - Stage 1__match_0023,Round Robin [Bo5],Lazuli,TOKYO TAIYOs,Juno,4
Japan - Stage 1,Japan - Stage 1__match_0024,Round Robin [Bo5],99DIVINE,Telomere,Ana,4
Japan - Stage 1,Japan - Stage 1__match_0024,Round Robin [Bo5],99DIVINE,Telomere,Kiriko,4
Japan - Stage 1,Japan - Stage 1__match_0026,Round Robin [Bo5],Lazuli,Nyam Gaming,Lúcio,4
Japan - Stage 1,Japan - Stage 1__match_0027,Round Robin [Bo5],VARREL,99DIVINE,Tracer,4
Japan - Stage 1,Japan - Stage 1__match_0028,Round Robin [Bo5],TOKYO TAIYOs,Telomere,Tracer,4
Japan - Stage 1,Japan - Stage 1__match_0029,Semifinals [Bo7],ENTER FORCE.36,Please Not Hero Ban,Vendetta,4
Japan - Stage 1,Japan - Stage 1__match_0030,Semifinals [Bo7],VARREL,99DIVINE,Symmetra,4
Japan - Stage 1,Japan - Stage 1__match_0030,Semifinals [Bo7],VARREL,99DIVINE,D.Va,4
Japan - Stage 1,Japan - Stage 1__match_0030,Semifinals [Bo7],VARREL,99DIVINE,Jetpack Cat,4
Japan - Stage 1,Japan - Stage 1__match_0031,Third Place Match [Bo7],Please Not Hero Ban,99DIVINE,Emre,4
Japan - Stage 1,Japan - Stage 1__match_0031,Third Place Match [Bo7],Please Not Hero Ban,99DIVINE,Tracer,4
Japan - Stage 1,Japan - Stage 1__match_0031,Third Place Match [Bo7],Please Not Hero Ban,99DIVINE,Hazard,4
Japan - Stage 1,Japan - Stage 1__match_0032,Grand Finals [Bo7],VARREL,ENTER FORCE.36,Vendetta,4
Japan - Stage 1,Japan - Stage 1__match_0032,Grand Finals [Bo7],VARREL,ENTER FORCE.36,Jetpack Cat,4
Japan - Stage 1,Japan - Stage 1__match_0032,Grand Finals [Bo7],VARREL,ENTER FORCE.36,Kiriko,4
Korea - Stage 1,Korea - Stage 1__match_0001,Round Robin [Bo5],Cheeseburger,Poker Face,Sojourn,4
Korea - Stage 1,Korea - Stage 1__match_0001,Round Robin [Bo5],Cheeseburger,Poker Face,D.Va,4
Korea - Stage 1,Korea - Stage 1__match_0002,Round Robin [Bo5],Crazy Raccoon,ZETA DIVISION,Vendetta,4
Korea - Stage 1,Korea - Stage 1__match_0002,Round Robin [Bo5],Crazy Raccoon,ZETA DIVISION,Cassidy,4
Korea - Stage 1,Korea - Stage 1__match_0004,Round Robin [Bo5],New Era,T1,Vendetta,4
Korea - Stage 1,Korea - Stage 1__match_0004,Round Robin [Bo5],New Era,T1,Tracer,4
Korea - Stage 1,Korea - Stage 1__match_0004,Round Robin [Bo5],New Era,T1,Lúcio,4
Korea - Stage 1,Korea - Stage 1__match_0004,Round Robin [Bo5],New Era,T1,Kiriko,4
Korea - Stage 1,Korea - Stage 1__match_0005,Round Robin [Bo5],Cheeseburger,Team Falcons,D.Va,4
Korea - Stage 1,Korea - Stage 1__match_0006,Round Robin [Bo5],ZAN Esports,Crazy Raccoon,Symmetra,4
Korea - Stage 1,Korea - Stage 1__match_0006,Round Robin [Bo5],ZAN Esports,Crazy Raccoon,D.Va,4
Korea - Stage 1,Korea - Stage 1__match_0007,Round Robin [Bo5],Poker Face,New Era,Emre,4
Korea - Stage 1,Korea - Stage 1__match_0007,Round Robin [Bo5],Poker Face,New Era,Symmetra,4
Korea - Stage 1,Korea - Stage 1__match_0007,Round Robin [Bo5],Poker Face,New Era,Vendetta,4
Korea - Stage 1,Korea - Stage 1__match_0007,Round Robin [Bo5],Poker Face,New Era,Kiriko,4
Korea - Stage 1,Korea - Stage 1__match_0007,Round Robin [Bo5],Poker Face,New Era,Ana,4
Korea - Stage 1,Korea - Stage 1__match_0007,Round Robin [Bo5],Poker Face,New Era,Wuyang,4
Korea - Stage 1,Korea - Stage 1__match_0009,Round Robin [Bo5],ZETA DIVISION,Team Falcons,Tracer,4
Korea - Stage 1,Korea - Stage 1__match_0009,Round Robin [Bo5],ZETA DIVISION,Team Falcons,Mei,4
Korea - Stage 1,Korea - Stage 1__match_0009,Round Robin [Bo5],ZETA DIVISION,Team Falcons,Juno,4
Korea - Stage 1,Korea - Stage 1__match_0009,Round Robin [Bo5],ZETA DIVISION,Team Falcons,Baptiste,4
Korea - Stage 1,Korea - Stage 1__match_0010,Round Robin [Bo5],Cheeseburger,ZAN Esports,Symmetra,4
Korea - Stage 1,Korea - Stage 1__match_0010,Round Robin [Bo5],Cheeseburger,ZAN Esports,Juno,4
Korea - Stage 1,Korea - Stage 1__match_0011,Round Robin [Bo5],Poker Face,ZETA DIVISION,Cassidy,4
Korea - Stage 1,Korea - Stage 1__match_0011,Round Robin [Bo5],Poker Face,ZETA DIVISION,Kiriko,4
Korea - Stage 1,Korea - Stage 1__match_0011,Round Robin [Bo5],Poker Face,ZETA DIVISION,Jetpack Cat,4
Korea - Stage 1,Korea - Stage 1__match_0012,Round Robin [Bo5],Crazy Raccoon,RØDE ONSIDE GAMING,Symmetra,4
Korea - Stage 1,Korea - Stage 1__match_0012,Round Robin [Bo5],Crazy Raccoon,RØDE ONSIDE GAMING,Sojourn,4
Korea - Stage 1,Korea - Stage 1__match_0012,Round Robin [Bo5],Crazy Raccoon,RØDE ONSIDE GAMING,Zarya,4
Korea - Stage 1,Korea - Stage 1__match_0013,Round Robin [Bo5],New Era,Team Falcons,D.Va,4
Korea - Stage 1,Korea - Stage 1__match_0013,Round Robin [Bo5],New Era,Team Falcons,Brigitte,4
Korea - Stage 1,Korea - Stage 1__match_0014,Round Robin [Bo5],T1,Poker Face,Vendetta,4
Korea - Stage 1,Korea - Stage 1__match_0014,Round Robin [Bo5],T1,Poker Face,Zarya,4
Korea - Stage 1,Korea - Stage 1__match_0015,Round Robin [Bo5],Crazy Raccoon,Cheeseburger,Zarya,4
Korea - Stage 1,Korea - Stage 1__match_0015,Round Robin [Bo5],Crazy Raccoon,Cheeseburger,Lúcio,4
Korea - Stage 1,Korea - Stage 1__match_0015,Round Robin [Bo5],Crazy Raccoon,Cheeseburger,Kiriko,4
Korea - Stage 1,Korea - Stage 1__match_0016,Round Robin [Bo5],RØDE ONSIDE GAMING,New Era,Genji,4
Korea - Stage 1,Korea - Stage 1__match_0016,Round Robin [Bo5],RØDE ONSIDE GAMING,New Era,D.Va,4
Korea - Stage 1,Korea - Stage 1__match_0016,Round Robin [Bo5],RØDE ONSIDE GAMING,New Era,Ana,4
Korea - Stage 1,Korea - Stage 1__match_0017,Round Robin [Bo5],ZAN Esports,ZETA DIVISION,Symmetra,4
Korea - Stage 1,Korea - Stage 1__match_0017,Round Robin [Bo5],ZAN Esports,ZETA DIVISION,Vendetta,4
Korea - Stage 1,Korea - Stage 1__match_0017,Round Robin [Bo5],ZAN Esports,ZETA DIVISION,Zarya,4
Korea - Stage 1,Korea - Stage 1__match_0017,Round Robin [Bo5],ZAN Esports,ZETA DIVISION,Lúcio,4
Korea - Stage 1,Korea - Stage 1__match_0019,Round Robin [Bo5],RØDE ONSIDE GAMING,Cheeseburger,Tracer,4
Korea - Stage 1,Korea - Stage 1__match_0019,Round Robin [Bo5],RØDE ONSIDE GAMING,Cheeseburger,Sojourn,4
Korea - Stage 1,Korea - Stage 1__match_0019,Round Robin [Bo5],RØDE ONSIDE GAMING,Cheeseburger,Emre,4
Korea - Stage 1,Korea - Stage 1__match_0019,Round Robin [Bo5],RØDE ONSIDE GAMING,Cheeseburger,Hazard,4
Korea - Stage 1,Korea - Stage 1__match_0019,Round Robin [Bo5],RØDE ONSIDE GAMING,Cheeseburger,Lúcio,4
Korea - Stage 1,Korea - Stage 1__match_0019,Round Robin [Bo5],RØDE ONSIDE GAMING,Cheeseburger,Kiriko,4
Korea - Stage 1,Korea - Stage 1__match_0020,Round Robin [Bo5],Team Falcons,Poker Face,Sojourn,4
Korea - Stage 1,Korea - Stage 1__match_0020,Round Robin [Bo5],Team Falcons,Poker Face,Emre,4
Korea - Stage 1,Korea - Stage 1__match_0020,Round Robin [Bo5],Team Falcons,Poker Face,Tracer,4
Korea - Stage 1,Korea - Stage 1__match_0020,Round Robin [Bo5],Team Falcons,Poker Face,Zarya,4
Korea - Stage 1,Korea - Stage 1__match_0021,Round Robin [Bo5],T1,Crazy Raccoon,D.Va,4
Korea - Stage 1,Korea - Stage 1__match_0021,Round Robin [Bo5],T1,Crazy Raccoon,Hazard,4
Korea - Stage 1,Korea - Stage 1__match_0021,Round Robin [Bo5],T1,Crazy Raccoon,Mauga,4
Korea - Stage 1,Korea - Stage 1__match_0022,Round Robin [Bo5],New Era,ZAN Esports,Kiriko,4
Korea - Stage 1,Korea - Stage 1__match_0023,Round Robin [Bo5],ZETA DIVISION,RØDE ONSIDE GAMING,D.Va,4
Korea - Stage 1,Korea - Stage 1__match_0024,Round Robin [Bo5],Cheeseburger,T1,Zarya,4
Korea - Stage 1,Korea - Stage 1__match_0024,Round Robin [Bo5],Cheeseburger,T1,Kiriko,4
Korea - Stage 1,Korea - Stage 1__match_0024,Round Robin [Bo5],Cheeseburger,T1,Lúcio,4
Korea - Stage 1,Korea - Stage 1__match_0025,Round Robin [Bo5],Team Falcons,ZAN Esports,Vendetta,4
Korea - Stage 1,Korea - Stage 1__match_0025,Round Robin [Bo5],Team Falcons,ZAN Esports,Zarya,4
Korea - Stage 1,Korea - Stage 1__match_0025,Round Robin [Bo5],Team Falcons,ZAN Esports,Lúcio,4
Korea - Stage 1,Korea - Stage 1__match_0026,Round Robin [Bo5],Poker Face,Crazy Raccoon,Emre,4
Korea - Stage 1,Korea - Stage 1__match_0026,Round Robin [Bo5],Poker Face,Crazy Raccoon,Symmetra,4
Korea - Stage 1,Korea - Stage 1__match_0026,Round Robin [Bo5],Poker Face,Crazy Raccoon,Vendetta,4
Korea - Stage 1,Korea - Stage 1__match_0027,Round Robin [Bo5],ZETA DIVISION,New Era,Genji,4
Korea - Stage 1,Korea - Stage 1__match_0027,Round Robin [Bo5],ZETA DIVISION,New Era,Zarya,4
Korea - Stage 1,Korea - Stage 1__match_0028,Round Robin [Bo5],Poker Face,RØDE ONSIDE GAMING,Symmetra,4
Korea - Stage 1,Korea - Stage 1__match_0028,Round Robin [Bo5],Poker Face,RØDE ONSIDE GAMING,Hazard,4
Korea - Stage 1,Korea - Stage 1__match_0028,Round Robin [Bo5],Poker Face,RØDE ONSIDE GAMING,Kiriko,4
Korea - Stage 1,Korea - Stage 1__match_0028,Round Robin [Bo5],Poker Face,RØDE ONSIDE GAMING,Lúcio,4
Korea - Stage 1,Korea - Stage 1__match_0029,Round Robin [Bo5],T1,ZETA DIVISION,Sombra,4
Korea - Stage 1,Korea - Stage 1__match_0029,Round Robin [Bo5],T1,ZETA DIVISION,Winston,4
Korea - Stage 1,Korea - Stage 1__match_0030,Round Robin [Bo5],Crazy Raccoon,New Era,Ana,4
Korea - Stage 1,Korea - Stage 1__match_0031,Round Robin [Bo5],T1,ZAN Esports,Symmetra,4
Korea - Stage 1,Korea - Stage 1__match_0032,Round Robin [Bo5],ZETA DIVISION,Cheeseburger,Symmetra,4
Korea - Stage 1,Korea - Stage 1__match_0033,Round Robin [Bo5],Team Falcons,Crazy Raccoon,Emre,4
Korea - Stage 1,Korea - Stage 1__match_0033,Round Robin [Bo5],Team Falcons,Crazy Raccoon,Symmetra,4
Korea - Stage 1,Korea - Stage 1__match_0033,Round Robin [Bo5],Team Falcons,Crazy Raccoon,Pharah,4
Korea - Stage 1,Korea - Stage 1__match_0033,Round Robin [Bo5],Team Falcons,Crazy Raccoon,Kiriko,4
Korea - Stage 1,Korea - Stage 1__match_0033,Round Robin [Bo5],Team Falcons,Crazy Raccoon,Juno,4
Korea - Stage 1,Korea - Stage 1__match_0033,Round Robin [Bo5],Team Falcons,Crazy Raccoon,Lúcio,4
Korea - Stage 1,Korea - Stage 1__match_0034,Round Robin [Bo5],ZAN Esports,Poker Face,Symmetra,4
Korea - Stage 1,Korea - Stage 1__match_0034,Round Robin [Bo5],ZAN Esports,Poker Face,Tracer,4
Korea - Stage 1,Korea - Stage 1__match_0034,Round Robin [Bo5],ZAN Esports,Poker Face,Kiriko,4
Korea - Stage 1,Korea - Stage 1__match_0035,Round Robin [Bo5],RØDE ONSIDE GAMING,Team Falcons,Tracer,4
Korea - Stage 1,Korea - Stage 1__match_0035,Round Robin [Bo5],RØDE ONSIDE GAMING,Team Falcons,Juno,4
Korea - Stage 1,Korea - Stage 1__match_0036,Round Robin [Bo5],New Era,Cheeseburger,Symmetra,4
Korea - Stage 1,Korea - Stage 1__match_0037,Last Chance Qualifier [Bo5],T1,ZAN Esports,Bastion,4
Korea - Stage 1,Korea - Stage 1__match_0037,Last Chance Qualifier [Bo5],T1,ZAN Esports,Wrecking Ball,4
Korea - Stage 1,Korea - Stage 1__match_0037,Last Chance Qualifier [Bo5],T1,ZAN Esports,Jetpack Cat,4
Korea - Stage 1,Korea - Stage 1__match_0037,Last Chance Qualifier [Bo5],T1,ZAN Esports,Ana,4
Korea - Stage 1,Korea - Stage 1__match_0038,Seeding Decider [Bo5],ZETA DIVISION,RØDE ONSIDE GAMING,Emre,4
Korea - Stage 1,Korea - Stage 1__match_0038,Seeding Decider [Bo5],ZETA DIVISION,RØDE ONSIDE GAMING,Jetpack Cat,4
Korea - Stage 1,Korea - Stage 1__match_0039,Seeding Decider [Bo5],Crazy Raccoon,Team Falcons,Tracer,4
Korea - Stage 1,Korea - Stage 1__match_0039,Seeding Decider [Bo5],Crazy Raccoon,Team Falcons,Symmetra,4
Korea - Stage 1,Korea - Stage 1__match_0039,Seeding Decider [Bo5],Crazy Raccoon,Team Falcons,Bastion,4
Korea - Stage 1,Korea - Stage 1__match_0039,Seeding Decider [Bo5],Crazy Raccoon,Team Falcons,Jetpack Cat,4
Korea - Stage 1,Korea - Stage 1__match_0040,Last Chance Qualifier [Bo5],Poker Face,Cheeseburger,Kiriko,4
Korea - Stage 1,Korea - Stage 1__match_0041,Seeding Decider [Bo5],ZETA DIVISION,Team Falcons,Bastion,4
Korea - Stage 1,Korea - Stage 1__match_0041,Seeding Decider [Bo5],ZETA DIVISION,Team Falcons,Pharah,4
Korea - Stage 1,Korea - Stage 1__match_0041,Seeding Decider [Bo5],ZETA DIVISION,Team Falcons,Tracer,4
Korea - Stage 1,Korea - Stage 1__match_0041,Seeding Decider [Bo5],ZETA DIVISION,Team Falcons,Ana,4
Korea - Stage 1,Korea - Stage 1__match_0041,Seeding Decider [Bo5],ZETA DIVISION,Team Falcons,Kiriko,4
Korea - Stage 1,Korea - Stage 1__match_0042,Seeding Decider [Bo5],Crazy Raccoon,RØDE ONSIDE GAMING,Symmetra,4
Korea - Stage 1,Korea - Stage 1__match_0042,Seeding Decider [Bo5],Crazy Raccoon,RØDE ONSIDE GAMING,Emre,4
Korea - Stage 1,Korea - Stage 1__match_0042,Seeding Decider [Bo5],Crazy Raccoon,RØDE ONSIDE GAMING,Zarya,4
Korea - Stage 1,Korea - Stage 1__match_0042,Seeding Decider [Bo5],Crazy Raccoon,RØDE ONSIDE GAMING,Lúcio,4
Korea - Stage 1,Korea - Stage 1__match_0043,Last Chance Qualifier [Bo5],ZAN Esports,Cheeseburger,Bastion,4
Korea - Stage 1,Korea - Stage 1__match_0043,Last Chance Qualifier [Bo5],ZAN Esports,Cheeseburger,D.Va,4
Korea - Stage 1,Korea - Stage 1__match_0044,Seeding Decider [Bo5],ZETA DIVISION,Crazy Raccoon,Bastion,4
Korea - Stage 1,Korea - Stage 1__match_0044,Seeding Decider [Bo5],ZETA DIVISION,Crazy Raccoon,Wrecking Ball,4
Korea - Stage 1,Korea - Stage 1__match_0044,Seeding Decider [Bo5],ZETA DIVISION,Crazy Raccoon,Ana,4
Korea - Stage 1,Korea - Stage 1__match_0045,Seeding Decider [Bo5],Team Falcons,RØDE ONSIDE GAMING,Symmetra,4
