tournament_sheet,match_id,match_title,team_top,team_bottom,hero_name,usage_count
North America - Stage 1,North America - Stage 1__match_0014,Round Robin [Bo5],Dallas Fuel,Extinction,Torbjörn,1
North America - Stage 1,North America - Stage 1__match_0014,Round Robin [Bo5],Dallas Fuel,Extinction,Sombra,1
North America - Stage 1,North America - Stage 1__match_0014,Round Robin [Bo5],Dallas Fuel,Extinction,Vendetta,1
North America - Stage 1,North America - Stage 1__match_0014,Round Robin [Bo5],Dallas Fuel,Extinction,Junkrat,1
North America - Stage 1,North America - Stage 1__match_0014,Round Robin [Bo5],Dallas Fuel,Extinction,Freja,1
North America - Stage 1,North America - Stage 1__match_0014,Round Robin [Bo5],Dallas Fuel,Extinction,Anran,1
North America - Stage 1,North America - Stage 1__match_0014,Round Robin [Bo5],Dallas Fuel,Extinction,Winston,1
North America - Stage 1,North America - Stage 1__match_0014,Round Robin [Bo5],Dallas Fuel,Extinction,Ana,1
North America - Stage 1,North America - Stage 1__match_0014,Round Robin [Bo5],Dallas Fuel,Extinction,Symmetra,1
North America - Stage 1,North America - Stage 1__match_0014,Round Robin [Bo5],Dallas Fuel,Extinction,Emre,1
North America - Stage 1,North America - Stage 1__match_0014,Round Robin [Bo5],Dallas Fuel,Extinction,Hanzo,1
North America - Stage 1,North America - Stage 1__match_0014,Round Robin [Bo5],Dallas Fuel,Extinction,Doomfist,1
North America - Stage 1,North America - Stage 1__match_0014,Round Robin [Bo5],Dallas Fuel,Extinction,Roadhog,1
North America - Stage 1,North America - Stage 1__match_0014,Round Robin [Bo5],Dallas Fuel,Extinction,Reinhardt,1
North America - Stage 1,North America - Stage 1__match_0014,Round Robin [Bo5],Dallas Fuel,Extinction,Mauga,1
North America - Stage 1,North America - Stage 1__match_0014,Round Robin [Bo5],Dallas Fuel,Extinction,Orisa,1
North America - Stage 1,North America - Stage 1__match_0014,Round Robin [Bo5],Dallas Fuel,Extinction,Lifeweaver,1
North America - Stage 1,North America - Stage 1__match_0014,Round Robin [Bo5],Dallas Fuel,Extinction,Lúcio,1
North America - Stage 1,North America - Stage 1__match_0014,Round Robin [Bo5],Dallas Fuel,Extinction,Zenyatta,1
North America - Stage 1,North America - Stage 1__match_0014,Round Robin [Bo5],Dallas Fuel,Extinction,Baptiste,1
North America - Stage 1,North America - Stage 1__match_0015,Round Robin [Bo5],Spacestation Gaming,Team Liquid,Echo,1
North America - Stage 1,North America - Stage 1__match_0015,Round Robin [Bo5],Spacestation Gaming,Team Liquid,Cassidy,1
North America - Stage 1,North America - Stage 1__match_0015,Round Robin [Bo5],Spacestation Gaming,Team Liquid,Widowmaker,1
North America - Stage 1,North America - Stage 1__match_0015,Round Robin [Bo5],Spacestation Gaming,Team Liquid,Ana,1
North America - Stage 1,North America - Stage 1__match_0015,Round Robin [Bo5],Spacestation Gaming,Team Liquid,Genji,1
North America - Stage 1,North America - Stage 1__match_0015,Round Robin [Bo5],Spacestation Gaming,Team Liquid,Orisa,1
North America - Stage 1,North America - Stage 1__match_0015,Round Robin [Bo5],Spacestation Gaming,Team Liquid,Jetpack Cat,1
North America - Stage 1,North America - Stage 1__match_0016,Upper Semifinals [Bo5],Dallas Fuel,LuneX Gaming,Pharah,1
North America - Stage 1,North America - Stage 1__match_0016,Upper Semifinals [Bo5],Dallas Fuel,LuneX Gaming,Ashe,1
North America - Stage 1,North America - Stage 1__match_0016,Upper Semifinals [Bo5],Dallas Fuel,LuneX Gaming,Wrecking Ball,1
North America - Stage 1,North America - Stage 1__match_0016,Upper Semifinals [Bo5],Dallas Fuel,LuneX Gaming,Winston,1
North America - Stage 1,North America - Stage 1__match_0016,Upper Semifinals [Bo5],Dallas Fuel,LuneX Gaming,Wuyang,1
North America - Stage 1,North America - Stage 1__match_0016,Upper Semifinals [Bo5],Dallas Fuel,LuneX Gaming,Jetpack Cat,1
North America - Stage 1,North America - Stage 1__match_0016,Upper Semifinals [Bo5],Dallas Fuel,LuneX Gaming,Ana,1
North America - Stage 1,North America - Stage 1__match_0016,Upper Semifinals [Bo5],Dallas Fuel,LuneX Gaming,Vendetta,1
North America - Stage 1,North America - Stage 1__match_0016,Upper Semifinals [Bo5],Dallas Fuel,LuneX Gaming,Reaper,1
North America - Stage 1,North America - Stage 1__match_0016,Upper Semifinals [Bo5],Dallas Fuel,LuneX Gaming,Zarya,1
North America - Stage 1,North America - Stage 1__match_0017,Upper Semifinals [Bo5],Spacestation Gaming,Team Liquid,Doomfist,1
North America - Stage 1,North America - Stage 1__match_0017,Upper Semifinals [Bo5],Spacestation Gaming,Team Liquid,Wuyang,1
North America - Stage 1,North America - Stage 1__match_0017,Upper Semifinals [Bo5],Spacestation Gaming,Team Liquid,Zenyatta,1
North America - Stage 1,North America - Stage 1__match_0017,Upper Semifinals [Bo5],Spacestation Gaming,Team Liquid,Venture,1
North America - Stage 1,North America - Stage 1__match_0017,Upper Semifinals [Bo5],Spacestation Gaming,Team Liquid,Bastion,1
North America - Stage 1,North America - Stage 1__match_0017,Upper Semifinals [Bo5],Spacestation Gaming,Team Liquid,Wrecking Ball,1
North America - Stage 1,North America - Stage 1__match_0017,Upper Semifinals [Bo5],Spacestation Gaming,Team Liquid,Mauga,1
North America - Stage 1,North America - Stage 1__match_0017,Upper Semifinals [Bo5],Spacestation Gaming,Team Liquid,Reinhardt,1
North America - Stage 1,North America - Stage 1__match_0017,Upper Semifinals [Bo5],Spacestation Gaming,Team Liquid,Illari,1
North America - Stage 1,North America - Stage 1__match_0018,Lower Semifinals [Bo5],LuneX Gaming,Team Liquid,Freja,1
North America - Stage 1,North America - Stage 1__match_0018,Lower Semifinals [Bo5],LuneX Gaming,Team Liquid,Lúcio,1
North America - Stage 1,North America - Stage 1__match_0018,Lower Semifinals [Bo5],LuneX Gaming,Team Liquid,Widowmaker,1
North America - Stage 1,North America - Stage 1__match_0018,Lower Semifinals [Bo5],LuneX Gaming,Team Liquid,Cassidy,1
North America - Stage 1,North America - Stage 1__match_0018,Lower Semifinals [Bo5],LuneX Gaming,Team Liquid,Venture,1
North America - Stage 1,North America - Stage 1__match_0018,Lower Semifinals [Bo5],LuneX Gaming,Team Liquid,Genji,1
North America - Stage 1,North America - Stage 1__match_0018,Lower Semifinals [Bo5],LuneX Gaming,Team Liquid,Domina,1
North America - Stage 1,North America - Stage 1__match_0018,Lower Semifinals [Bo5],LuneX Gaming,Team Liquid,Wrecking Ball,1
North America - Stage 1,North America - Stage 1__match_0018,Lower Semifinals [Bo5],LuneX Gaming,Team Liquid,Illari,1
North America - Stage 1,North America - Stage 1__match_0019,Upper Finals [Bo5],Dallas Fuel,Spacestation Gaming,Echo,1
North America - Stage 1,North America - Stage 1__match_0019,Upper Finals [Bo5],Dallas Fuel,Spacestation Gaming,Mei,1
North America - Stage 1,North America - Stage 1__match_0019,Upper Finals [Bo5],Dallas Fuel,Spacestation Gaming,Vendetta,1
North America - Stage 1,North America - Stage 1__match_0019,Upper Finals [Bo5],Dallas Fuel,Spacestation Gaming,Reinhardt,1
North America - Stage 1,North America - Stage 1__match_0019,Upper Finals [Bo5],Dallas Fuel,Spacestation Gaming,Hanzo,1
North America - Stage 1,North America - Stage 1__match_0019,Upper Finals [Bo5],Dallas Fuel,Spacestation Gaming,Orisa,1
North America - Stage 1,North America - Stage 1__match_0019,Upper Finals [Bo5],Dallas Fuel,Spacestation Gaming,Hazard,1
North America - Stage 1,North America - Stage 1__match_0021,Grand Finals [Bo7],Dallas Fuel,Spacestation Gaming,Hanzo,1
North America - Stage 1,North America - Stage 1__match_0021,Grand Finals [Bo7],Dallas Fuel,Spacestation Gaming,Wrecking Ball,1
North America - Stage 1,North America - Stage 1__match_0021,Grand Finals [Bo7],Dallas Fuel,Spacestation Gaming,Sigma,1
North America - Stage 1,North America - Stage 1__match_0021,Grand Finals [Bo7],Dallas Fuel,Spacestation Gaming,Wuyang,1
North America - Stage 1,North America - Stage 1__match_0021,Grand Finals [Bo7],Dallas Fuel,Spacestation Gaming,Doomfist,1
North America - Stage 1,North America - Stage 1__match_0021,Grand Finals [Bo7],Dallas Fuel,Spacestation Gaming,Mauga,1
North America - Stage 1,North America - Stage 1__match_0021,Grand Finals [Bo7],Dallas Fuel,Spacestation Gaming,Baptiste,1
Pacific - Stage 1,Pacific - Stage 1__match_0001,Round Robin [Bo5],Team Secret,Rankers,Cassidy,1
Pacific - Stage 1,Pacific - Stage 1__match_0001,Round Robin [Bo5],Team Secret,Rankers,Widowmaker,1
Pacific - Stage 1,Pacific - Stage 1__match_0001,Round Robin [Bo5],Team Secret,Rankers,Lúcio,1
Pacific - Stage 1,Pacific - Stage 1__match_0001,Round Robin [Bo5],Team Secret,Rankers,Baptiste,1
Pacific - Stage 1,Pacific - Stage 1__match_0001,Round Robin [Bo5],Team Secret,Rankers,Echo,1
Pacific - Stage 1,Pacific - Stage 1__match_0001,Round Robin [Bo5],Team Secret,Rankers,Pharah,1
Pacific - Stage 1,Pacific - Stage 1__match_0001,Round Robin [Bo5],Team Secret,Rankers,Ashe,1
Pacific - Stage 1,Pacific - Stage 1__match_0001,Round Robin [Bo5],Team Secret,Rankers,Zarya,1
Pacific - Stage 1,Pacific - Stage 1__match_0001,Round Robin [Bo5],Team Secret,Rankers,Wuyang,1
Pacific - Stage 1,Pacific - Stage 1__match_0001,Round Robin [Bo5],Team Secret,Rankers,Juno,1
Pacific - Stage 1,Pacific - Stage 1__match_0002,Round Robin [Bo5],MieMieYang,The Gatos Guapos,Pharah,1
Pacific - Stage 1,Pacific - Stage 1__match_0002,Round Robin [Bo5],MieMieYang,The Gatos Guapos,Echo,1
Pacific - Stage 1,Pacific - Stage 1__match_0002,Round Robin [Bo5],MieMieYang,The Gatos Guapos,Sojourn,1
Pacific - Stage 1,Pacific - Stage 1__match_0002,Round Robin [Bo5],MieMieYang,The Gatos Guapos,Vendetta,1
Pacific - Stage 1,Pacific - Stage 1__match_0002,Round Robin [Bo5],MieMieYang,The Gatos Guapos,Anran,1
Pacific - Stage 1,Pacific - Stage 1__match_0002,Round Robin [Bo5],MieMieYang,The Gatos Guapos,Zarya,1
Pacific - Stage 1,Pacific - Stage 1__match_0002,Round Robin [Bo5],MieMieYang,The Gatos Guapos,Reinhardt,1
Pacific - Stage 1,Pacific - Stage 1__match_0002,Round Robin [Bo5],MieMieYang,The Gatos Guapos,Hazard,1
Pacific - Stage 1,Pacific - Stage 1__match_0002,Round Robin [Bo5],MieMieYang,The Gatos Guapos,Juno,1
Pacific - Stage 1,Pacific - Stage 1__match_0002,Round Robin [Bo5],MieMieYang,The Gatos Guapos,Mizuki,1
Pacific - Stage 1,Pacific - Stage 1__match_0002,Round Robin [Bo5],MieMieYang,The Gatos Guapos,Jetpack Cat,1
Pacific - Stage 1,Pacific - Stage 1__match_0003,Round Robin [Bo5],FURY,Quasar Esports,Widowmaker,1
Pacific - Stage 1,Pacific - Stage 1__match_0003,Round Robin [Bo5],FURY,Quasar Esports,Wrecking Ball,1
Pacific - Stage 1,Pacific - Stage 1__match_0003,Round Robin [Bo5],FURY,Quasar Esports,Doomfist,1
Pacific - Stage 1,Pacific - Stage 1__match_0003,Round Robin [Bo5],FURY,Quasar Esports,Juno,1
Pacific - Stage 1,Pacific - Stage 1__match_0003,Round Robin [Bo5],FURY,Quasar Esports,Mercy,1
Pacific - Stage 1,Pacific - Stage 1__match_0003,Round Robin [Bo5],FURY,Quasar Esports,Illari,1
Pacific - Stage 1,Pacific - Stage 1__match_0003,Round Robin [Bo5],FURY,Quasar Esports,Wuyang,1
Pacific - Stage 1,Pacific - Stage 1__match_0003,Round Robin [Bo5],FURY,Quasar Esports,Mizuki,1
Pacific - Stage 1,Pacific - Stage 1__match_0004,Round Robin [Bo5],FURY,The Gatos Guapos,Venture,1
Pacific - Stage 1,Pacific - Stage 1__match_0004,Round Robin [Bo5],FURY,The Gatos Guapos,Winston,1
Pacific - Stage 1,Pacific - Stage 1__match_0004,Round Robin [Bo5],FURY,The Gatos Guapos,Brigitte,1
Pacific - Stage 1,Pacific - Stage 1__match_0004,Round Robin [Bo5],FURY,The Gatos Guapos,Hanzo,1
Pacific - Stage 1,Pacific - Stage 1__match_0004,Round Robin [Bo5],FURY,The Gatos Guapos,Illari,1
Pacific - Stage 1,Pacific - Stage 1__match_0004,Round Robin [Bo5],FURY,The Gatos Guapos,Jetpack Cat,1
Pacific - Stage 1,Pacific - Stage 1__match_0005,Round Robin [Bo5],Team Secret,MieMieYang,Ramattra,1
Pacific - Stage 1,Pacific - Stage 1__match_0005,Round Robin [Bo5],Team Secret,MieMieYang,Moira,1
Pacific - Stage 1,Pacific - Stage 1__match_0005,Round Robin [Bo5],Team Secret,MieMieYang,Mercy,1
Pacific - Stage 1,Pacific - Stage 1__match_0005,Round Robin [Bo5],Team Secret,MieMieYang,Hanzo,1
Pacific - Stage 1,Pacific - Stage 1__match_0005,Round Robin [Bo5],Team Secret,MieMieYang,Zarya,1
Pacific - Stage 1,Pacific - Stage 1__match_0005,Round Robin [Bo5],Team Secret,MieMieYang,Orisa,1
Pacific - Stage 1,Pacific - Stage 1__match_0006,Round Robin [Bo5],Quasar Esports,Rankers,Emre,1
Pacific - Stage 1,Pacific - Stage 1__match_0006,Round Robin [Bo5],Quasar Esports,Rankers,Soldier: 76,1
Pacific - Stage 1,Pacific - Stage 1__match_0006,Round Robin [Bo5],Quasar Esports,Rankers,Ramattra,1
Pacific - Stage 1,Pacific - Stage 1__match_0006,Round Robin [Bo5],Quasar Esports,Rankers,Jetpack Cat,1
Pacific - Stage 1,Pacific - Stage 1__match_0006,Round Robin [Bo5],Quasar Esports,Rankers,Torbjörn,1
Pacific - Stage 1,Pacific - Stage 1__match_0007,Round Robin [Bo5],FURY,Rankers,Pharah,1
Pacific - Stage 1,Pacific - Stage 1__match_0007,Round Robin [Bo5],FURY,Rankers,Sojourn,1
Pacific - Stage 1,Pacific - Stage 1__match_0007,Round Robin [Bo5],FURY,Rankers,Brigitte,1
Pacific - Stage 1,Pacific - Stage 1__match_0007,Round Robin [Bo5],FURY,Rankers,Wuyang,1
Pacific - Stage 1,Pacific - Stage 1__match_0007,Round Robin [Bo5],FURY,Rankers,Juno,1
Pacific - Stage 1,Pacific - Stage 1__match_0007,Round Robin [Bo5],FURY,Rankers,Reaper,1
Pacific - Stage 1,Pacific - Stage 1__match_0008,Round Robin [Bo5],The Gatos Guapos,Team Secret,Pharah,1
Pacific - Stage 1,Pacific - Stage 1__match_0008,Round Robin [Bo5],The Gatos Guapos,Team Secret,Venture,1
Pacific - Stage 1,Pacific - Stage 1__match_0008,Round Robin [Bo5],The Gatos Guapos,Team Secret,Reinhardt,1
Pacific - Stage 1,Pacific - Stage 1__match_0008,Round Robin [Bo5],The Gatos Guapos,Team Secret,Sojourn,1
Pacific - Stage 1,Pacific - Stage 1__match_0008,Round Robin [Bo5],The Gatos Guapos,Team Secret,Winston,1
Pacific - Stage 1,Pacific - Stage 1__match_0008,Round Robin [Bo5],The Gatos Guapos,Team Secret,Brigitte,1
