tournament_sheet,match_id,match_title,map_set_index,map_name,team_top,team_bottom,winning_team,losing_team,detected_win_text,source_cell
Pre-Season Bootcamp,Pre-Season Bootcamp__match_0001,Round 1 [Bo5],0,Ilios,Disguised,Team Peps,Disguised,Team Peps,Disguised Wins!,X16
Pre-Season Bootcamp,Pre-Season Bootcamp__match_0001,Round 1 [Bo5],1,Shambali Monastery,Disguised,Team Peps,Disguised,Team Peps,Disguised Wins!,AO16
Pre-Season Bootcamp,Pre-Season Bootcamp__match_0001,Round 1 [Bo5],2,Esperança,Disguised,Team Peps,Team Peps,Disguised,Team Peps Wins!,BF16
Pre-Season Bootcamp,Pre-Season Bootcamp__match_0001,Round 1 [Bo5],3,Midtown,Disguised,Team Peps,,,Draw!,BW16
Pre-Season Bootcamp,Pre-Season Bootcamp__match_0001,Round 1 [Bo5],4,New Junk City,Disguised,Team Peps,Team Peps,Disguised,Team Peps Wins!,CN16
Pre-Season Bootcamp,Pre-Season Bootcamp__match_0001,Round 1 [Bo5],5,Watchpoint: Gibraltar,Disguised,Team Peps,Team Peps,Disguised,Team Peps Wins!,DE16
Pre-Season Bootcamp,Pre-Season Bootcamp__match_0002,Round 1 [Bo5],0,Lijiang Tower,VARREL,Team Falcons,Team Falcons,VARREL,Team Falcons Wins!,X42
Pre-Season Bootcamp,Pre-Season Bootcamp__match_0002,Round 1 [Bo5],1,Shambali Monastery,VARREL,Team Falcons,Team Falcons,VARREL,Team Falcons Wins!,AO42
Pre-Season Bootcamp,Pre-Season Bootcamp__match_0002,Round 1 [Bo5],2,Midtown,VARREL,Team Falcons,Team Falcons,VARREL,Team Falcons Wins!,BF42
Pre-Season Bootcamp,Pre-Season Bootcamp__match_0003,Round 1 [Bo5],0,Lijiang Tower,Dallas Fuel,T1,T1,Dallas Fuel,T1 Wins!,X68
Pre-Season Bootcamp,Pre-Season Bootcamp__match_0003,Round 1 [Bo5],1,Midtown,Dallas Fuel,T1,T1,Dallas Fuel,T1 Wins!,AO68
Pre-Season Bootcamp,Pre-Season Bootcamp__match_0003,Round 1 [Bo5],2,Havana,Dallas Fuel,T1,Dallas Fuel,T1,Dallas Fuel Wins!,BF68
Pre-Season Bootcamp,Pre-Season Bootcamp__match_0003,Round 1 [Bo5],3,New Junk City,Dallas Fuel,T1,T1,Dallas Fuel,T1 Wins!,BW68
Pre-Season Bootcamp,Pre-Season Bootcamp__match_0004,Round 1 [Bo5],0,Ilios,Virtus.pro,All Gamers,Virtus.pro,All Gamers,Virtus.pro Wins!,X94
Pre-Season Bootcamp,Pre-Season Bootcamp__match_0004,Round 1 [Bo5],1,Eichenwalde,Virtus.pro,All Gamers,Virtus.pro,All Gamers,Virtus.pro Wins!,AO94
Pre-Season Bootcamp,Pre-Season Bootcamp__match_0004,Round 1 [Bo5],2,Shambali Monastery,Virtus.pro,All Gamers,Virtus.pro,All Gamers,Virtus.pro Wins!,BF94
Pre-Season Bootcamp,Pre-Season Bootcamp__match_0005,Quarterfinals [Bo5],0,Busan,Crazy Raccoon,Team Peps,Crazy Raccoon,Team Peps,Crazy Raccoon Wins!,X120
Pre-Season Bootcamp,Pre-Season Bootcamp__match_0005,Quarterfinals [Bo5],1,Esperança,Crazy Raccoon,Team Peps,Team Peps,Crazy Raccoon,Team Peps Wins!,AO120
Pre-Season Bootcamp,Pre-Season Bootcamp__match_0005,Quarterfinals [Bo5],2,Shambali Monastery,Crazy Raccoon,Team Peps,Crazy Raccoon,Team Peps,Crazy Raccoon Wins!,BF120
Pre-Season Bootcamp,Pre-Season Bootcamp__match_0005,Quarterfinals [Bo5],3,Blizzard World,Crazy Raccoon,Team Peps,Crazy Raccoon,Team Peps,Crazy Raccoon Wins!,BW120
Pre-Season Bootcamp,Pre-Season Bootcamp__match_0006,Quarterfinals [Bo5],0,Ilios,Weibo Gaming,Team Falcons,Team Falcons,Weibo Gaming,Team Falcons Wins!,X146
Pre-Season Bootcamp,Pre-Season Bootcamp__match_0006,Quarterfinals [Bo5],1,Midtown,Weibo Gaming,Team Falcons,Weibo Gaming,Team Falcons,Weibo Gaming Wins!,AO146
Pre-Season Bootcamp,Pre-Season Bootcamp__match_0006,Quarterfinals [Bo5],2,Esperança,Weibo Gaming,Team Falcons,Team Falcons,Weibo Gaming,Team Falcons Wins!,BF146
Pre-Season Bootcamp,Pre-Season Bootcamp__match_0006,Quarterfinals [Bo5],3,Havana,Weibo Gaming,Team Falcons,Weibo Gaming,Team Falcons,Weibo Gaming Wins!,BW146
Pre-Season Bootcamp,Pre-Season Bootcamp__match_0006,Quarterfinals [Bo5],4,Shambali Monastery,Weibo Gaming,Team Falcons,Team Falcons,Weibo Gaming,Team Falcons Wins!,CN146
Pre-Season Bootcamp,Pre-Season Bootcamp__match_0007,Quarterfinals [Bo5],0,Busan,Twisted Minds,T1,Twisted Minds,T1,Twisted Minds Wins!,X172
Pre-Season Bootcamp,Pre-Season Bootcamp__match_0007,Quarterfinals [Bo5],1,Blizzard World,Twisted Minds,T1,Twisted Minds,T1,Twisted Minds Wins!,AO172
Pre-Season Bootcamp,Pre-Season Bootcamp__match_0007,Quarterfinals [Bo5],2,New Junk City,Twisted Minds,T1,Twisted Minds,T1,Twisted Minds Wins!,BF172
Pre-Season Bootcamp,Pre-Season Bootcamp__match_0008,Quarterfinals [Bo5],0,Lijiang Tower,Team Liquid,Virtus.pro,Team Liquid,Virtus.pro,Team Liquid Wins!,X198
Pre-Season Bootcamp,Pre-Season Bootcamp__match_0008,Quarterfinals [Bo5],1,Eichenwalde,Team Liquid,Virtus.pro,Team Liquid,Virtus.pro,Team Liquid Wins!,AO198
Pre-Season Bootcamp,Pre-Season Bootcamp__match_0008,Quarterfinals [Bo5],2,New Junk City,Team Liquid,Virtus.pro,Virtus.pro,Team Liquid,Virtus.pro Wins!,BF198
Pre-Season Bootcamp,Pre-Season Bootcamp__match_0008,Quarterfinals [Bo5],3,Havana,Team Liquid,Virtus.pro,Team Liquid,Virtus.pro,Team Liquid Wins!,BW198
Pre-Season Bootcamp,Pre-Season Bootcamp__match_0009,Semifinals [Bo5],0,Busan,Crazy Raccoon,Team Falcons,Crazy Raccoon,Team Falcons,Crazy Raccoon Wins!,X224
Pre-Season Bootcamp,Pre-Season Bootcamp__match_0009,Semifinals [Bo5],1,Blizzard World,Crazy Raccoon,Team Falcons,Crazy Raccoon,Team Falcons,Crazy Raccoon Wins!,AO224
Pre-Season Bootcamp,Pre-Season Bootcamp__match_0009,Semifinals [Bo5],2,Esperança,Crazy Raccoon,Team Falcons,Team Falcons,Crazy Raccoon,Team Falcons Wins!,BF224
Pre-Season Bootcamp,Pre-Season Bootcamp__match_0009,Semifinals [Bo5],3,Watchpoint: Gibraltar,Crazy Raccoon,Team Falcons,Team Falcons,Crazy Raccoon,Team Falcons Wins!,BW224
Pre-Season Bootcamp,Pre-Season Bootcamp__match_0009,Semifinals [Bo5],4,Lijiang Tower,Crazy Raccoon,Team Falcons,Crazy Raccoon,Team Falcons,Crazy Raccoon Wins!,CN224
Pre-Season Bootcamp,Pre-Season Bootcamp__match_0010,Semifinals [Bo5],0,Lijiang Tower,Twisted Minds,Team Liquid,Team Liquid,Twisted Minds,Team Liquid Wins!,X250
Pre-Season Bootcamp,Pre-Season Bootcamp__match_0010,Semifinals [Bo5],1,Esperança,Twisted Minds,Team Liquid,Team Liquid,Twisted Minds,Team Liquid Wins!,AO250
Pre-Season Bootcamp,Pre-Season Bootcamp__match_0010,Semifinals [Bo5],2,Eichenwalde,Twisted Minds,Team Liquid,Twisted Minds,Team Liquid,Twisted Minds Wins!,BF250
Pre-Season Bootcamp,Pre-Season Bootcamp__match_0010,Semifinals [Bo5],3,Havana,Twisted Minds,Team Liquid,Twisted Minds,Team Liquid,Twisted Minds Wins!,BW250
Pre-Season Bootcamp,Pre-Season Bootcamp__match_0010,Semifinals [Bo5],4,Colosseo,Twisted Minds,Team Liquid,Twisted Minds,Team Liquid,Twisted Minds Wins!,CN250
Pre-Season Bootcamp,Pre-Season Bootcamp__match_0011,Grand Finals [Bo7],0,Busan,Crazy Raccoon,Twisted Minds,Twisted Minds,Crazy Raccoon,Twisted Minds Wins!,X276
Pre-Season Bootcamp,Pre-Season Bootcamp__match_0011,Grand Finals [Bo7],1,Blizzard World,Crazy Raccoon,Twisted Minds,Twisted Minds,Crazy Raccoon,Twisted Minds Wins!,AO276
Pre-Season Bootcamp,Pre-Season Bootcamp__match_0011,Grand Finals [Bo7],2,Colosseo,Crazy Raccoon,Twisted Minds,Twisted Minds,Crazy Raccoon,Twisted Minds Wins!,BF276
Pre-Season Bootcamp,Pre-Season Bootcamp__match_0011,Grand Finals [Bo7],3,Shambali Monastery,Crazy Raccoon,Twisted Minds,Crazy Raccoon,Twisted Minds,Crazy Raccoon Wins!,BW276
Pre-Season Bootcamp,Pre-Season Bootcamp__match_0011,Grand Finals [Bo7],4,Esperança,Crazy Raccoon,Twisted Minds,Twisted Minds,Crazy Raccoon,Twisted Minds Wins!,CN276
Japan - Stage 1,Japan - Stage 1__match_0001,Round Robin [Bo5],0,Oasis,Please Not Hero Ban,Telomere,Please Not Hero Ban,Telomere,Please Not Hero Ban Wins!,X16
Japan - Stage 1,Japan - Stage 1__match_0001,Round Robin [Bo5],1,Watchpoint: Gibraltar,Please Not Hero Ban,Telomere,Please Not Hero Ban,Telomere,Please Not Hero Ban Wins!,AO16
Japan - Stage 1,Japan - Stage 1__match_0001,Round Robin [Bo5],2,Aatlis,Please Not Hero Ban,Telomere,Telomere,Please Not Hero Ban,Telomere Wins!,BF16
Japan - Stage 1,Japan - Stage 1__match_0001,Round Robin [Bo5],3,Blizzard World,Please Not Hero Ban,Telomere,Please Not Hero Ban,Telomere,Please Not Hero Ban Wins!,BW16
Japan - Stage 1,Japan - Stage 1__match_0002,Round Robin [Bo5],0,Oasis,ENTER FORCE.36,Nyam Gaming,ENTER FORCE.36,Nyam Gaming,ENTER FORCE.36 Wins!,X42
Japan - Stage 1,Japan - Stage 1__match_0002,Round Robin [Bo5],1,Aatlis,ENTER FORCE.36,Nyam Gaming,ENTER FORCE.36,Nyam Gaming,ENTER FORCE.36 Wins!,AO42
Japan - Stage 1,Japan - Stage 1__match_0002,Round Robin [Bo5],2,Midtown,ENTER FORCE.36,Nyam Gaming,ENTER FORCE.36,Nyam Gaming,ENTER FORCE.36 Wins!,BF42
Japan - Stage 1,Japan - Stage 1__match_0003,Round Robin [Bo5],0,Busan,TOKYO TAIYOs,VARREL,VARREL,TOKYO TAIYOs,VARREL Wins!,X68
Japan - Stage 1,Japan - Stage 1__match_0003,Round Robin [Bo5],1,Runasapi,TOKYO TAIYOs,VARREL,VARREL,TOKYO TAIYOs,VARREL Wins!,AO68
Japan - Stage 1,Japan - Stage 1__match_0003,Round Robin [Bo5],2,Watchpoint: Gibraltar,TOKYO TAIYOs,VARREL,VARREL,TOKYO TAIYOs,VARREL Wins!,BF68
Japan - Stage 1,Japan - Stage 1__match_0004,Round Robin [Bo5],0,Lijiang Tower,Lazuli,99DIVINE,99DIVINE,Lazuli,99DIVINE Wins!,X94
Japan - Stage 1,Japan - Stage 1__match_0004,Round Robin [Bo5],1,Esperança,Lazuli,99DIVINE,99DIVINE,Lazuli,99DIVINE Wins!,AO94
Japan - Stage 1,Japan - Stage 1__match_0004,Round Robin [Bo5],2,Watchpoint: Gibraltar,Lazuli,99DIVINE,99DIVINE,Lazuli,99DIVINE Wins!,BF94
Japan - Stage 1,Japan - Stage 1__match_0005,Round Robin [Bo5],0,Busan,Please Not Hero Ban,VARREL,VARREL,Please Not Hero Ban,VARREL Wins!,X120
Japan - Stage 1,Japan - Stage 1__match_0005,Round Robin [Bo5],1,Esperança,Please Not Hero Ban,VARREL,VARREL,Please Not Hero Ban,VARREL Wins!,AO120
Japan - Stage 1,Japan - Stage 1__match_0005,Round Robin [Bo5],2,Blizzard World,Please Not Hero Ban,VARREL,VARREL,Please Not Hero Ban,VARREL Wins!,BF120
Japan - Stage 1,Japan - Stage 1__match_0006,Round Robin [Bo5],0,Lijiang Tower,TOKYO TAIYOs,Nyam Gaming,Nyam Gaming,TOKYO TAIYOs,Nyam Gaming Wins!,X146
Japan - Stage 1,Japan - Stage 1__match_0006,Round Robin [Bo5],1,Havana,TOKYO TAIYOs,Nyam Gaming,Nyam Gaming,TOKYO TAIYOs,Nyam Gaming Wins!,AO146
Japan - Stage 1,Japan - Stage 1__match_0006,Round Robin [Bo5],2,Aatlis,TOKYO TAIYOs,Nyam Gaming,UNKNOWN,,TOKYO TAIYOsWins!,BF146
Japan - Stage 1,Japan - Stage 1__match_0006,Round Robin [Bo5],3,Numbani,TOKYO TAIYOs,Nyam Gaming,Nyam Gaming,TOKYO TAIYOs,Nyam Gaming Wins!,BW146
Japan - Stage 1,Japan - Stage 1__match_0007,Round Robin [Bo5],0,Busan,Please Not Hero Ban,Lazuli,Please Not Hero Ban,Lazuli,Please Not Hero Ban Wins!,X172
Japan - Stage 1,Japan - Stage 1__match_0007,Round Robin [Bo5],1,Runasapi,Please Not Hero Ban,Lazuli,Please Not Hero Ban,Lazuli,Please Not Hero Ban Wins!,AO172
Japan - Stage 1,Japan - Stage 1__match_0007,Round Robin [Bo5],2,Rialto,Please Not Hero Ban,Lazuli,Please Not Hero Ban,Lazuli,Please Not Hero Ban Wins!,BF172
Japan - Stage 1,Japan - Stage 1__match_0008,Round Robin [Bo5],0,Oasis,TOKYO TAIYOs,99DIVINE,99DIVINE,TOKYO TAIYOs,99DIVINE Wins!,X198
Japan - Stage 1,Japan - Stage 1__match_0008,Round Robin [Bo5],1,Esperança,TOKYO TAIYOs,99DIVINE,99DIVINE,TOKYO TAIYOs,99DIVINE Wins!,AO198
Japan - Stage 1,Japan - Stage 1__match_0008,Round Robin [Bo5],2,Blizzard World,TOKYO TAIYOs,99DIVINE,TOKYO TAIYOs,99DIVINE,TOKYO TAIYOs Wins!,BF198
Japan - Stage 1,Japan - Stage 1__match_0008,Round Robin [Bo5],3,Watchpoint: Gibraltar,TOKYO TAIYOs,99DIVINE,99DIVINE,TOKYO TAIYOs,99DIVINE Wins!,BW198
Japan - Stage 1,Japan - Stage 1__match_0009,Round Robin [Bo5],0,Lijiang Tower,VARREL,ENTER FORCE.36,VARREL,ENTER FORCE.36,VARREL Wins!,X224
Japan - Stage 1,Japan - Stage 1__match_0009,Round Robin [Bo5],1,Esperança,VARREL,ENTER FORCE.36,ENTER FORCE.36,VARREL,ENTER FORCE.36 Wins!,AO224
Japan - Stage 1,Japan - Stage 1__match_0009,Round Robin [Bo5],2,Rialto,VARREL,ENTER FORCE.36,VARREL,ENTER FORCE.36,VARREL Wins!,BF224
Japan - Stage 1,Japan - Stage 1__match_0009,Round Robin [Bo5],3,Numbani,VARREL,ENTER FORCE.36,VARREL,ENTER FORCE.36,VARREL Wins!,BW224
Japan - Stage 1,Japan - Stage 1__match_0010,Round Robin [Bo5],0,Lijiang Tower,Telomere,Lazuli,Lazuli,Telomere,Lazuli Wins!,X250
Japan - Stage 1,Japan - Stage 1__match_0010,Round Robin [Bo5],1,Numbani,Telomere,Lazuli,Lazuli,Telomere,Lazuli Wins!,AO250
Japan - Stage 1,Japan - Stage 1__match_0010,Round Robin [Bo5],2,Runasapi,Telomere,Lazuli,Lazuli,Telomere,Lazuli Wins!,BF250
Japan - Stage 1,Japan - Stage 1__match_0011,Round Robin [Bo5],0,Oasis,TOKYO TAIYOs,Please Not Hero Ban,Please Not Hero Ban,TOKYO TAIYOs,Please Not Hero Ban Wins!,X276
Japan - Stage 1,Japan - Stage 1__match_0011,Round Robin [Bo5],1,Suravasa,TOKYO TAIYOs,Please Not Hero Ban,TOKYO TAIYOs,Please Not Hero Ban,TOKYO TAIYOs Wins!,AO276
Japan - Stage 1,Japan - Stage 1__match_0011,Round Robin [Bo5],2,Blizzard World,TOKYO TAIYOs,Please Not Hero Ban,TOKYO TAIYOs,Please Not Hero Ban,TOKYO TAIYOs Wins!,BF276
Japan - Stage 1,Japan - Stage 1__match_0011,Round Robin [Bo5],3,Rialto,TOKYO TAIYOs,Please Not Hero Ban,Please Not Hero Ban,TOKYO TAIYOs,Please Not Hero Ban Wins!,BW276
Japan - Stage 1,Japan - Stage 1__match_0011,Round Robin [Bo5],4,Esperança,TOKYO TAIYOs,Please Not Hero Ban,Please Not Hero Ban,TOKYO TAIYOs,Please Not Hero Ban Wins!,CN276
Japan - Stage 1,Japan - Stage 1__match_0012,Round Robin [Bo5],0,Oasis,99DIVINE,ENTER FORCE.36,ENTER FORCE.36,99DIVINE,ENTER FORCE.36 Wins!,X302
Japan - Stage 1,Japan - Stage 1__match_0012,Round Robin [Bo5],1,Esperança,99DIVINE,ENTER FORCE.36,ENTER FORCE.36,99DIVINE,ENTER FORCE.36 Wins!,AO302
Japan - Stage 1,Japan - Stage 1__match_0012,Round Robin [Bo5],2,Watchpoint: Gibraltar,99DIVINE,ENTER FORCE.36,ENTER FORCE.36,99DIVINE,ENTER FORCE.36 Wins!,BF302
Japan - Stage 1,Japan - Stage 1__match_0013,Round Robin [Bo5],0,Busan,99DIVINE,Please Not Hero Ban,Please Not Hero Ban,99DIVINE,Please Not Hero Ban Wins!,X328
Japan - Stage 1,Japan - Stage 1__match_0013,Round Robin [Bo5],1,Rialto,99DIVINE,Please Not Hero Ban,99DIVINE,Please Not Hero Ban,99DIVINE Wins!,AO328
Japan - Stage 1,Japan - Stage 1__match_0013,Round Robin [Bo5],2,Esperança,99DIVINE,Please Not Hero Ban,Please Not Hero Ban,99DIVINE,Please Not Hero Ban Wins!,BF328
Japan - Stage 1,Japan - Stage 1__match_0013,Round Robin [Bo5],3,Midtown,99DIVINE,Please Not Hero Ban,Please Not Hero Ban,99DIVINE,Please Not Hero Ban Wins!,BW328
Japan - Stage 1,Japan - Stage 1__match_0014,Round Robin [Bo5],0,Lijiang Tower,Telomere,ENTER FORCE.36,ENTER FORCE.36,Telomere,ENTER FORCE.36 Wins!,X354
Japan - Stage 1,Japan - Stage 1__match_0014,Round Robin [Bo5],1,Aatlis,Telomere,ENTER FORCE.36,ENTER FORCE.36,Telomere,ENTER FORCE.36 Wins!,AO354
Japan - Stage 1,Japan - Stage 1__match_0014,Round Robin [Bo5],2,Blizzard World,Telomere,ENTER FORCE.36,ENTER FORCE.36,Telomere,ENTER FORCE.36 Wins!,BF354
Japan - Stage 1,Japan - Stage 1__match_0015,Round Robin [Bo5],0,Busan,VARREL,Nyam Gaming,VARREL,Nyam Gaming,VARREL Wins!,X380
Japan - Stage 1,Japan - Stage 1__match_0015,Round Robin [Bo5],1,Aatlis,VARREL,Nyam Gaming,VARREL,Nyam Gaming,VARREL Wins!,AO380
Japan - Stage 1,Japan - Stage 1__match_0015,Round Robin [Bo5],2,Havana,VARREL,Nyam Gaming,VARREL,Nyam Gaming,VARREL Wins!,BF380
Japan - Stage 1,Japan - Stage 1__match_0016,Round Robin [Bo5],0,Oasis,VARREL,Lazuli,VARREL,Lazuli,VARREL Wins!,X406
Japan - Stage 1,Japan - Stage 1__match_0016,Round Robin [Bo5],1,Numbani,VARREL,Lazuli,VARREL,Lazuli,VARREL Wins!,AO406
Japan - Stage 1,Japan - Stage 1__match_0016,Round Robin [Bo5],2,Havana,VARREL,Lazuli,VARREL,Lazuli,VARREL Wins!,BF406
Japan - Stage 1,Japan - Stage 1__match_0017,Round Robin [Bo5],0,Busan,Telomere,Nyam Gaming,Nyam Gaming,Telomere,Nyam Gaming Wins!,X432
Japan - Stage 1,Japan - Stage 1__match_0017,Round Robin [Bo5],1,Watchpoint: Gibraltar,Telomere,Nyam Gaming,Nyam Gaming,Telomere,Nyam Gaming Wins!,AO432
Japan - Stage 1,Japan - Stage 1__match_0017,Round Robin [Bo5],2,Aatlis,Telomere,Nyam Gaming,Telomere,Nyam Gaming,Telomere Wins!,BF432
Japan - Stage 1,Japan - Stage 1__match_0017,Round Robin [Bo5],3,Numbani,Telomere,Nyam Gaming,Nyam Gaming,Telomere,Nyam Gaming Wins!,BW432
Japan - Stage 1,Japan - Stage 1__match_0018,Round Robin [Bo5],0,Lijiang Tower,ENTER FORCE.36,TOKYO TAIYOs,TAKYO TA1YOs,,TAKYO TA1YOs Wins!,X458
Japan - Stage 1,Japan - Stage 1__match_0018,Round Robin [Bo5],1,Esperança,ENTER FORCE.36,TOKYO TAIYOs,TAKYO TA1YOs,,TAKYO TA1YOs Wins!,AO458
Japan - Stage 1,Japan - Stage 1__match_0018,Round Robin [Bo5],2,Watchpoint: Gibraltar,ENTER FORCE.36,TOKYO TAIYOs,ENTER FORCE.36,TOKYO TAIYOs,ENTER FORCE.36 Wins!,BF458
Japan - Stage 1,Japan - Stage 1__match_0018,Round Robin [Bo5],3,Blizzard World,ENTER FORCE.36,TOKYO TAIYOs,ENTER FORCE.36,TOKYO TAIYOs,ENTER FORCE.36 Wins!,BW458
Japan - Stage 1,Japan - Stage 1__match_0018,Round Robin [Bo5],4,Suravasa,ENTER FORCE.36,TOKYO TAIYOs,TAKYO TA1YOs,,TAKYO TA1YOs Wins!,CN458
Japan - Stage 1,Japan - Stage 1__match_0019,Round Robin [Bo5],0,Lijiang Tower,99DIVINE,Nyam Gaming,Nyam Gaming,99DIVINE,Nyam Gaming Wins!,X484
Japan - Stage 1,Japan - Stage 1__match_0019,Round Robin [Bo5],1,Blizzard World,99DIVINE,Nyam Gaming,99DIVINE,Nyam Gaming,99DIVINE Wins!,AO484
Japan - Stage 1,Japan - Stage 1__match_0019,Round Robin [Bo5],2,Suravasa,99DIVINE,Nyam Gaming,99DIVINE,Nyam Gaming,99DIVINE Wins!,BF484
Japan - Stage 1,Japan - Stage 1__match_0019,Round Robin [Bo5],3,Rialto,99DIVINE,Nyam Gaming,99DIVINE,Nyam Gaming,99DIVINE Wins!,BW484
Japan - Stage 1,Japan - Stage 1__match_0020,Round Robin [Bo5],0,Busan,VARREL,Telomere,VARREL,Telomere,VARREL Wins!,X510
Japan - Stage 1,Japan - Stage 1__match_0020,Round Robin [Bo5],1,Rialto,VARREL,Telomere,VARREL,Telomere,VARREL Wins!,AO510
Japan - Stage 1,Japan - Stage 1__match_0020,Round Robin [Bo5],2,Runasapi,VARREL,Telomere,VARREL,Telomere,VARREL Wins!,BF510
Japan - Stage 1,Japan - Stage 1__match_0021,Round Robin [Bo5],0,Oasis,Lazuli,ENTER FORCE.36,ENTER FORCE.36,Lazuli,ENTER FORCE.36 Wins!,X536
Japan - Stage 1,Japan - Stage 1__match_0021,Round Robin [Bo5],1,Runasapi,Lazuli,ENTER FORCE.36,ENTER FORCE.36,Lazuli,ENTER FORCE.36 Wins!,AO536
Japan - Stage 1,Japan - Stage 1__match_0021,Round Robin [Bo5],2,Havana,Lazuli,ENTER FORCE.36,ENTER FORCE.36,Lazuli,ENTER FORCE.36 Wins!,BF536
Japan - Stage 1,Japan - Stage 1__match_0022,Round Robin [Bo5],0,Oasis,Please Not Hero Ban,Nyam Gaming,Please Not Hero Ban,Nyam Gaming,Please Not Hero Ban Wins!,X562
Japan - Stage 1,Japan - Stage 1__match_0022,Round Robin [Bo5],1,Aatlis,Please Not Hero Ban,Nyam Gaming,Please Not Hero Ban,Nyam Gaming,Please Not Hero Ban Wins!,AO562
Japan - Stage 1,Japan - Stage 1__match_0022,Round Robin [Bo5],2,Rialto,Please Not Hero Ban,Nyam Gaming,Please Not Hero Ban,Nyam Gaming,Please Not Hero Ban Wins!,BF562
Japan - Stage 1,Japan - Stage 1__match_0023,Round Robin [Bo5],0,Lijiang Tower,Lazuli,TOKYO TAIYOs,Lazuli,TOKYO TAIYOs,Lazuli Wins!,X588
Japan - Stage 1,Japan - Stage 1__match_0023,Round Robin [Bo5],1,Suravasa,Lazuli,TOKYO TAIYOs,TAKYO TA1YOs,,TAKYO TA1YOs Wins!,AO588
Japan - Stage 1,Japan - Stage 1__match_0023,Round Robin [Bo5],2,Watchpoint: Gibraltar,Lazuli,TOKYO TAIYOs,TAKYO TA1YOs,,TAKYO TA1YOs Wins!,BF588
Japan - Stage 1,Japan - Stage 1__match_0023,Round Robin [Bo5],3,Numbani,Lazuli,TOKYO TAIYOs,TAKYO TA1YOs,,TAKYO TA1YOs Wins!,BW588
Japan - Stage 1,Japan - Stage 1__match_0024,Round Robin [Bo5],0,Busan,99DIVINE,Telomere,Telomere,99DIVINE,Telomere Wins!,X614
Japan - Stage 1,Japan - Stage 1__match_0024,Round Robin [Bo5],1,Rialto,99DIVINE,Telomere,99DIVINE,Telomere,99DIVINE Wins!,AO614
Japan - Stage 1,Japan - Stage 1__match_0024,Round Robin [Bo5],2,Aatlis,99DIVINE,Telomere,99DIVINE,Telomere,99DIVINE Wins!,BF614
Japan - Stage 1,Japan - Stage 1__match_0024,Round Robin [Bo5],3,Numbani,99DIVINE,Telomere,99DIVINE,Telomere,99DIVINE Wins!,BW614
Japan - Stage 1,Japan - Stage 1__match_0025,Round Robin [Bo5],0,Lijiang Tower,Please Not Hero Ban,ENTER FORCE.36,ENTER FORCE.36,Please Not Hero Ban,ENTER FORCE.36 Wins!,X640
Japan - Stage 1,Japan - Stage 1__match_0025,Round Robin [Bo5],1,Esperança,Please Not Hero Ban,ENTER FORCE.36,ENTER FORCE.36,Please Not Hero Ban,ENTER FORCE.36 Wins!,AO640
Japan - Stage 1,Japan - Stage 1__match_0025,Round Robin [Bo5],2,Blizzard World,Please Not Hero Ban,ENTER FORCE.36,ENTER FORCE.36,Please Not Hero Ban,ENTER FORCE.36 Wins!,BF640
Japan - Stage 1,Japan - Stage 1__match_0026,Round Robin [Bo5],0,Oasis,Lazuli,Nyam Gaming,Nyam Gaming,Lazuli,Nyam Gaming Wins!,X666
Japan - Stage 1,Japan - Stage 1__match_0026,Round Robin [Bo5],1,Suravasa,Lazuli,Nyam Gaming,Lazuli,Nyam Gaming,Lazuli Wins!,AO666
Japan - Stage 1,Japan - Stage 1__match_0026,Round Robin [Bo5],2,Watchpoint: Gibraltar,Lazuli,Nyam Gaming,Nyam Gaming,Lazuli,Nyam Gaming Wins!,BF666
Japan - Stage 1,Japan - Stage 1__match_0026,Round Robin [Bo5],3,Blizzard World,Lazuli,Nyam Gaming,Lazuli,Nyam Gaming,Lazuli Wins!,BW666
Japan - Stage 1,Japan - Stage 1__match_0026,Round Robin [Bo5],4,Esperança,Lazuli,Nyam Gaming,Lazuli,Nyam Gaming,Lazuli Wins!,CN666
Japan - Stage 1,Japan - Stage 1__match_0027,Round Robin [Bo5],0,Busan,VARREL,99DIVINE,VARREL,99DIVINE,VARREL Wins!,X692
Japan - Stage 1,Japan - Stage 1__match_0027,Round Robin [Bo5],1,Rialto,VARREL,99DIVINE,VARREL,99DIVINE,VARREL Wins!,AO692
Japan - Stage 1,Japan - Stage 1__match_0027,Round Robin [Bo5],2,Aatlis,VARREL,99DIVINE,VARREL,99DIVINE,VARREL Wins!,BF692
Japan - Stage 1,Japan - Stage 1__match_0028,Round Robin [Bo5],0,Lijiang Tower,TOKYO TAIYOs,Telomere,TAKYO TA1YOs,,TAKYO TA1YOs Wins!,X718
Japan - Stage 1,Japan - Stage 1__match_0028,Round Robin [Bo5],1,Blizzard World,TOKYO TAIYOs,Telomere,TAKYO TA1YOs,,TAKYO TA1YOs Wins!,AO718
Japan - Stage 1,Japan - Stage 1__match_0028,Round Robin [Bo5],2,Aatlis,TOKYO TAIYOs,Telomere,TAKYO TA1YOs,,TAKYO TA1YOs Wins!,BF718
Japan - Stage 1,Japan - Stage 1__match_0029,Semifinals [Bo7],0,Lijiang Tower,ENTER FORCE.36,Please Not Hero Ban,ENTER FORCE.36,Please Not Hero Ban,ENTER FORCE.36 Wins!,X744
