team_name,hero_name,matches_played,wins,losses,win_rate
ZETA DIVISION,Zenyatta,1,1,0,1.0
ZETA DIVISION,Lifeweaver,1,1,0,1.0
ZETA DIVISION,Ashe,1,1,0,1.0
ZETA DIVISION,Ana,22,20,2,0.9091
ZETA DIVISION,Jetpack Cat,16,14,2,0.875
ZETA DIVISION,Mei,8,7,1,0.875
ZETA DIVISION,Illari,15,13,2,0.8667
ZETA DIVISION,Juno,14,12,2,0.8571
ZETA DIVISION,Pharah,7,6,1,0.8571
ZETA DIVISION,Genji,7,6,1,0.8571
ZETA DIVISION,Bastion,7,6,1,0.8571
ZETA DIVISION,Emre,19,16,3,0.8421
ZETA DIVISION,Cassidy,11,9,2,0.8182
ZETA DIVISION,Zarya,11,9,2,0.8182
ZETA DIVISION,Wrecking Ball,11,9,2,0.8182
ZETA DIVISION,Sojourn,15,12,3,0.8
ZETA DIVISION,Winston,9,7,2,0.7778
ZETA DIVISION,Tracer,30,23,7,0.7667
ZETA DIVISION,Symmetra,24,18,6,0.75
ZETA DIVISION,Sombra,4,3,1,0.75
ZETA DIVISION,Echo,7,5,2,0.7143
ZETA DIVISION,Kiriko,16,11,5,0.6875
ZETA DIVISION,D.Va,15,10,5,0.6667
ZETA DIVISION,Orisa,6,4,2,0.6667
ZETA DIVISION,Baptiste,6,4,2,0.6667
ZETA DIVISION,Sigma,3,2,1,0.6667
ZETA DIVISION,Lúcio,14,9,5,0.6429
ZETA DIVISION,Vendetta,8,5,3,0.625
ZETA DIVISION,Venture,5,3,2,0.6
ZETA DIVISION,Brigitte,7,3,4,0.4286
ZETA DIVISION,Ramattra,3,1,2,0.3333
