team_name,hero_name,role,usage_count,pick_count,pick_rate
The Gatos Guapos,Ana,Support,5,5,0.1111
The Gatos Guapos,Illari,Support,5,5,0.1111
The Gatos Guapos,Ramattra,Tank,3,3,0.1111
The Gatos Guapos,Jetpack Cat,Support,4,4,0.0889
The Gatos Guapos,Anran,DPS,5,5,0.0877
The Gatos Guapos,Reinhardt,Tank,2,2,0.0741
The Gatos Guapos,Doomfist,Tank,2,2,0.0741
The Gatos Guapos,Sojourn,DPS,4,4,0.0702
The Gatos Guapos,Cassidy,DPS,3,3,0.0526
The Gatos Guapos,Brigitte,Support,2,2,0.0444
The Gatos Guapos,Mauga,Tank,1,1,0.037
The Gatos Guapos,Widowmaker,DPS,2,2,0.0351
The Gatos Guapos,Pharah,DPS,2,2,0.0351
The Gatos Guapos,Mizuki,Support,1,1,0.0222
The Gatos Guapos,Hanzo,DPS,1,1,0.0175
The Gatos Guapos,Venture,DPS,1,1,0.0175
The Gatos Guapos,Reaper,DPS,1,1,0.0175
The Gatos Guapos,Genji,DPS,1,1,0.0175
The Gatos Guapos,Bastion,DPS,1,1,0.0175
The Gatos Guapos,Soldier: 76,DPS,1,1,0.0175
Twisted Minds,Zarya,Tank,19,19,0.3878
Twisted Minds,D.Va,Tank,17,17,0.3469
Twisted Minds,Kiriko,Support,29,29,0.2788
Twisted Minds,Lúcio,Support,29,28,0.2692
Twisted Minds,Emre,DPS,28,28,0.2667
Twisted Minds,Juno,Support,24,23,0.2212
Twisted Minds,Tracer,DPS,25,23,0.219
Twisted Minds,Vendetta,DPS,17,17,0.1619
Twisted Minds,Sojourn,DPS,11,11,0.1048
Twisted Minds,Domina,Tank,5,5,0.102
Twisted Minds,Pharah,DPS,7,7,0.0667
Twisted Minds,Widowmaker,DPS,8,7,0.0667
Twisted Minds,Wrecking Ball,Tank,2,2,0.0408
Twisted Minds,Sigma,Tank,2,2,0.0408
Twisted Minds,Jetpack Cat,Support,4,4,0.0385
Twisted Minds,Brigitte,Support,4,4,0.0385
Twisted Minds,Mizuki,Support,3,3,0.0288
Twisted Minds,Ana,Support,3,3,0.0288
Twisted Minds,Illari,Support,3,3,0.0288
Twisted Minds,Anran,DPS,3,3,0.0286
Twisted Minds,Symmetra,DPS,3,3,0.0286
Twisted Minds,Orisa,Tank,1,1,0.0204
Twisted Minds,Ramattra,Tank,1,1,0.0204
Twisted Minds,Mauga,Tank,1,1,0.0204
Twisted Minds,Hazard,Tank,1,1,0.0204
Twisted Minds,Wuyang,Support,2,2,0.0192
Twisted Minds,Mercy,Support,2,2,0.0192
Twisted Minds,Baptiste,Support,2,2,0.0192
Twisted Minds,Genji,DPS,2,2,0.019
Twisted Minds,Zenyatta,Support,1,1,0.0096
Twisted Minds,Cassidy,DPS,1,1,0.0095
Twisted Minds,Sombra,DPS,1,1,0.0095
Twisted Minds,Echo,DPS,1,1,0.0095
Twisted Minds,Hanzo,DPS,1,1,0.0095
VARREL,D.Va,Tank,20,20,0.3279
VARREL,Emre,DPS,27,27,0.2348
VARREL,Hazard,Tank,13,13,0.2131
VARREL,Jetpack Cat,Support,19,18,0.2045
VARREL,Kiriko,Support,18,18,0.2045
VARREL,Wuyang,Support,14,14,0.1591
VARREL,Tracer,DPS,19,18,0.1565
VARREL,Symmetra,DPS,18,18,0.1565
VARREL,Ana,Support,13,13,0.1477
VARREL,Vendetta,DPS,16,16,0.1391
VARREL,Illari,Support,11,11,0.125
VARREL,Zarya,Tank,7,7,0.1148
VARREL,Orisa,Tank,7,7,0.1148
VARREL,Ramattra,Tank,4,4,0.0656
VARREL,Echo,DPS,7,7,0.0609
VARREL,Baptiste,Support,5,5,0.0568
VARREL,Cassidy,DPS,6,6,0.0522
VARREL,Winston,Tank,3,3,0.0492
VARREL,Wrecking Ball,Tank,3,3,0.0492
VARREL,Sojourn,DPS,5,5,0.0435
VARREL,Brigitte,Support,3,3,0.0341
VARREL,Juno,Support,4,3,0.0341
VARREL,Domina,Tank,2,2,0.0328
VARREL,Sigma,Tank,2,2,0.0328
VARREL,Widowmaker,DPS,3,3,0.0261
VARREL,Mizuki,Support,2,2,0.0227
VARREL,Freja,DPS,2,2,0.0174
VARREL,Anran,DPS,2,2,0.0174
VARREL,Venture,DPS,2,2,0.0174
VARREL,Bastion,DPS,2,2,0.0174
VARREL,Genji,DPS,2,2,0.0174
VARREL,Pharah,DPS,2,2,0.0174
VARREL,Lúcio,Support,1,1,0.0114
VARREL,Ashe,DPS,1,1,0.0087
VARREL,Mei,DPS,1,1,0.0087
VARREL,Hanzo,DPS,1,1,0.0087
Virtus.pro,Zarya,Tank,25,25,0.3968
Virtus.pro,Kiriko,Support,31,31,0.3069
Virtus.pro,Lúcio,Support,28,28,0.2772
Virtus.pro,Emre,DPS,34,34,0.2764
Virtus.pro,Tracer,DPS,28,27,0.2195
Virtus.pro,D.Va,Tank,13,13,0.2063
Virtus.pro,Vendetta,DPS,20,20,0.1626
Virtus.pro,Domina,Tank,7,7,0.1111
Virtus.pro,Juno,Support,11,11,0.1089
Virtus.pro,Brigitte,Support,11,11,0.1089
Virtus.pro,Jetpack Cat,Support,10,10,0.099
Virtus.pro,Doomfist,Tank,5,5,0.0794
Virtus.pro,Symmetra,DPS,9,9,0.0732
Virtus.pro,Widowmaker,DPS,9,9,0.0732
Virtus.pro,Hazard,Tank,4,4,0.0635
Virtus.pro,Mauga,Tank,4,4,0.0635
Virtus.pro,Pharah,DPS,7,7,0.0569
Virtus.pro,Sojourn,DPS,6,6,0.0488
Virtus.pro,Wrecking Ball,Tank,3,3,0.0476
Virtus.pro,Cassidy,DPS,4,4,0.0325
Virtus.pro,Baptiste,Support,3,3,0.0297
Virtus.pro,Echo,DPS,3,3,0.0244
Virtus.pro,Mizuki,Support,2,2,0.0198
Virtus.pro,Anran,DPS,2,2,0.0163
Virtus.pro,Reinhardt,Tank,1,1,0.0159
Virtus.pro,Ramattra,Tank,1,1,0.0159
Virtus.pro,Zenyatta,Support,1,1,0.0099
Virtus.pro,Illari,Support,1,1,0.0099
Virtus.pro,Wuyang,Support,1,1,0.0099
Virtus.pro,Mercy,Support,1,1,0.0099
Virtus.pro,Ana,Support,1,1,0.0099
Virtus.pro,Hanzo,DPS,1,1,0.0081
Virtus.pro,Bastion,DPS,1,1,0.0081
Weibo Gaming,Zarya,Tank,16,16,0.25
Weibo Gaming,Kiriko,Support,35,32,0.2424
Weibo Gaming,Lúcio,Support,27,25,0.1894
Weibo Gaming,Mauga,Tank,11,11,0.1719
Weibo Gaming,Emre,DPS,22,22,0.1549
Weibo Gaming,Symmetra,DPS,22,21,0.1479
Weibo Gaming,Jetpack Cat,Support,19,19,0.1439
Weibo Gaming,D.Va,Tank,9,9,0.1406
Weibo Gaming,Sojourn,DPS,19,19,0.1338
Weibo Gaming,Tracer,DPS,20,19,0.1338
Weibo Gaming,Hazard,Tank,8,8,0.125
Weibo Gaming,Ana,Support,15,15,0.1136
Weibo Gaming,Juno,Support,14,14,0.1061
Weibo Gaming,Vendetta,DPS,14,14,0.0986
Weibo Gaming,Winston,Tank,6,6,0.0938
Weibo Gaming,Pharah,DPS,10,10,0.0704
Weibo Gaming,Bastion,DPS,10,10,0.0704
Weibo Gaming,Sigma,Tank,4,4,0.0625
Weibo Gaming,Brigitte,Support,8,8,0.0606
Weibo Gaming,Illari,Support,7,7,0.053
Weibo Gaming,Doomfist,Tank,3,3,0.0469
Weibo Gaming,Baptiste,Support,6,6,0.0455
Weibo Gaming,Domina,Tank,2,2,0.0312
Weibo Gaming,Orisa,Tank,2,2,0.0312
Weibo Gaming,Ramattra,Tank,2,2,0.0312
Weibo Gaming,Wuyang,Support,4,4,0.0303
Weibo Gaming,Widowmaker,DPS,4,4,0.0282
Weibo Gaming,Sierra,DPS,4,4,0.0282
Weibo Gaming,Venture,DPS,3,3,0.0211
Weibo Gaming,Genji,DPS,3,3,0.0211
Weibo Gaming,Reaper,DPS,3,3,0.0211
Weibo Gaming,Wrecking Ball,Tank,1,1,0.0156
Weibo Gaming,Anran,DPS,2,2,0.0141
Weibo Gaming,Mei,DPS,2,2,0.0141
Weibo Gaming,Cassidy,DPS,2,2,0.0141
Weibo Gaming,Mizuki,Support,1,1,0.0076
Weibo Gaming,Mercy,Support,1,1,0.0076
Weibo Gaming,Ashe,DPS,1,1,0.007
Weibo Gaming,Freja,DPS,1,1,0.007
Weibo Gaming,Hanzo,DPS,1,1,0.007
Weibo Gaming,Echo,DPS,1,1,0.007
ZAN Esports,Kiriko,Support,27,27,0.3034
ZAN Esports,Lúcio,Support,26,26,0.2921
ZAN Esports,D.Va,Tank,15,15,0.2381
ZAN Esports,Zarya,Tank,12,12,0.1905
ZAN Esports,Doomfist,Tank,11,11,0.1746
ZAN Esports,Vendetta,DPS,17,17,0.1619
ZAN Esports,Juno,Support,14,14,0.1573
ZAN Esports,Sojourn,DPS,16,16,0.1524
ZAN Esports,Emre,DPS,16,16,0.1524
ZAN Esports,Tracer,DPS,15,15,0.1429
ZAN Esports,Hazard,Tank,9,9,0.1429
ZAN Esports,Symmetra,DPS,13,12,0.1143
ZAN Esports,Wrecking Ball,Tank,5,5,0.0794
ZAN Esports,Ana,Support,6,6,0.0674
ZAN Esports,Bastion,DPS,7,7,0.0667
ZAN Esports,Pharah,DPS,6,6,0.0571
ZAN Esports,Brigitte,Support,5,5,0.0562
ZAN Esports,Jetpack Cat,Support,5,5,0.0562
ZAN Esports,Orisa,Tank,3,3,0.0476
ZAN Esports,Ramattra,Tank,2,2,0.0317
ZAN Esports,Winston,Tank,2,2,0.0317
ZAN Esports,Sigma,Tank,2,2,0.0317
ZAN Esports,Genji,DPS,3,3,0.0286
ZAN Esports,Cassidy,DPS,3,3,0.0286
ZAN Esports,Mei,DPS,3,3,0.0286
ZAN Esports,Widowmaker,DPS,3,3,0.0286
ZAN Esports,Lifeweaver,Support,2,2,0.0225
ZAN Esports,Illari,Support,2,2,0.0225
ZAN Esports,Venture,DPS,2,2,0.019
ZAN Esports,Reinhardt,Tank,1,1,0.0159
ZAN Esports,Mauga,Tank,1,1,0.0159
ZAN Esports,Wuyang,Support,1,1,0.0112
ZAN Esports,Baptiste,Support,1,1,0.0112
ZAN Esports,Echo,DPS,1,1,0.0095
ZAN Esports,Anran,DPS,1,1,0.0095
ZETA DIVISION,D.Va,Tank,15,15,0.2113
ZETA DIVISION,Ana,Support,22,22,0.1947
ZETA DIVISION,Tracer,DPS,31,30,0.1818
ZETA DIVISION,Zarya,Tank,11,11,0.1549
ZETA DIVISION,Wrecking Ball,Tank,11,11,0.1549
ZETA DIVISION,Symmetra,DPS,26,24,0.1455
ZETA DIVISION,Kiriko,Support,16,16,0.1416
ZETA DIVISION,Jetpack Cat,Support,16,16,0.1416
ZETA DIVISION,Illari,Support,15,15,0.1327
ZETA DIVISION,Winston,Tank,9,9,0.1268
ZETA DIVISION,Lúcio,Support,15,14,0.1239
ZETA DIVISION,Juno,Support,14,14,0.1239
ZETA DIVISION,Emre,DPS,19,19,0.1152
ZETA DIVISION,Sojourn,DPS,16,15,0.0909
ZETA DIVISION,Orisa,Tank,6,6,0.0845
ZETA DIVISION,Doomfist,Tank,5,5,0.0704
ZETA DIVISION,Mauga,Tank,5,5,0.0704
ZETA DIVISION,Cassidy,DPS,12,11,0.0667
ZETA DIVISION,Brigitte,Support,7,7,0.0619
ZETA DIVISION,Baptiste,Support,6,6,0.0531
ZETA DIVISION,Vendetta,DPS,8,8,0.0485
ZETA DIVISION,Mei,DPS,10,8,0.0485
ZETA DIVISION,Pharah,DPS,7,7,0.0424
ZETA DIVISION,Echo,DPS,7,7,0.0424
ZETA DIVISION,Genji,DPS,7,7,0.0424
ZETA DIVISION,Bastion,DPS,8,7,0.0424
ZETA DIVISION,Sigma,Tank,3,3,0.0423
ZETA DIVISION,Ramattra,Tank,3,3,0.0423
ZETA DIVISION,Widowmaker,DPS,7,6,0.0364
ZETA DIVISION,Venture,DPS,5,5,0.0303
ZETA DIVISION,Domina,Tank,2,2,0.0282
ZETA DIVISION,Sombra,DPS,4,4,0.0242
ZETA DIVISION,Reaper,DPS,3,3,0.0182
ZETA DIVISION,Hazard,Tank,1,1,0.0141
ZETA DIVISION,Sierra,DPS,2,2,0.0121
ZETA DIVISION,Wuyang,Support,1,1,0.0088
ZETA DIVISION,Zenyatta,Support,1,1,0.0088
ZETA DIVISION,Lifeweaver,Support,1,1,0.0088
ZETA DIVISION,Hanzo,DPS,1,1,0.0061
ZETA DIVISION,Ashe,DPS,1,1,0.0061
