tournament_sheet,map_name,team_name,player_name,position,hero_name,pick_count,total_scope_picks,pick_rate
China - Stage 1,Esperança,Homie E,Unkn0w,Support,Lúcio,2,2,1.0
China - Stage 1,Esperança,Homie E,fari,DPS,Sojourn,2,2,1.0
China - Stage 1,Esperança,JD Gaming,Belosrea,Tank,Hazard,3,7,0.4286
China - Stage 1,Esperança,JD Gaming,Belosrea,Tank,Winston,2,7,0.2857
China - Stage 1,Esperança,JD Gaming,Belosrea,Tank,D.Va,1,7,0.1429
China - Stage 1,Esperança,JD Gaming,Belosrea,Tank,Doomfist,1,7,0.1429
China - Stage 1,Esperança,JD Gaming,Kaneki,DPS,Tracer,3,5,0.6
China - Stage 1,Esperança,JD Gaming,Kaneki,DPS,Vendetta,1,5,0.2
China - Stage 1,Esperança,JD Gaming,Kaneki,DPS,Pharah,1,5,0.2
China - Stage 1,Esperança,JD Gaming,MewTwo,Support,Lúcio,2,4,0.5
China - Stage 1,Esperança,JD Gaming,MewTwo,Support,Juno,1,4,0.25
China - Stage 1,Esperança,JD Gaming,MewTwo,Support,Brigitte,1,4,0.25
China - Stage 1,Esperança,JD Gaming,Mmonk,Support,Kiriko,3,4,0.75
China - Stage 1,Esperança,JD Gaming,Mmonk,Support,Ana,1,4,0.25
China - Stage 1,Esperança,JD Gaming,Pineapple,DPS,Emre,3,5,0.6
China - Stage 1,Esperança,JD Gaming,Pineapple,DPS,Sojourn,1,5,0.2
China - Stage 1,Esperança,JD Gaming,Pineapple,DPS,Genji,1,5,0.2
China - Stage 1,Esperança,Milk Tea,Diya,DPS,Emre,1,1,1.0
China - Stage 1,Esperança,Milk Tea,Diya,Support,Kiriko,6,11,0.5455
China - Stage 1,Esperança,Milk Tea,Diya,Support,Juno,4,11,0.3636
China - Stage 1,Esperança,Milk Tea,Diya,Support,Baptiste,1,11,0.0909
China - Stage 1,Esperança,Milk Tea,Eileen,DPS,Mei,3,9,0.3333
China - Stage 1,Esperança,Milk Tea,Eileen,DPS,Vendetta,2,9,0.2222
China - Stage 1,Esperança,Milk Tea,Eileen,DPS,Cassidy,1,9,0.1111
China - Stage 1,Esperança,Milk Tea,Eileen,DPS,Bastion,1,9,0.1111
China - Stage 1,Esperança,Milk Tea,Eileen,DPS,Sojourn,1,9,0.1111
China - Stage 1,Esperança,Milk Tea,Eileen,DPS,Symmetra,1,9,0.1111
China - Stage 1,Esperança,Milk Tea,Hypnos,Support,Lúcio,2,8,0.25
China - Stage 1,Esperança,Milk Tea,Hypnos,Support,Brigitte,2,8,0.25
China - Stage 1,Esperança,Milk Tea,Hypnos,Support,Juno,2,8,0.25
China - Stage 1,Esperança,Milk Tea,Hypnos,Support,Jetpack Cat,1,8,0.125
China - Stage 1,Esperança,Milk Tea,Hypnos,Support,Kiriko,1,8,0.125
China - Stage 1,Esperança,Milk Tea,TCC,Support,Lúcio,3,3,1.0
China - Stage 1,Esperança,Milk Tea,Taimouren,DPS,Cassidy,3,8,0.375
China - Stage 1,Esperança,Milk Tea,Taimouren,DPS,Emre,2,8,0.25
China - Stage 1,Esperança,Milk Tea,Taimouren,DPS,Sojourn,1,8,0.125
China - Stage 1,Esperança,Milk Tea,Taimouren,DPS,Tracer,1,8,0.125
China - Stage 1,Esperança,Milk Tea,Taimouren,DPS,Symmetra,1,8,0.125
China - Stage 1,Esperança,Milk Tea,feiyang,Tank,Ramattra,3,10,0.3
China - Stage 1,Esperança,Milk Tea,feiyang,Tank,Zarya,2,10,0.2
China - Stage 1,Esperança,Milk Tea,feiyang,Tank,Sigma,2,10,0.2
China - Stage 1,Esperança,Milk Tea,feiyang,Tank,Orisa,2,10,0.2
China - Stage 1,Esperança,Milk Tea,feiyang,Tank,D.Va,1,10,0.1
China - Stage 1,Esperança,Naive Piggy,Coldj,Support,Lúcio,4,9,0.4444
China - Stage 1,Esperança,Naive Piggy,Coldj,Support,Brigitte,4,9,0.4444
China - Stage 1,Esperança,Naive Piggy,Coldj,Support,Kiriko,1,9,0.1111
China - Stage 1,Esperança,Naive Piggy,JAYA,DPS,Symmetra,4,12,0.3333
China - Stage 1,Esperança,Naive Piggy,JAYA,DPS,Vendetta,3,12,0.25
China - Stage 1,Esperança,Naive Piggy,JAYA,DPS,Tracer,3,12,0.25
China - Stage 1,Esperança,Naive Piggy,JAYA,DPS,Pharah,2,12,0.1667
China - Stage 1,Esperança,Naive Piggy,Lateyoung,Tank,D.Va,4,7,0.5714
China - Stage 1,Esperança,Naive Piggy,Lateyoung,Tank,Orisa,3,7,0.4286
China - Stage 1,Esperança,Naive Piggy,sara,Support,Juno,5,9,0.5556
China - Stage 1,Esperança,Naive Piggy,sara,Support,Kiriko,4,9,0.4444
China - Stage 1,Esperança,Naive Piggy,wh4le,DPS,Sojourn,5,10,0.5
China - Stage 1,Esperança,Naive Piggy,wh4le,DPS,Emre,3,10,0.3
China - Stage 1,Esperança,Naive Piggy,wh4le,DPS,Cassidy,2,10,0.2
China - Stage 1,Esperança,SV,A1WAYS,Support,Lúcio,2,2,1.0
China - Stage 1,Esperança,SV,BABAYAGA,DPS,Tracer,2,4,0.5
China - Stage 1,Esperança,SV,BABAYAGA,DPS,Mei,1,4,0.25
China - Stage 1,Esperança,SV,BABAYAGA,DPS,Pharah,1,4,0.25
China - Stage 1,Esperança,SV,Littlemoon,DPS,Sojourn,2,4,0.5
China - Stage 1,Esperança,SV,Littlemoon,DPS,Emre,2,4,0.5
China - Stage 1,Esperança,SV,Noy,Support,Kiriko,2,2,1.0
China - Stage 1,Esperança,SV,prot3ct,Tank,Zarya,2,3,0.6667
China - Stage 1,Esperança,SV,prot3ct,Tank,Mei,1,3,0.3333
China - Stage 1,Esperança,Weibo Gaming,Leave,DPS,Vendetta,2,4,0.5
China - Stage 1,Esperança,Weibo Gaming,Leave,DPS,Pharah,2,4,0.5
China - Stage 1,Esperança,Weibo Gaming,LeeSooMin,Support,Lúcio,4,4,1.0
China - Stage 1,Esperança,Weibo Gaming,MAKA,Support,Kiriko,4,4,1.0
China - Stage 1,Esperança,Weibo Gaming,SUNZO,Tank,Zarya,2,2,1.0
China - Stage 1,Esperança,Weibo Gaming,Shy,DPS,Sojourn,2,2,1.0
China - Stage 1,Esperança,Weibo Gaming,guxue,Tank,Zarya,2,2,1.0
China - Stage 1,Esperança,Weibo Gaming,shy,DPS,Emre,2,2,1.0
China - Stage 1,Havana,All Gamers,Alphari,DPS,Vendetta,1,7,0.1429
China - Stage 1,Havana,All Gamers,Alphari,DPS,Genji,1,7,0.1429
China - Stage 1,Havana,All Gamers,Alphari,DPS,Echo,1,7,0.1429
China - Stage 1,Havana,All Gamers,Alphari,DPS,Mei,1,7,0.1429
China - Stage 1,Havana,All Gamers,Alphari,DPS,Hanzo,1,7,0.1429
China - Stage 1,Havana,All Gamers,Alphari,DPS,Tracer,1,7,0.1429
China - Stage 1,Havana,All Gamers,Alphari,DPS,Venture,1,7,0.1429
China - Stage 1,Havana,All Gamers,Ezhan,DPS,Widowmaker,5,15,0.3333
China - Stage 1,Havana,All Gamers,Ezhan,DPS,Emre,3,15,0.2
China - Stage 1,Havana,All Gamers,Ezhan,DPS,Bastion,3,15,0.2
China - Stage 1,Havana,All Gamers,Ezhan,DPS,Cassidy,1,15,0.0667
China - Stage 1,Havana,All Gamers,Ezhan,DPS,Tracer,1,15,0.0667
China - Stage 1,Havana,All Gamers,Ezhan,DPS,Mei,1,15,0.0667
China - Stage 1,Havana,All Gamers,Ezhan,DPS,Symmetra,1,15,0.0667
China - Stage 1,Havana,All Gamers,Insane,DPS,Tracer,1,6,0.1667
China - Stage 1,Havana,All Gamers,Insane,DPS,Venture,1,6,0.1667
China - Stage 1,Havana,All Gamers,Insane,DPS,Hanzo,1,6,0.1667
China - Stage 1,Havana,All Gamers,Insane,DPS,Symmetra,1,6,0.1667
China - Stage 1,Havana,All Gamers,Insane,DPS,Cassidy,1,6,0.1667
China - Stage 1,Havana,All Gamers,Insane,DPS,Bastion,1,6,0.1667
China - Stage 1,Havana,All Gamers,Lengsa,Support,Brigitte,3,12,0.25
China - Stage 1,Havana,All Gamers,Lengsa,Support,Lúcio,3,12,0.25
China - Stage 1,Havana,All Gamers,Lengsa,Support,Jetpack Cat,3,12,0.25
China - Stage 1,Havana,All Gamers,Lengsa,Support,Illari,1,12,0.0833
China - Stage 1,Havana,All Gamers,Lengsa,Support,Lifeweaver,1,12,0.0833
China - Stage 1,Havana,All Gamers,Lengsa,Support,Mercy,1,12,0.0833
China - Stage 1,Havana,All Gamers,LiGe,Tank,D.Va,5,11,0.4545
China - Stage 1,Havana,All Gamers,LiGe,Tank,Zarya,2,11,0.1818
China - Stage 1,Havana,All Gamers,LiGe,Tank,Sigma,2,11,0.1818
China - Stage 1,Havana,All Gamers,LiGe,Tank,Mauga,2,11,0.1818
China - Stage 1,Havana,All Gamers,Recall,Support,Ana,4,14,0.2857
China - Stage 1,Havana,All Gamers,Recall,Support,Baptiste,4,14,0.2857
China - Stage 1,Havana,All Gamers,Recall,Support,Juno,3,14,0.2143
China - Stage 1,Havana,All Gamers,Recall,Support,Kiriko,3,14,0.2143
China - Stage 1,Havana,DEG,Limbo,Tank,Doomfist,1,1,1.0
China - Stage 1,Havana,DEG,SINCE,Support,Ana,1,1,1.0
China - Stage 1,Havana,DEG,Saya,Support,Brigitte,1,2,0.5
China - Stage 1,Havana,DEG,Saya,Support,Wuyang,1,2,0.5
China - Stage 1,Havana,DEG,Wangming,DPS,Vendetta,1,2,0.5
China - Stage 1,Havana,DEG,Wangming,DPS,Anran,1,2,0.5
China - Stage 1,Havana,DEG,skyshow,DPS,Sojourn,1,3,0.3333
China - Stage 1,Havana,DEG,skyshow,DPS,Tracer,1,3,0.3333
China - Stage 1,Havana,DEG,skyshow,DPS,Widowmaker,1,3,0.3333
China - Stage 1,Havana,Homie E,9TRIBEZ,Tank,Sigma,1,2,0.5
China - Stage 1,Havana,Homie E,9TRIBEZ,Tank,Doomfist,1,2,0.5
China - Stage 1,Havana,Homie E,Lilko,DPS,Genji,1,3,0.3333
China - Stage 1,Havana,Homie E,Lilko,DPS,Tracer,1,3,0.3333
China - Stage 1,Havana,Homie E,Lilko,DPS,Vendetta,1,3,0.3333
China - Stage 1,Havana,Homie E,Remedy,Support,Kiriko,1,2,0.5
China - Stage 1,Havana,Homie E,Remedy,Support,Ana,1,2,0.5
China - Stage 1,Havana,Homie E,Unkn0w,Support,Wuyang,1,1,1.0
China - Stage 1,Havana,Homie E,fari,DPS,Emre,1,2,0.5
China - Stage 1,Havana,Homie E,fari,DPS,Widowmaker,1,2,0.5
China - Stage 1,Havana,JD Gaming,Belosrea,Tank,D.Va,4,12,0.3333
China - Stage 1,Havana,JD Gaming,Belosrea,Tank,Sigma,2,12,0.1667
China - Stage 1,Havana,JD Gaming,Belosrea,Tank,Doomfist,2,12,0.1667
China - Stage 1,Havana,JD Gaming,Belosrea,Tank,Reinhardt,2,12,0.1667
China - Stage 1,Havana,JD Gaming,Belosrea,Tank,Winston,1,12,0.0833
China - Stage 1,Havana,JD Gaming,Belosrea,Tank,Ramattra,1,12,0.0833
China - Stage 1,Havana,JD Gaming,Kaneki,DPS,Tracer,3,11,0.2727
China - Stage 1,Havana,JD Gaming,Kaneki,DPS,Vendetta,2,11,0.1818
China - Stage 1,Havana,JD Gaming,Kaneki,DPS,Mei,2,11,0.1818
China - Stage 1,Havana,JD Gaming,Kaneki,DPS,Venture,1,11,0.0909
China - Stage 1,Havana,JD Gaming,Kaneki,DPS,Freja,1,11,0.0909
China - Stage 1,Havana,JD Gaming,Kaneki,DPS,Symmetra,1,11,0.0909
China - Stage 1,Havana,JD Gaming,Kaneki,DPS,Reaper,1,11,0.0909
China - Stage 1,Havana,JD Gaming,MewTwo,Support,Wuyang,3,11,0.2727
China - Stage 1,Havana,JD Gaming,MewTwo,Support,Jetpack Cat,2,11,0.1818
China - Stage 1,Havana,JD Gaming,MewTwo,Support,Lúcio,2,11,0.1818
China - Stage 1,Havana,JD Gaming,MewTwo,Support,Brigitte,1,11,0.0909
China - Stage 1,Havana,JD Gaming,MewTwo,Support,Zenyatta,1,11,0.0909
China - Stage 1,Havana,JD Gaming,MewTwo,Support,Ana,1,11,0.0909
China - Stage 1,Havana,JD Gaming,MewTwo,Support,Kiriko,1,11,0.0909
China - Stage 1,Havana,JD Gaming,Mmonk,Support,Ana,4,10,0.4
China - Stage 1,Havana,JD Gaming,Mmonk,Support,Kiriko,2,10,0.2
China - Stage 1,Havana,JD Gaming,Mmonk,Support,Lúcio,1,10,0.1
China - Stage 1,Havana,JD Gaming,Mmonk,Support,Juno,1,10,0.1
China - Stage 1,Havana,JD Gaming,Mmonk,Support,Illari,1,10,0.1
China - Stage 1,Havana,JD Gaming,Mmonk,Support,Baptiste,1,10,0.1
China - Stage 1,Havana,JD Gaming,Pineapple,DPS,Emre,4,11,0.3636
China - Stage 1,Havana,JD Gaming,Pineapple,DPS,Widowmaker,3,11,0.2727
China - Stage 1,Havana,JD Gaming,Pineapple,DPS,Cassidy,2,11,0.1818
China - Stage 1,Havana,JD Gaming,Pineapple,DPS,Sojourn,1,11,0.0909
China - Stage 1,Havana,JD Gaming,Pineapple,DPS,Bastion,1,11,0.0909
China - Stage 1,Havana,Milk Tea,Diya,DPS,Cassidy,1,3,0.3333
China - Stage 1,Havana,Milk Tea,Diya,DPS,Bastion,1,3,0.3333
China - Stage 1,Havana,Milk Tea,Diya,DPS,Emre,1,3,0.3333
China - Stage 1,Havana,Milk Tea,Diya,Support,Kiriko,2,7,0.2857
China - Stage 1,Havana,Milk Tea,Diya,Support,Ana,2,7,0.2857
China - Stage 1,Havana,Milk Tea,Diya,Support,Baptiste,1,7,0.1429
China - Stage 1,Havana,Milk Tea,Diya,Support,Juno,1,7,0.1429
China - Stage 1,Havana,Milk Tea,Diya,Support,Illari,1,7,0.1429
China - Stage 1,Havana,Milk Tea,Eileen,DPS,Mei,3,10,0.3
China - Stage 1,Havana,Milk Tea,Eileen,DPS,Venture,2,10,0.2
China - Stage 1,Havana,Milk Tea,Eileen,DPS,Genji,1,10,0.1
China - Stage 1,Havana,Milk Tea,Eileen,DPS,Freja,1,10,0.1
China - Stage 1,Havana,Milk Tea,Eileen,DPS,Widowmaker,1,10,0.1
China - Stage 1,Havana,Milk Tea,Eileen,DPS,Tracer,1,10,0.1
China - Stage 1,Havana,Milk Tea,Eileen,DPS,Symmetra,1,10,0.1
China - Stage 1,Havana,Milk Tea,Hypnos,Support,Ana,2,8,0.25
China - Stage 1,Havana,Milk Tea,Hypnos,Support,Juno,2,8,0.25
China - Stage 1,Havana,Milk Tea,Hypnos,Support,Baptiste,1,8,0.125
China - Stage 1,Havana,Milk Tea,Hypnos,Support,Lúcio,1,8,0.125
China - Stage 1,Havana,Milk Tea,Hypnos,Support,Illari,1,8,0.125
China - Stage 1,Havana,Milk Tea,Hypnos,Support,Kiriko,1,8,0.125
China - Stage 1,Havana,Milk Tea,TCC,Support,Lúcio,1,1,1.0
China - Stage 1,Havana,Milk Tea,Taimouren,DPS,Sojourn,2,8,0.25
China - Stage 1,Havana,Milk Tea,Taimouren,DPS,Widowmaker,2,8,0.25
China - Stage 1,Havana,Milk Tea,Taimouren,DPS,Symmetra,1,8,0.125
China - Stage 1,Havana,Milk Tea,Taimouren,DPS,Emre,1,8,0.125
China - Stage 1,Havana,Milk Tea,Taimouren,DPS,Tracer,1,8,0.125
China - Stage 1,Havana,Milk Tea,Taimouren,DPS,Cassidy,1,8,0.125
China - Stage 1,Havana,Milk Tea,feiyang,Tank,Sigma,3,8,0.375
China - Stage 1,Havana,Milk Tea,feiyang,Tank,Ramattra,2,8,0.25
China - Stage 1,Havana,Milk Tea,feiyang,Tank,D.Va,1,8,0.125
China - Stage 1,Havana,Milk Tea,feiyang,Tank,Hazard,1,8,0.125
China - Stage 1,Havana,Milk Tea,feiyang,Tank,Doomfist,1,8,0.125
China - Stage 1,Havana,Naive Piggy,Coldj,Support,Illari,2,8,0.25
China - Stage 1,Havana,Naive Piggy,Coldj,Support,Wuyang,2,8,0.25
China - Stage 1,Havana,Naive Piggy,Coldj,Support,Kiriko,1,8,0.125
China - Stage 1,Havana,Naive Piggy,Coldj,Support,Lúcio,1,8,0.125
China - Stage 1,Havana,Naive Piggy,Coldj,Support,Ana,1,8,0.125
China - Stage 1,Havana,Naive Piggy,Coldj,Support,Zenyatta,1,8,0.125
China - Stage 1,Havana,Naive Piggy,JAYA,DPS,Tracer,3,7,0.4286
China - Stage 1,Havana,Naive Piggy,JAYA,DPS,Vendetta,3,7,0.4286
China - Stage 1,Havana,Naive Piggy,JAYA,DPS,Genji,1,7,0.1429
China - Stage 1,Havana,Naive Piggy,Lateyoung,Tank,D.Va,2,7,0.2857
China - Stage 1,Havana,Naive Piggy,Lateyoung,Tank,Zarya,2,7,0.2857
China - Stage 1,Havana,Naive Piggy,Lateyoung,Tank,Ramattra,1,7,0.1429
China - Stage 1,Havana,Naive Piggy,Lateyoung,Tank,Orisa,1,7,0.1429
China - Stage 1,Havana,Naive Piggy,Lateyoung,Tank,Sigma,1,7,0.1429
China - Stage 1,Havana,Naive Piggy,sara,Support,Juno,2,4,0.5
China - Stage 1,Havana,Naive Piggy,sara,Support,Baptiste,1,4,0.25
China - Stage 1,Havana,Naive Piggy,sara,Support,Ana,1,4,0.25
China - Stage 1,Havana,Naive Piggy,wh4le,DPS,Sojourn,3,5,0.6
China - Stage 1,Havana,Naive Piggy,wh4le,DPS,Widowmaker,1,5,0.2
China - Stage 1,Havana,Naive Piggy,wh4le,DPS,Ashe,1,5,0.2
China - Stage 1,Havana,SV,A1WAYS,Support,Baptiste,2,5,0.4
China - Stage 1,Havana,SV,A1WAYS,Support,Lúcio,2,5,0.4
China - Stage 1,Havana,SV,A1WAYS,Support,Ana,1,5,0.2
China - Stage 1,Havana,SV,BABAYAGA,DPS,Vendetta,2,9,0.2222
China - Stage 1,Havana,SV,BABAYAGA,DPS,Tracer,2,9,0.2222
China - Stage 1,Havana,SV,BABAYAGA,DPS,Widowmaker,1,9,0.1111
China - Stage 1,Havana,SV,BABAYAGA,DPS,Pharah,1,9,0.1111
China - Stage 1,Havana,SV,BABAYAGA,DPS,Hanzo,1,9,0.1111
China - Stage 1,Havana,SV,BABAYAGA,DPS,Sierra,1,9,0.1111
China - Stage 1,Havana,SV,BABAYAGA,DPS,Mei,1,9,0.1111
China - Stage 1,Havana,SV,Littlemoon,DPS,Sojourn,3,8,0.375
China - Stage 1,Havana,SV,Littlemoon,DPS,Widowmaker,2,8,0.25
China - Stage 1,Havana,SV,Littlemoon,DPS,Emre,2,8,0.25
China - Stage 1,Havana,SV,Littlemoon,DPS,Hanzo,1,8,0.125
China - Stage 1,Havana,SV,Noy,Support,Illari,2,4,0.5
China - Stage 1,Havana,SV,Noy,Support,Baptiste,1,4,0.25
China - Stage 1,Havana,SV,Noy,Support,Kiriko,1,4,0.25
China - Stage 1,Havana,SV,prot3ct,Tank,Sigma,2,6,0.3333
China - Stage 1,Havana,SV,prot3ct,Tank,D.Va,1,6,0.1667
China - Stage 1,Havana,SV,prot3ct,Tank,Zarya,1,6,0.1667
China - Stage 1,Havana,SV,prot3ct,Tank,Ramattra,1,6,0.1667
China - Stage 1,Havana,SV,prot3ct,Tank,Reinhardt,1,6,0.1667
China - Stage 1,Havana,Weibo Gaming,Leave,DPS,Mei,2,12,0.1667
China - Stage 1,Havana,Weibo Gaming,Leave,DPS,Genji,2,12,0.1667
China - Stage 1,Havana,Weibo Gaming,Leave,DPS,Venture,2,12,0.1667
China - Stage 1,Havana,Weibo Gaming,Leave,DPS,Sierra,2,12,0.1667
China - Stage 1,Havana,Weibo Gaming,Leave,DPS,Tracer,2,12,0.1667
China - Stage 1,Havana,Weibo Gaming,Leave,DPS,Bastion,1,12,0.0833
China - Stage 1,Havana,Weibo Gaming,Leave,DPS,Pharah,1,12,0.0833
China - Stage 1,Havana,Weibo Gaming,LeeSooMin,Support,Jetpack Cat,3,8,0.375
China - Stage 1,Havana,Weibo Gaming,LeeSooMin,Support,Illari,2,8,0.25
China - Stage 1,Havana,Weibo Gaming,LeeSooMin,Support,Brigitte,1,8,0.125
China - Stage 1,Havana,Weibo Gaming,LeeSooMin,Support,Lúcio,1,8,0.125
China - Stage 1,Havana,Weibo Gaming,LeeSooMin,Support,Wuyang,1,8,0.125
China - Stage 1,Havana,Weibo Gaming,MAKA,Support,Ana,5,11,0.4545
China - Stage 1,Havana,Weibo Gaming,MAKA,Support,Lúcio,2,11,0.1818
China - Stage 1,Havana,Weibo Gaming,MAKA,Support,Kiriko,2,11,0.1818
China - Stage 1,Havana,Weibo Gaming,MAKA,Support,Juno,1,11,0.0909
China - Stage 1,Havana,Weibo Gaming,MAKA,Support,Baptiste,1,11,0.0909
China - Stage 1,Havana,Weibo Gaming,guxue,Tank,Zarya,3,11,0.2727
China - Stage 1,Havana,Weibo Gaming,guxue,Tank,D.Va,3,11,0.2727
China - Stage 1,Havana,Weibo Gaming,guxue,Tank,Sigma,2,11,0.1818
China - Stage 1,Havana,Weibo Gaming,guxue,Tank,Ramattra,2,11,0.1818
China - Stage 1,Havana,Weibo Gaming,guxue,Tank,Orisa,1,11,0.0909
China - Stage 1,Havana,Weibo Gaming,shy,DPS,Emre,3,7,0.4286
China - Stage 1,Havana,Weibo Gaming,shy,DPS,Bastion,2,7,0.2857
China - Stage 1,Havana,Weibo Gaming,shy,DPS,Sojourn,1,7,0.1429
China - Stage 1,Havana,Weibo Gaming,shy,DPS,Symmetra,1,7,0.1429
China - Stage 1,Lijiang Tower,All Gamers,Alphari,DPS,Tracer,2,5,0.4
China - Stage 1,Lijiang Tower,All Gamers,Alphari,DPS,Symmetra,2,5,0.4
China - Stage 1,Lijiang Tower,All Gamers,Alphari,DPS,Mei,1,5,0.2
China - Stage 1,Lijiang Tower,All Gamers,Ezhan,DPS,Sojourn,2,8,0.25
China - Stage 1,Lijiang Tower,All Gamers,Ezhan,DPS,Symmetra,2,8,0.25
China - Stage 1,Lijiang Tower,All Gamers,Ezhan,DPS,Emre,1,8,0.125
China - Stage 1,Lijiang Tower,All Gamers,Ezhan,DPS,Tracer,1,8,0.125
China - Stage 1,Lijiang Tower,All Gamers,Ezhan,DPS,Bastion,1,8,0.125
China - Stage 1,Lijiang Tower,All Gamers,Ezhan,DPS,Pharah,1,8,0.125
China - Stage 1,Lijiang Tower,All Gamers,Insane,DPS,Tracer,2,6,0.3333
China - Stage 1,Lijiang Tower,All Gamers,Insane,DPS,Symmetra,2,6,0.3333
China - Stage 1,Lijiang Tower,All Gamers,Insane,DPS,Pharah,1,6,0.1667
China - Stage 1,Lijiang Tower,All Gamers,Insane,DPS,Bastion,1,6,0.1667
China - Stage 1,Lijiang Tower,All Gamers,Lengsa,Support,Jetpack Cat,3,5,0.6
China - Stage 1,Lijiang Tower,All Gamers,Lengsa,Support,Lúcio,1,5,0.2
China - Stage 1,Lijiang Tower,All Gamers,Lengsa,Support,Brigitte,1,5,0.2
China - Stage 1,Lijiang Tower,All Gamers,LiGe,Tank,Mauga,3,5,0.6
China - Stage 1,Lijiang Tower,All Gamers,LiGe,Tank,D.Va,1,5,0.2
China - Stage 1,Lijiang Tower,All Gamers,LiGe,Tank,Ramattra,1,5,0.2
China - Stage 1,Lijiang Tower,All Gamers,Mag,Tank,Wrecking Ball,1,1,1.0
China - Stage 1,Lijiang Tower,All Gamers,Recall,Support,Kiriko,4,8,0.5
China - Stage 1,Lijiang Tower,All Gamers,Recall,Support,Juno,2,8,0.25
China - Stage 1,Lijiang Tower,All Gamers,Recall,Support,Ana,2,8,0.25
China - Stage 1,Lijiang Tower,DEG,Limbo,Tank,Hazard,2,3,0.6667
China - Stage 1,Lijiang Tower,DEG,Limbo,Tank,Zarya,1,3,0.3333
China - Stage 1,Lijiang Tower,DEG,SINCE,Support,Kiriko,1,2,0.5
China - Stage 1,Lijiang Tower,DEG,SINCE,Support,Juno,1,2,0.5
China - Stage 1,Lijiang Tower,DEG,Saya,Support,Brigitte,2,2,1.0
China - Stage 1,Lijiang Tower,DEG,Wangming,DPS,Vendetta,2,3,0.6667
China - Stage 1,Lijiang Tower,DEG,Wangming,DPS,Symmetra,1,3,0.3333
China - Stage 1,Lijiang Tower,DEG,skyshow,DPS,Emre,2,4,0.5
China - Stage 1,Lijiang Tower,DEG,skyshow,DPS,Cassidy,1,4,0.25
China - Stage 1,Lijiang Tower,DEG,skyshow,DPS,Symmetra,1,4,0.25
China - Stage 1,Lijiang Tower,Homie E,9TRIBEZ,Tank,Orisa,2,4,0.5
China - Stage 1,Lijiang Tower,Homie E,9TRIBEZ,Tank,D.Va,1,4,0.25
China - Stage 1,Lijiang Tower,Homie E,9TRIBEZ,Tank,Hazard,1,4,0.25
China - Stage 1,Lijiang Tower,Homie E,Lilko,DPS,Tracer,2,5,0.4
China - Stage 1,Lijiang Tower,Homie E,Lilko,DPS,Vendetta,1,5,0.2
China - Stage 1,Lijiang Tower,Homie E,Lilko,DPS,Venture,1,5,0.2
China - Stage 1,Lijiang Tower,Homie E,Lilko,DPS,Symmetra,1,5,0.2
China - Stage 1,Lijiang Tower,Homie E,Remedy,Support,Kiriko,1,3,0.3333
China - Stage 1,Lijiang Tower,Homie E,Remedy,Support,Juno,1,3,0.3333
China - Stage 1,Lijiang Tower,Homie E,Remedy,Support,Baptiste,1,3,0.3333
China - Stage 1,Lijiang Tower,Homie E,Unkn0w,Support,Lúcio,2,3,0.6667
China - Stage 1,Lijiang Tower,Homie E,Unkn0w,Support,Brigitte,1,3,0.3333
China - Stage 1,Lijiang Tower,Homie E,fari,DPS,Sojourn,2,3,0.6667
China - Stage 1,Lijiang Tower,Homie E,fari,DPS,Tracer,1,3,0.3333
China - Stage 1,Lijiang Tower,JD Gaming,Belosrea,Tank,D.Va,4,12,0.3333
China - Stage 1,Lijiang Tower,JD Gaming,Belosrea,Tank,Wrecking Ball,2,12,0.1667
China - Stage 1,Lijiang Tower,JD Gaming,Belosrea,Tank,Orisa,2,12,0.1667
China - Stage 1,Lijiang Tower,JD Gaming,Belosrea,Tank,Ramattra,2,12,0.1667
China - Stage 1,Lijiang Tower,JD Gaming,Belosrea,Tank,Winston,1,12,0.0833
China - Stage 1,Lijiang Tower,JD Gaming,Belosrea,Tank,Sigma,1,12,0.0833
China - Stage 1,Lijiang Tower,JD Gaming,Kaneki,DPS,Symmetra,4,12,0.3333
China - Stage 1,Lijiang Tower,JD Gaming,Kaneki,DPS,Tracer,3,12,0.25
China - Stage 1,Lijiang Tower,JD Gaming,Kaneki,DPS,Vendetta,2,12,0.1667
China - Stage 1,Lijiang Tower,JD Gaming,Kaneki,DPS,Pharah,2,12,0.1667
China - Stage 1,Lijiang Tower,JD Gaming,Kaneki,DPS,Venture,1,12,0.0833
China - Stage 1,Lijiang Tower,JD Gaming,MewTwo,Support,Lúcio,4,7,0.5714
China - Stage 1,Lijiang Tower,JD Gaming,MewTwo,Support,Brigitte,1,7,0.1429
China - Stage 1,Lijiang Tower,JD Gaming,MewTwo,Support,Wuyang,1,7,0.1429
China - Stage 1,Lijiang Tower,JD Gaming,MewTwo,Support,Jetpack Cat,1,7,0.1429
China - Stage 1,Lijiang Tower,JD Gaming,Mmonk,Support,Kiriko,5,8,0.625
China - Stage 1,Lijiang Tower,JD Gaming,Mmonk,Support,Juno,1,8,0.125
China - Stage 1,Lijiang Tower,JD Gaming,Mmonk,Support,Ana,1,8,0.125
China - Stage 1,Lijiang Tower,JD Gaming,Mmonk,Support,Baptiste,1,8,0.125
China - Stage 1,Lijiang Tower,JD Gaming,Pineapple,DPS,Sojourn,3,10,0.3
China - Stage 1,Lijiang Tower,JD Gaming,Pineapple,DPS,Bastion,3,10,0.3
