tournament_sheet,map_name,team_name,player_name,position,hero_name,pick_count,total_scope_picks,pick_rate
China - Stage 1,Midtown,SV,Littlemoon,DPS,Sojourn,1,6,0.1667
China - Stage 1,Midtown,SV,Littlemoon,DPS,Hanzo,1,6,0.1667
China - Stage 1,Midtown,SV,Noy,Support,Kiriko,2,5,0.4
China - Stage 1,Midtown,SV,Noy,Support,Mercy,1,5,0.2
China - Stage 1,Midtown,SV,Noy,Support,Brigitte,1,5,0.2
China - Stage 1,Midtown,SV,Noy,Support,Illari,1,5,0.2
China - Stage 1,Midtown,SV,prot3ct,Tank,D.Va,3,7,0.4286
China - Stage 1,Midtown,SV,prot3ct,Tank,Orisa,2,7,0.2857
China - Stage 1,Midtown,SV,prot3ct,Tank,Zarya,2,7,0.2857
China - Stage 1,Midtown,Weibo Gaming,Leave,DPS,Tracer,1,3,0.3333
China - Stage 1,Midtown,Weibo Gaming,Leave,DPS,Pharah,1,3,0.3333
China - Stage 1,Midtown,Weibo Gaming,Leave,DPS,Hanzo,1,3,0.3333
China - Stage 1,Midtown,Weibo Gaming,LeeSooMin,Support,Illari,1,2,0.5
China - Stage 1,Midtown,Weibo Gaming,LeeSooMin,Support,Kiriko,1,2,0.5
China - Stage 1,Midtown,Weibo Gaming,MAKA,Support,Ana,1,1,1.0
China - Stage 1,Midtown,Weibo Gaming,Shy,DPS,Emre,1,2,0.5
China - Stage 1,Midtown,Weibo Gaming,Shy,DPS,Widowmaker,1,2,0.5
China - Stage 1,Midtown,Weibo Gaming,guxue,Tank,Hazard,1,3,0.3333
China - Stage 1,Midtown,Weibo Gaming,guxue,Tank,Winston,1,3,0.3333
China - Stage 1,Midtown,Weibo Gaming,guxue,Tank,Doomfist,1,3,0.3333
China - Stage 1,Numbani,All Gamers,Alphari,DPS,Tracer,3,6,0.5
China - Stage 1,Numbani,All Gamers,Alphari,DPS,Vendetta,1,6,0.1667
China - Stage 1,Numbani,All Gamers,Alphari,DPS,Reaper,1,6,0.1667
China - Stage 1,Numbani,All Gamers,Alphari,DPS,Symmetra,1,6,0.1667
China - Stage 1,Numbani,All Gamers,Ezhan,DPS,Widowmaker,4,17,0.2353
China - Stage 1,Numbani,All Gamers,Ezhan,DPS,Bastion,3,17,0.1765
China - Stage 1,Numbani,All Gamers,Ezhan,DPS,Emre,2,17,0.1176
China - Stage 1,Numbani,All Gamers,Ezhan,DPS,Reaper,2,17,0.1176
China - Stage 1,Numbani,All Gamers,Ezhan,DPS,Soldier: 76,2,17,0.1176
China - Stage 1,Numbani,All Gamers,Ezhan,DPS,Tracer,1,17,0.0588
China - Stage 1,Numbani,All Gamers,Ezhan,DPS,Sojourn,1,17,0.0588
China - Stage 1,Numbani,All Gamers,Ezhan,DPS,Echo,1,17,0.0588
China - Stage 1,Numbani,All Gamers,Ezhan,DPS,Mei,1,17,0.0588
China - Stage 1,Numbani,All Gamers,Insane,DPS,Tracer,1,5,0.2
China - Stage 1,Numbani,All Gamers,Insane,DPS,Echo,1,5,0.2
China - Stage 1,Numbani,All Gamers,Insane,DPS,Symmetra,1,5,0.2
China - Stage 1,Numbani,All Gamers,Insane,DPS,Bastion,1,5,0.2
China - Stage 1,Numbani,All Gamers,Insane,DPS,Soldier: 76,1,5,0.2
China - Stage 1,Numbani,All Gamers,Lengsa,Support,Jetpack Cat,4,9,0.4444
China - Stage 1,Numbani,All Gamers,Lengsa,Support,Lúcio,2,9,0.2222
China - Stage 1,Numbani,All Gamers,Lengsa,Support,Mercy,2,9,0.2222
China - Stage 1,Numbani,All Gamers,Lengsa,Support,Brigitte,1,9,0.1111
China - Stage 1,Numbani,All Gamers,LiGe,Tank,Mauga,4,8,0.5
China - Stage 1,Numbani,All Gamers,LiGe,Tank,D.Va,2,8,0.25
China - Stage 1,Numbani,All Gamers,LiGe,Tank,Zarya,2,8,0.25
China - Stage 1,Numbani,All Gamers,Recall,Support,Kiriko,5,9,0.5556
China - Stage 1,Numbani,All Gamers,Recall,Support,Ana,3,9,0.3333
China - Stage 1,Numbani,All Gamers,Recall,Support,Juno,1,9,0.1111
China - Stage 1,Numbani,Homie E,9TRIBEZ,Tank,Hazard,1,2,0.5
China - Stage 1,Numbani,Homie E,9TRIBEZ,Tank,Zarya,1,2,0.5
China - Stage 1,Numbani,Homie E,Lilko,DPS,Tracer,1,1,1.0
China - Stage 1,Numbani,Homie E,Remedy,Support,Kiriko,1,1,1.0
China - Stage 1,Numbani,Homie E,Unkn0w,Support,Wuyang,1,1,1.0
China - Stage 1,Numbani,Homie E,fari,DPS,Emre,1,1,1.0
China - Stage 1,Numbani,JD Gaming,Belosrea,Tank,Doomfist,2,5,0.4
China - Stage 1,Numbani,JD Gaming,Belosrea,Tank,Hazard,1,5,0.2
China - Stage 1,Numbani,JD Gaming,Belosrea,Tank,D.Va,1,5,0.2
China - Stage 1,Numbani,JD Gaming,Belosrea,Tank,Ramattra,1,5,0.2
China - Stage 1,Numbani,JD Gaming,Kaneki,DPS,Tracer,3,7,0.4286
China - Stage 1,Numbani,JD Gaming,Kaneki,DPS,Vendetta,1,7,0.1429
China - Stage 1,Numbani,JD Gaming,Kaneki,DPS,Mei,1,7,0.1429
China - Stage 1,Numbani,JD Gaming,Kaneki,DPS,Anran,1,7,0.1429
China - Stage 1,Numbani,JD Gaming,Kaneki,DPS,Reaper,1,7,0.1429
China - Stage 1,Numbani,JD Gaming,MewTwo,Support,Jetpack Cat,2,3,0.6667
China - Stage 1,Numbani,JD Gaming,MewTwo,Support,Lúcio,1,3,0.3333
China - Stage 1,Numbani,JD Gaming,Mmonk,Support,Kiriko,2,5,0.4
China - Stage 1,Numbani,JD Gaming,Mmonk,Support,Ana,2,5,0.4
China - Stage 1,Numbani,JD Gaming,Mmonk,Support,Mizuki,1,5,0.2
China - Stage 1,Numbani,JD Gaming,Pineapple,DPS,Bastion,2,6,0.3333
China - Stage 1,Numbani,JD Gaming,Pineapple,DPS,Emre,1,6,0.1667
China - Stage 1,Numbani,JD Gaming,Pineapple,DPS,Tracer,1,6,0.1667
China - Stage 1,Numbani,JD Gaming,Pineapple,DPS,Reaper,1,6,0.1667
China - Stage 1,Numbani,JD Gaming,Pineapple,DPS,Genji,1,6,0.1667
China - Stage 1,Numbani,Milk Tea,Diya,Support,Kiriko,2,2,1.0
China - Stage 1,Numbani,Milk Tea,Eileen,DPS,Echo,1,4,0.25
China - Stage 1,Numbani,Milk Tea,Eileen,DPS,Tracer,1,4,0.25
China - Stage 1,Numbani,Milk Tea,Eileen,DPS,Symmetra,1,4,0.25
China - Stage 1,Numbani,Milk Tea,Eileen,DPS,Vendetta,1,4,0.25
China - Stage 1,Numbani,Milk Tea,Hypnos,Support,Wuyang,1,3,0.3333
China - Stage 1,Numbani,Milk Tea,Hypnos,Support,Lúcio,1,3,0.3333
China - Stage 1,Numbani,Milk Tea,Hypnos,Support,Jetpack Cat,1,3,0.3333
China - Stage 1,Numbani,Milk Tea,TCC,Support,Lúcio,1,1,1.0
China - Stage 1,Numbani,Milk Tea,Taimouren,DPS,Emre,2,6,0.3333
China - Stage 1,Numbani,Milk Tea,Taimouren,DPS,Cassidy,2,6,0.3333
China - Stage 1,Numbani,Milk Tea,Taimouren,DPS,Ashe,1,6,0.1667
China - Stage 1,Numbani,Milk Tea,Taimouren,DPS,Sojourn,1,6,0.1667
China - Stage 1,Numbani,Milk Tea,feiyang,Tank,Hazard,2,6,0.3333
China - Stage 1,Numbani,Milk Tea,feiyang,Tank,Orisa,1,6,0.1667
China - Stage 1,Numbani,Milk Tea,feiyang,Tank,Sigma,1,6,0.1667
China - Stage 1,Numbani,Milk Tea,feiyang,Tank,Zarya,1,6,0.1667
China - Stage 1,Numbani,Milk Tea,feiyang,Tank,Mauga,1,6,0.1667
China - Stage 1,Numbani,Naive Piggy,Coldj,Support,Brigitte,1,1,1.0
China - Stage 1,Numbani,Naive Piggy,JAYA,DPS,Vendetta,1,1,1.0
China - Stage 1,Numbani,Naive Piggy,Lateyoung,Tank,Orisa,1,2,0.5
China - Stage 1,Numbani,Naive Piggy,Lateyoung,Tank,Zarya,1,2,0.5
China - Stage 1,Numbani,Naive Piggy,sara,Support,Juno,1,1,1.0
China - Stage 1,Numbani,Naive Piggy,wh4le,DPS,Sojourn,1,3,0.3333
China - Stage 1,Numbani,Naive Piggy,wh4le,DPS,Tracer,1,3,0.3333
China - Stage 1,Numbani,Naive Piggy,wh4le,DPS,Emre,1,3,0.3333
China - Stage 1,Numbani,Weibo Gaming,Leave,DPS,Tracer,2,4,0.5
China - Stage 1,Numbani,Weibo Gaming,Leave,DPS,Reaper,1,4,0.25
China - Stage 1,Numbani,Weibo Gaming,Leave,DPS,Symmetra,1,4,0.25
China - Stage 1,Numbani,Weibo Gaming,LeeSooMin,Support,Jetpack Cat,2,5,0.4
China - Stage 1,Numbani,Weibo Gaming,LeeSooMin,Support,Lúcio,1,5,0.2
China - Stage 1,Numbani,Weibo Gaming,LeeSooMin,Support,Baptiste,1,5,0.2
China - Stage 1,Numbani,Weibo Gaming,LeeSooMin,Support,Ana,1,5,0.2
China - Stage 1,Numbani,Weibo Gaming,MAKA,Support,Kiriko,3,8,0.375
China - Stage 1,Numbani,Weibo Gaming,MAKA,Support,Juno,3,8,0.375
China - Stage 1,Numbani,Weibo Gaming,MAKA,Support,Jetpack Cat,1,8,0.125
China - Stage 1,Numbani,Weibo Gaming,MAKA,Support,Ana,1,8,0.125
China - Stage 1,Numbani,Weibo Gaming,guxue,Tank,Mauga,2,4,0.5
China - Stage 1,Numbani,Weibo Gaming,guxue,Tank,Hazard,1,4,0.25
China - Stage 1,Numbani,Weibo Gaming,guxue,Tank,Zarya,1,4,0.25
China - Stage 1,Numbani,Weibo Gaming,shy,DPS,Bastion,2,4,0.5
China - Stage 1,Numbani,Weibo Gaming,shy,DPS,Emre,1,4,0.25
China - Stage 1,Numbani,Weibo Gaming,shy,DPS,Sojourn,1,4,0.25
China - Stage 1,Oasis,All Gamers,Alphari,DPS,Tracer,2,6,0.3333
China - Stage 1,Oasis,All Gamers,Alphari,DPS,Symmetra,2,6,0.3333
China - Stage 1,Oasis,All Gamers,Alphari,DPS,Vendetta,1,6,0.1667
China - Stage 1,Oasis,All Gamers,Alphari,DPS,Pharah,1,6,0.1667
China - Stage 1,Oasis,All Gamers,Ezhan,DPS,Emre,2,3,0.6667
China - Stage 1,Oasis,All Gamers,Ezhan,DPS,Widowmaker,1,3,0.3333
China - Stage 1,Oasis,All Gamers,Lengsa,Support,Lúcio,2,2,1.0
China - Stage 1,Oasis,All Gamers,LiGe,Tank,D.Va,2,2,1.0
China - Stage 1,Oasis,All Gamers,Recall,Support,Kiriko,2,4,0.5
China - Stage 1,Oasis,All Gamers,Recall,Support,Juno,2,4,0.5
China - Stage 1,Oasis,Homie E,9TRIBEZ,Tank,Orisa,1,2,0.5
China - Stage 1,Oasis,Homie E,9TRIBEZ,Tank,Hazard,1,2,0.5
China - Stage 1,Oasis,Homie E,Lilko,DPS,Venture,1,3,0.3333
China - Stage 1,Oasis,Homie E,Lilko,DPS,Pharah,1,3,0.3333
China - Stage 1,Oasis,Homie E,Lilko,DPS,Vendetta,1,3,0.3333
China - Stage 1,Oasis,Homie E,Remedy,Support,Kiriko,1,2,0.5
China - Stage 1,Oasis,Homie E,Remedy,Support,Juno,1,2,0.5
China - Stage 1,Oasis,Homie E,Unkn0w,Support,Lúcio,1,1,1.0
China - Stage 1,Oasis,Homie E,fari,DPS,Emre,1,2,0.5
China - Stage 1,Oasis,Homie E,fari,DPS,Symmetra,1,2,0.5
China - Stage 1,Oasis,JD Gaming,Belosrea,Tank,Hazard,4,6,0.6667
China - Stage 1,Oasis,JD Gaming,Belosrea,Tank,Doomfist,1,6,0.1667
China - Stage 1,Oasis,JD Gaming,Belosrea,Tank,Junker Queen,1,6,0.1667
China - Stage 1,Oasis,JD Gaming,Kaneki,DPS,Symmetra,3,8,0.375
China - Stage 1,Oasis,JD Gaming,Kaneki,DPS,Pharah,2,8,0.25
China - Stage 1,Oasis,JD Gaming,Kaneki,DPS,Tracer,2,8,0.25
China - Stage 1,Oasis,JD Gaming,Kaneki,DPS,Vendetta,1,8,0.125
China - Stage 1,Oasis,JD Gaming,MewTwo,Support,Lúcio,4,4,1.0
China - Stage 1,Oasis,JD Gaming,Mmonk,Support,Kiriko,4,5,0.8
China - Stage 1,Oasis,JD Gaming,Mmonk,Support,Juno,1,5,0.2
China - Stage 1,Oasis,JD Gaming,Pineapple,DPS,Emre,4,6,0.6667
China - Stage 1,Oasis,JD Gaming,Pineapple,DPS,Symmetra,1,6,0.1667
China - Stage 1,Oasis,JD Gaming,Pineapple,DPS,Widowmaker,1,6,0.1667
China - Stage 1,Oasis,Milk Tea,Diya,Support,Kiriko,2,4,0.5
China - Stage 1,Oasis,Milk Tea,Diya,Support,Juno,2,4,0.5
China - Stage 1,Oasis,Milk Tea,Eileen,DPS,Mei,2,2,1.0
China - Stage 1,Oasis,Milk Tea,Hypnos,Support,Lúcio,1,1,1.0
China - Stage 1,Oasis,Milk Tea,TCC,Support,Lúcio,1,1,1.0
China - Stage 1,Oasis,Milk Tea,Taimouren,DPS,Sojourn,1,2,0.5
China - Stage 1,Oasis,Milk Tea,Taimouren,DPS,Emre,1,2,0.5
China - Stage 1,Oasis,Milk Tea,feiyang,Tank,D.Va,2,3,0.6667
China - Stage 1,Oasis,Milk Tea,feiyang,Tank,Ramattra,1,3,0.3333
China - Stage 1,Oasis,Naive Piggy,Coldj,Support,Brigitte,1,1,1.0
China - Stage 1,Oasis,Naive Piggy,JAYA,DPS,Tracer,1,2,0.5
China - Stage 1,Oasis,Naive Piggy,JAYA,DPS,Symmetra,1,2,0.5
China - Stage 1,Oasis,Naive Piggy,Lateyoung,Tank,Hazard,1,1,1.0
China - Stage 1,Oasis,Naive Piggy,sara,Support,Juno,1,1,1.0
China - Stage 1,Oasis,Naive Piggy,wh4le,DPS,Emre,1,1,1.0
China - Stage 1,Oasis,SV,A1WAYS,Support,Lúcio,2,2,1.0
China - Stage 1,Oasis,SV,BABAYAGA,DPS,Tracer,2,6,0.3333
China - Stage 1,Oasis,SV,BABAYAGA,DPS,Symmetra,2,6,0.3333
China - Stage 1,Oasis,SV,BABAYAGA,DPS,Reaper,1,6,0.1667
China - Stage 1,Oasis,SV,BABAYAGA,DPS,Pharah,1,6,0.1667
China - Stage 1,Oasis,SV,Littlemoon,DPS,Emre,2,2,1.0
China - Stage 1,Oasis,SV,Noy,Support,Kiriko,2,5,0.4
China - Stage 1,Oasis,SV,Noy,Support,Juno,2,5,0.4
China - Stage 1,Oasis,SV,Noy,Support,Illari,1,5,0.2
China - Stage 1,Oasis,SV,prot3ct,Tank,Orisa,2,5,0.4
China - Stage 1,Oasis,SV,prot3ct,Tank,Zarya,1,5,0.2
China - Stage 1,Oasis,SV,prot3ct,Tank,D.Va,1,5,0.2
China - Stage 1,Oasis,SV,prot3ct,Tank,Ramattra,1,5,0.2
China - Stage 1,Rialto,All Gamers,Ezhan,DPS,Emre,1,2,0.5
China - Stage 1,Rialto,All Gamers,Ezhan,DPS,Widowmaker,1,2,0.5
China - Stage 1,Rialto,All Gamers,Insane,DPS,Reaper,1,3,0.3333
China - Stage 1,Rialto,All Gamers,Insane,DPS,Pharah,1,3,0.3333
China - Stage 1,Rialto,All Gamers,Insane,DPS,Genji,1,3,0.3333
China - Stage 1,Rialto,All Gamers,Lengsa,Support,Lúcio,1,1,1.0
China - Stage 1,Rialto,All Gamers,Mag,Tank,Zarya,1,1,1.0
China - Stage 1,Rialto,All Gamers,Recall,Support,Kiriko,1,1,1.0
China - Stage 1,Rialto,Naive Piggy,Coldj,Support,Illari,1,1,1.0
China - Stage 1,Rialto,Naive Piggy,JAYA,DPS,Reaper,1,3,0.3333
China - Stage 1,Rialto,Naive Piggy,JAYA,DPS,Pharah,1,3,0.3333
China - Stage 1,Rialto,Naive Piggy,JAYA,DPS,Vendetta,1,3,0.3333
China - Stage 1,Rialto,Naive Piggy,Lateyoung,Tank,Zarya,1,3,0.3333
China - Stage 1,Rialto,Naive Piggy,Lateyoung,Tank,Orisa,1,3,0.3333
China - Stage 1,Rialto,Naive Piggy,Lateyoung,Tank,D.Va,1,3,0.3333
China - Stage 1,Rialto,Naive Piggy,sara,Support,Kiriko,1,1,1.0
China - Stage 1,Rialto,Naive Piggy,wh4le,DPS,Ashe,1,3,0.3333
China - Stage 1,Rialto,Naive Piggy,wh4le,DPS,Cassidy,1,3,0.3333
China - Stage 1,Rialto,Naive Piggy,wh4le,DPS,Widowmaker,1,3,0.3333
China - Stage 1,Runasapi,All Gamers,Alphari,DPS,Vendetta,1,1,1.0
China - Stage 1,Runasapi,All Gamers,Ezhan,DPS,Emre,2,4,0.5
China - Stage 1,Runasapi,All Gamers,Ezhan,DPS,Symmetra,1,4,0.25
China - Stage 1,Runasapi,All Gamers,Ezhan,DPS,Sojourn,1,4,0.25
China - Stage 1,Runasapi,All Gamers,Insane,DPS,Tracer,2,4,0.5
China - Stage 1,Runasapi,All Gamers,Insane,DPS,Symmetra,1,4,0.25
China - Stage 1,Runasapi,All Gamers,Insane,DPS,Pharah,1,4,0.25
China - Stage 1,Runasapi,All Gamers,Lengsa,Support,Lúcio,2,3,0.6667
China - Stage 1,Runasapi,All Gamers,Lengsa,Support,Brigitte,1,3,0.3333
China - Stage 1,Runasapi,All Gamers,LiGe,Tank,D.Va,1,2,0.5
China - Stage 1,Runasapi,All Gamers,LiGe,Tank,Mauga,1,2,0.5
China - Stage 1,Runasapi,All Gamers,Mag,Tank,Ramattra,1,1,1.0
China - Stage 1,Runasapi,All Gamers,Recall,Support,Kiriko,2,3,0.6667
China - Stage 1,Runasapi,All Gamers,Recall,Support,Juno,1,3,0.3333
China - Stage 1,Runasapi,Homie E,9TRIBEZ,Tank,Zarya,2,2,1.0
China - Stage 1,Runasapi,Homie E,Lilko,DPS,Vendetta,2,3,0.6667
China - Stage 1,Runasapi,Homie E,Lilko,DPS,Tracer,1,3,0.3333
China - Stage 1,Runasapi,Homie E,Remedy,Support,Kiriko,2,4,0.5
China - Stage 1,Runasapi,Homie E,Remedy,Support,Juno,2,4,0.5
China - Stage 1,Runasapi,Homie E,Unkn0w,Support,Lúcio,2,2,1.0
China - Stage 1,Runasapi,Homie E,fari,DPS,Sojourn,1,2,0.5
China - Stage 1,Runasapi,Homie E,fari,DPS,Emre,1,2,0.5
China - Stage 1,Runasapi,JD Gaming,Belosrea,Tank,Wrecking Ball,2,3,0.6667
China - Stage 1,Runasapi,JD Gaming,Belosrea,Tank,D.Va,1,3,0.3333
China - Stage 1,Runasapi,JD Gaming,Kaneki,DPS,Vendetta,1,2,0.5
China - Stage 1,Runasapi,JD Gaming,Kaneki,DPS,Tracer,1,2,0.5
China - Stage 1,Runasapi,JD Gaming,MewTwo,Support,Lúcio,1,2,0.5
China - Stage 1,Runasapi,JD Gaming,MewTwo,Support,Jetpack Cat,1,2,0.5
China - Stage 1,Runasapi,JD Gaming,Mmonk,Support,Kiriko,2,3,0.6667
China - Stage 1,Runasapi,JD Gaming,Mmonk,Support,Juno,1,3,0.3333
China - Stage 1,Runasapi,JD Gaming,Pineapple,DPS,Emre,1,3,0.3333
China - Stage 1,Runasapi,JD Gaming,Pineapple,DPS,Sojourn,1,3,0.3333
China - Stage 1,Runasapi,JD Gaming,Pineapple,DPS,Bastion,1,3,0.3333
China - Stage 1,Runasapi,Milk Tea,Diya,Support,Kiriko,1,2,0.5
China - Stage 1,Runasapi,Milk Tea,Diya,Support,Juno,1,2,0.5
China - Stage 1,Runasapi,Milk Tea,Eileen,DPS,Vendetta,1,1,1.0
China - Stage 1,Runasapi,Milk Tea,TCC,Support,Lúcio,1,1,1.0
China - Stage 1,Runasapi,Milk Tea,Taimouren,DPS,Sojourn,1,1,1.0
China - Stage 1,Runasapi,Milk Tea,feiyang,Tank,Zarya,1,1,1.0
China - Stage 1,Runasapi,Naive Piggy,Coldj,Support,Kiriko,1,1,1.0
China - Stage 1,Runasapi,Naive Piggy,JAYA,DPS,Tracer,1,1,1.0
China - Stage 1,Runasapi,Naive Piggy,Lateyoung,Tank,Orisa,1,2,0.5
China - Stage 1,Runasapi,Naive Piggy,Lateyoung,Tank,D.Va,1,2,0.5
China - Stage 1,Runasapi,Naive Piggy,sara,Support,Baptiste,1,1,1.0
China - Stage 1,Runasapi,Naive Piggy,wh4le,DPS,Cassidy,1,1,1.0
China - Stage 1,Runasapi,SV,A1WAYS,Support,Lúcio,3,3,1.0
China - Stage 1,Runasapi,SV,BABAYAGA,DPS,Vendetta,2,2,1.0
China - Stage 1,Runasapi,SV,BABYAGA,DPS,Tracer,1,1,1.0
China - Stage 1,Runasapi,SV,Littlemoon,DPS,Emre,2,3,0.6667
China - Stage 1,Runasapi,SV,Littlemoon,DPS,Symmetra,1,3,0.3333
China - Stage 1,Runasapi,SV,Noy,Support,Kiriko,3,3,1.0
China - Stage 1,Runasapi,SV,prot3ct,Tank,D.Va,3,3,1.0
China - Stage 1,Runasapi,Weibo Gaming,Leave,DPS,Vendetta,1,3,0.3333
China - Stage 1,Runasapi,Weibo Gaming,Leave,DPS,Tracer,1,3,0.3333
China - Stage 1,Runasapi,Weibo Gaming,Leave,DPS,Echo,1,3,0.3333
China - Stage 1,Runasapi,Weibo Gaming,LeeSooMin,Support,Lúcio,1,2,0.5
China - Stage 1,Runasapi,Weibo Gaming,LeeSooMin,Support,Brigitte,1,2,0.5
China - Stage 1,Runasapi,Weibo Gaming,MAKA,Support,Kiriko,1,2,0.5
China - Stage 1,Runasapi,Weibo Gaming,MAKA,Support,Juno,1,2,0.5
China - Stage 1,Runasapi,Weibo Gaming,SUNZO,Tank,D.Va,1,1,1.0
China - Stage 1,Runasapi,Weibo Gaming,Shy,DPS,Emre,1,1,1.0
China - Stage 1,Runasapi,Weibo Gaming,guxue,Tank,Zarya,1,2,0.5
China - Stage 1,Runasapi,Weibo Gaming,guxue,Tank,Mauga,1,2,0.5
China - Stage 1,Runasapi,Weibo Gaming,shy,DPS,Sojourn,1,1,1.0
China - Stage 1,Suravasa,All Gamers,Alphari,DPS,Tracer,2,8,0.25
China - Stage 1,Suravasa,All Gamers,Alphari,DPS,Reaper,2,8,0.25
China - Stage 1,Suravasa,All Gamers,Alphari,DPS,Symmetra,1,8,0.125
China - Stage 1,Suravasa,All Gamers,Alphari,DPS,Pharah,1,8,0.125
China - Stage 1,Suravasa,All Gamers,Alphari,DPS,Emre,1,8,0.125
China - Stage 1,Suravasa,All Gamers,Alphari,DPS,Mei,1,8,0.125
China - Stage 1,Suravasa,All Gamers,Ezhan,DPS,Emre,3,4,0.75
China - Stage 1,Suravasa,All Gamers,Ezhan,DPS,Bastion,1,4,0.25
China - Stage 1,Suravasa,All Gamers,Insane,DPS,Tracer,1,1,1.0
China - Stage 1,Suravasa,All Gamers,Lengsa,Support,Lúcio,2,4,0.5
China - Stage 1,Suravasa,All Gamers,Lengsa,Support,Kiriko,1,4,0.25
China - Stage 1,Suravasa,All Gamers,Lengsa,Support,Jetpack Cat,1,4,0.25
China - Stage 1,Suravasa,All Gamers,LiGe,Tank,Mauga,2,5,0.4
China - Stage 1,Suravasa,All Gamers,LiGe,Tank,Hazard,1,5,0.2
China - Stage 1,Suravasa,All Gamers,LiGe,Tank,D.Va,1,5,0.2
China - Stage 1,Suravasa,All Gamers,LiGe,Tank,Wrecking Ball,1,5,0.2
China - Stage 1,Suravasa,All Gamers,Mag,Tank,Wrecking Ball,1,1,1.0
China - Stage 1,Suravasa,All Gamers,Recall,Support,Kiriko,3,5,0.6
China - Stage 1,Suravasa,All Gamers,Recall,Support,Ana,1,5,0.2
China - Stage 1,Suravasa,All Gamers,Recall,Support,Juno,1,5,0.2
China - Stage 1,Suravasa,DEG,Limbo,Tank,Doomfist,1,1,1.0
China - Stage 1,Suravasa,DEG,SINCE,Support,Juno,1,2,0.5
China - Stage 1,Suravasa,DEG,SINCE,Support,Kiriko,1,2,0.5
China - Stage 1,Suravasa,DEG,Saya,Support,Brigitte,1,1,1.0
China - Stage 1,Suravasa,DEG,Wangming,DPS,Vendetta,1,2,0.5
China - Stage 1,Suravasa,DEG,Wangming,DPS,Symmetra,1,2,0.5
China - Stage 1,Suravasa,DEG,skyshow,DPS,Sojourn,1,2,0.5
China - Stage 1,Suravasa,DEG,skyshow,DPS,Tracer,1,2,0.5
China - Stage 1,Suravasa,Homie E,9TRIBEZ,Tank,Hazard,2,3,0.6667
China - Stage 1,Suravasa,Homie E,9TRIBEZ,Tank,Zarya,1,3,0.3333
China - Stage 1,Suravasa,Homie E,Lilko,DPS,Vendetta,1,3,0.3333
China - Stage 1,Suravasa,Homie E,Lilko,DPS,Tracer,1,3,0.3333
China - Stage 1,Suravasa,Homie E,Lilko,DPS,Symmetra,1,3,0.3333
China - Stage 1,Suravasa,Homie E,Remedy,Support,Kiriko,2,4,0.5
China - Stage 1,Suravasa,Homie E,Remedy,Support,Juno,2,4,0.5
China - Stage 1,Suravasa,Homie E,Unkn0w,Support,Lúcio,1,2,0.5
China - Stage 1,Suravasa,Homie E,Unkn0w,Support,Wuyang,1,2,0.5
China - Stage 1,Suravasa,Homie E,fari,DPS,Sojourn,1,2,0.5
China - Stage 1,Suravasa,Homie E,fari,DPS,Emre,1,2,0.5
China - Stage 1,Suravasa,JD Gaming,Belosrea,Tank,Wrecking Ball,2,7,0.2857
China - Stage 1,Suravasa,JD Gaming,Belosrea,Tank,Hazard,2,7,0.2857
China - Stage 1,Suravasa,JD Gaming,Belosrea,Tank,Winston,2,7,0.2857
China - Stage 1,Suravasa,JD Gaming,Belosrea,Tank,D.Va,1,7,0.1429
China - Stage 1,Suravasa,JD Gaming,Kaneki,DPS,Tracer,4,8,0.5
China - Stage 1,Suravasa,JD Gaming,Kaneki,DPS,Symmetra,3,8,0.375
China - Stage 1,Suravasa,JD Gaming,Kaneki,DPS,Vendetta,1,8,0.125
China - Stage 1,Suravasa,JD Gaming,MewTwo,Support,Lúcio,3,5,0.6
China - Stage 1,Suravasa,JD Gaming,MewTwo,Support,Brigitte,1,5,0.2
China - Stage 1,Suravasa,JD Gaming,MewTwo,Support,Wuyang,1,5,0.2
China - Stage 1,Suravasa,JD Gaming,Mmonk,Support,Kiriko,4,5,0.8
China - Stage 1,Suravasa,JD Gaming,Mmonk,Support,Juno,1,5,0.2
China - Stage 1,Suravasa,JD Gaming,Pineapple,DPS,Emre,3,6,0.5
China - Stage 1,Suravasa,JD Gaming,Pineapple,DPS,Sojourn,2,6,0.3333
China - Stage 1,Suravasa,JD Gaming,Pineapple,DPS,Reaper,1,6,0.1667
China - Stage 1,Suravasa,Milk Tea,Diya,DPS,Cassidy,1,2,0.5
China - Stage 1,Suravasa,Milk Tea,Diya,DPS,Soldier: 76,1,2,0.5
China - Stage 1,Suravasa,Milk Tea,Diya,Support,Kiriko,3,5,0.6
China - Stage 1,Suravasa,Milk Tea,Diya,Support,Juno,1,5,0.2
China - Stage 1,Suravasa,Milk Tea,Diya,Support,Jetpack Cat,1,5,0.2
China - Stage 1,Suravasa,Milk Tea,Eileen,DPS,Mei,2,7,0.2857
China - Stage 1,Suravasa,Milk Tea,Eileen,DPS,Reaper,1,7,0.1429
China - Stage 1,Suravasa,Milk Tea,Eileen,DPS,Symmetra,1,7,0.1429
China - Stage 1,Suravasa,Milk Tea,Eileen,DPS,Pharah,1,7,0.1429
China - Stage 1,Suravasa,Milk Tea,Eileen,DPS,Vendetta,1,7,0.1429
China - Stage 1,Suravasa,Milk Tea,Eileen,DPS,Sierra,1,7,0.1429
China - Stage 1,Suravasa,Milk Tea,Hypnos,Support,Kiriko,1,2,0.5
