scope_type,scope_name,role,hero_name,map_sets_played,map_set_wins,map_set_losses,win_rate,non_mirror_map_sets_played,non_mirror_wins,non_mirror_losses,non_mirror_win_rate
map,Eichenwalde,DPS,Tracer,2,1,1,0.5,0,0,0,0.0
map,Eichenwalde,DPS,Widowmaker,2,1,1,0.5,2,1,1,0.5
map,Eichenwalde,DPS,Anran,1,0,1,0.0,1,0,1,0.0
map,Eichenwalde,DPS,Pharah,1,1,0,1.0,1,1,0,1.0
map,Eichenwalde,Support,Kiriko,6,3,3,0.5,0,0,0,0.0
map,Eichenwalde,Support,Jetpack Cat,5,2,3,0.4,1,0,1,0.0
map,Eichenwalde,Support,Lúcio,5,3,2,0.6,1,1,0,1.0
map,Eichenwalde,Support,Baptiste,1,1,0,1.0,1,1,0,1.0
map,Eichenwalde,Support,Lifeweaver,1,1,0,1.0,1,1,0,1.0
map,Eichenwalde,Tank,D.Va,5,2,3,0.4,1,0,1,0.0
map,Eichenwalde,Tank,Domina,3,1,2,0.3333,1,0,1,0.0
map,Eichenwalde,Tank,Zarya,2,1,1,0.5,2,1,1,0.5
map,Eichenwalde,Tank,Wrecking Ball,1,1,0,1.0,1,1,0,1.0
map,Esperança,DPS,Tracer,59,24,35,0.4068,29,9,20,0.3103
map,Esperança,DPS,Sojourn,58,27,31,0.4655,14,5,9,0.3571
map,Esperança,DPS,Emre,54,27,27,0.5,14,7,7,0.5
map,Esperança,DPS,Vendetta,50,24,26,0.48,20,9,11,0.45
map,Esperança,DPS,Symmetra,43,18,25,0.4186,23,8,15,0.3478
map,Esperança,DPS,Cassidy,28,11,17,0.3929,20,7,13,0.35
map,Esperança,DPS,Pharah,18,9,9,0.5,12,6,6,0.5
map,Esperança,DPS,Echo,9,5,4,0.5556,9,5,4,0.5556
map,Esperança,DPS,Bastion,8,4,4,0.5,4,2,2,0.5
map,Esperança,DPS,Mei,6,2,4,0.3333,4,1,3,0.25
map,Esperança,DPS,Widowmaker,3,0,3,0.0,3,0,3,0.0
map,Esperança,DPS,Reaper,3,1,2,0.3333,1,0,1,0.0
map,Esperança,DPS,Sombra,2,0,2,0.0,2,0,2,0.0
map,Esperança,DPS,Freja,2,1,1,0.5,2,1,1,0.5
map,Esperança,DPS,Venture,2,0,2,0.0,2,0,2,0.0
map,Esperança,DPS,Anran,2,1,1,0.5,2,1,1,0.5
map,Esperança,DPS,Genji,2,1,1,0.5,2,1,1,0.5
map,Esperança,DPS,Ashe,1,0,1,0.0,1,0,1,0.0
map,Esperança,Support,Kiriko,104,48,56,0.4615,10,2,8,0.2
map,Esperança,Support,Lúcio,86,40,46,0.4651,14,5,9,0.3571
map,Esperança,Support,Juno,43,21,22,0.4884,15,7,8,0.4667
map,Esperança,Support,Brigitte,24,12,12,0.5,14,7,7,0.5
map,Esperança,Support,Ana,17,7,10,0.4118,7,2,5,0.2857
map,Esperança,Support,Jetpack Cat,12,5,7,0.4167,6,2,4,0.3333
map,Esperança,Support,Baptiste,10,4,6,0.4,10,4,6,0.4
map,Esperança,Support,Illari,8,6,2,0.75,4,4,0,1.0
map,Esperança,Support,Wuyang,7,3,4,0.4286,7,3,4,0.4286
map,Esperança,Support,Mizuki,5,2,3,0.4,3,1,2,0.3333
map,Esperança,Support,Lifeweaver,1,0,1,0.0,1,0,1,0.0
map,Esperança,Tank,D.Va,56,25,31,0.4464,28,11,17,0.3929
map,Esperança,Tank,Zarya,33,13,20,0.3939,21,7,14,0.3333
map,Esperança,Tank,Ramattra,13,8,5,0.6154,9,6,3,0.6667
map,Esperança,Tank,Hazard,12,7,5,0.5833,8,5,3,0.625
map,Esperança,Tank,Orisa,11,6,5,0.5455,9,5,4,0.5556
map,Esperança,Tank,Wrecking Ball,10,6,4,0.6,6,4,2,0.6667
map,Esperança,Tank,Winston,8,4,4,0.5,8,4,4,0.5
map,Esperança,Tank,Doomfist,7,0,7,0.0,7,0,7,0.0
map,Esperança,Tank,Mauga,7,2,5,0.2857,5,1,4,0.2
map,Esperança,Tank,Sigma,4,0,4,0.0,4,0,4,0.0
map,Esperança,Tank,Domina,3,2,1,0.6667,3,2,1,0.6667
map,Esperança,Tank,Reinhardt,3,1,2,0.3333,3,1,2,0.3333
map,Havana,DPS,Emre,63,30,33,0.4762,11,4,7,0.3636
map,Havana,DPS,Widowmaker,54,28,26,0.5185,24,13,11,0.5417
map,Havana,DPS,Tracer,54,24,30,0.4444,12,3,9,0.25
map,Havana,DPS,Sojourn,43,20,23,0.4651,21,9,12,0.4286
map,Havana,DPS,Vendetta,39,18,21,0.4615,13,5,8,0.3846
map,Havana,DPS,Genji,28,15,13,0.5357,12,7,5,0.5833
map,Havana,DPS,Symmetra,25,10,15,0.4,13,4,9,0.3077
map,Havana,DPS,Bastion,19,12,7,0.6316,7,6,1,0.8571
map,Havana,DPS,Mei,18,7,11,0.3889,14,5,9,0.3571
map,Havana,DPS,Venture,15,6,9,0.4,11,4,7,0.3636
map,Havana,DPS,Cassidy,10,5,5,0.5,4,2,2,0.5
map,Havana,DPS,Hanzo,8,5,3,0.625,8,5,3,0.625
map,Havana,DPS,Pharah,7,4,3,0.5714,7,4,3,0.5714
map,Havana,DPS,Freja,4,3,1,0.75,4,3,1,0.75
map,Havana,DPS,Anran,4,2,2,0.5,2,1,1,0.5
map,Havana,DPS,Echo,3,1,2,0.3333,3,1,2,0.3333
map,Havana,DPS,Reaper,3,3,0,1.0,3,3,0,1.0
map,Havana,DPS,Sierra,3,1,2,0.3333,3,1,2,0.3333
map,Havana,DPS,Ashe,2,1,1,0.5,2,1,1,0.5
map,Havana,DPS,Torbjörn,1,1,0,1.0,1,1,0,1.0
map,Havana,DPS,Sombra,1,0,1,0.0,1,0,1,0.0
map,Havana,Support,Kiriko,58,24,34,0.4138,14,2,12,0.1429
map,Havana,Support,Lúcio,50,25,25,0.5,18,9,9,0.5
map,Havana,Support,Ana,46,25,21,0.5435,14,9,5,0.6429
map,Havana,Support,Juno,42,25,17,0.5952,16,12,4,0.75
map,Havana,Support,Brigitte,30,14,16,0.4667,12,5,7,0.4167
map,Havana,Support,Illari,27,13,14,0.4815,19,9,10,0.4737
map,Havana,Support,Jetpack Cat,25,14,11,0.56,13,8,5,0.6154
map,Havana,Support,Baptiste,24,10,14,0.4167,16,6,10,0.375
map,Havana,Support,Wuyang,23,11,12,0.4783,11,5,6,0.4545
map,Havana,Support,Zenyatta,6,1,5,0.1667,6,1,5,0.1667
map,Havana,Support,Mercy,3,2,1,0.6667,3,2,1,0.6667
map,Havana,Support,Lifeweaver,2,2,0,1.0,2,2,0,1.0
map,Havana,Support,Moira,1,0,1,0.0,1,0,1,0.0
map,Havana,Support,Mizuki,1,0,1,0.0,1,0,1,0.0
map,Havana,Tank,D.Va,46,24,22,0.5217,16,9,7,0.5625
map,Havana,Tank,Zarya,45,22,23,0.4889,7,3,4,0.4286
map,Havana,Tank,Sigma,34,13,21,0.3824,20,6,14,0.3
map,Havana,Tank,Orisa,15,6,9,0.4,9,3,6,0.3333
map,Havana,Tank,Doomfist,15,6,9,0.4,15,6,9,0.4
map,Havana,Tank,Mauga,12,5,7,0.4167,8,3,5,0.375
map,Havana,Tank,Ramattra,11,3,8,0.2727,11,3,8,0.2727
map,Havana,Tank,Wrecking Ball,10,7,3,0.7,8,6,2,0.75
map,Havana,Tank,Domina,5,3,2,0.6,3,2,1,0.6667
map,Havana,Tank,Reinhardt,5,2,3,0.4,5,2,3,0.4
map,Havana,Tank,Roadhog,2,2,0,1.0,2,2,0,1.0
map,Havana,Tank,Hazard,2,0,2,0.0,2,0,2,0.0
map,Havana,Tank,Winston,2,1,1,0.5,2,1,1,0.5
map,Havana,Tank,Junker Queen,1,0,1,0.0,1,0,1,0.0
map,Ilios,DPS,Emre,6,3,3,0.5,0,0,0,0.0
map,Ilios,DPS,Anran,6,3,3,0.5,0,0,0,0.0
map,Ilios,Support,Mizuki,6,3,3,0.5,0,0,0,0.0
map,Ilios,Support,Jetpack Cat,6,3,3,0.5,0,0,0,0.0
map,Ilios,Tank,Domina,6,3,3,0.5,0,0,0,0.0
map,Lijiang Tower,DPS,Tracer,148,58,90,0.3919,25,7,18,0.28
map,Lijiang Tower,DPS,Symmetra,131,67,64,0.5115,23,13,10,0.5652
map,Lijiang Tower,DPS,Emre,112,59,53,0.5268,16,11,5,0.6875
map,Lijiang Tower,DPS,Vendetta,80,38,42,0.475,26,11,15,0.4231
map,Lijiang Tower,DPS,Pharah,63,33,30,0.5238,31,17,14,0.5484
map,Lijiang Tower,DPS,Sojourn,54,17,37,0.3148,32,6,26,0.1875
map,Lijiang Tower,DPS,Genji,52,16,36,0.3077,9,5,4,0.5556
map,Lijiang Tower,DPS,Cassidy,27,12,15,0.4444,17,7,10,0.4118
map,Lijiang Tower,DPS,Bastion,21,8,13,0.381,11,3,8,0.2727
map,Lijiang Tower,DPS,Echo,14,2,12,0.1429,14,2,12,0.1429
map,Lijiang Tower,DPS,Reaper,13,6,7,0.4615,13,6,7,0.4615
map,Lijiang Tower,DPS,Anran,10,5,5,0.5,2,1,1,0.5
map,Lijiang Tower,DPS,Mei,8,3,5,0.375,6,2,4,0.3333
map,Lijiang Tower,DPS,Widowmaker,7,1,6,0.1429,5,0,5,0.0
map,Lijiang Tower,DPS,Venture,5,3,2,0.6,5,3,2,0.6
map,Lijiang Tower,DPS,Sombra,3,0,3,0.0,3,0,3,0.0
map,Lijiang Tower,DPS,Sierra,3,2,1,0.6667,1,1,0,1.0
map,Lijiang Tower,DPS,Freja,2,0,2,0.0,2,0,2,0.0
map,Lijiang Tower,DPS,Soldier: 76,2,0,2,0.0,2,0,2,0.0
map,Lijiang Tower,DPS,Torbjörn,1,0,1,0.0,1,0,1,0.0
map,Lijiang Tower,DPS,Ashe,1,0,1,0.0,1,0,1,0.0
map,Lijiang Tower,Support,Lúcio,150,57,93,0.38,15,1,14,0.0667
map,Lijiang Tower,Support,Kiriko,135,64,71,0.4741,13,3,10,0.2308
map,Lijiang Tower,Support,Juno,93,44,49,0.4731,27,12,15,0.4444
map,Lijiang Tower,Support,Ana,66,25,41,0.3788,13,9,4,0.6923
map,Lijiang Tower,Support,Jetpack Cat,51,25,26,0.4902,23,11,12,0.4783
map,Lijiang Tower,Support,Brigitte,38,17,21,0.4474,18,7,11,0.3889
map,Lijiang Tower,Support,Illari,15,7,8,0.4667,11,5,6,0.4545
map,Lijiang Tower,Support,Wuyang,14,5,9,0.3571,10,3,7,0.3
map,Lijiang Tower,Support,Mizuki,13,6,7,0.4615,3,1,2,0.3333
map,Lijiang Tower,Support,Baptiste,13,3,10,0.2308,9,2,7,0.2222
map,Lijiang Tower,Support,Moira,1,0,1,0.0,1,0,1,0.0
map,Lijiang Tower,Support,Mercy,1,0,1,0.0,1,0,1,0.0
map,Lijiang Tower,Support,Lifeweaver,1,0,1,0.0,1,0,1,0.0
map,Lijiang Tower,Tank,Zarya,74,36,38,0.4865,24,11,13,0.4583
map,Lijiang Tower,Tank,D.Va,68,32,36,0.4706,28,12,16,0.4286
map,Lijiang Tower,Tank,Winston,51,12,39,0.2353,10,2,8,0.2
map,Lijiang Tower,Tank,Mauga,32,11,21,0.3438,14,2,12,0.1429
map,Lijiang Tower,Tank,Wrecking Ball,25,10,15,0.4,19,7,12,0.3684
map,Lijiang Tower,Tank,Ramattra,23,10,13,0.4348,19,8,11,0.4211
map,Lijiang Tower,Tank,Hazard,23,11,12,0.4783,17,8,9,0.4706
map,Lijiang Tower,Tank,Orisa,21,10,11,0.4762,15,7,8,0.4667
map,Lijiang Tower,Tank,Domina,14,6,8,0.4286,4,1,3,0.25
map,Lijiang Tower,Tank,Doomfist,12,5,7,0.4167,10,4,6,0.4
map,Lijiang Tower,Tank,Sigma,4,0,4,0.0,4,0,4,0.0
map,Lijiang Tower,Tank,Roadhog,1,0,1,0.0,1,0,1,0.0
map,Lijiang Tower,Tank,Reinhardt,1,1,0,1.0,1,1,0,1.0
map,Lijiang Tower,Tank,Junker Queen,1,0,1,0.0,1,0,1,0.0
map,Midtown,DPS,Vendetta,30,15,15,0.5,6,3,3,0.5
map,Midtown,DPS,Emre,30,16,14,0.5333,4,3,1,0.75
map,Midtown,DPS,Sojourn,21,10,11,0.4762,7,3,4,0.4286
map,Midtown,DPS,Widowmaker,21,11,10,0.5238,13,7,6,0.5385
map,Midtown,DPS,Tracer,17,6,11,0.3529,9,2,7,0.2222
map,Midtown,DPS,Symmetra,15,9,6,0.6,9,6,3,0.6667
map,Midtown,DPS,Cassidy,8,3,5,0.375,6,2,4,0.3333
map,Midtown,DPS,Hanzo,7,6,1,0.8571,5,5,0,1.0
map,Midtown,DPS,Echo,5,4,1,0.8,5,4,1,0.8
map,Midtown,DPS,Bastion,4,2,2,0.5,4,2,2,0.5
map,Midtown,DPS,Mei,4,2,2,0.5,4,2,2,0.5
map,Midtown,DPS,Venture,3,0,3,0.0,3,0,3,0.0
map,Midtown,DPS,Genji,3,1,2,0.3333,3,1,2,0.3333
map,Midtown,DPS,Pharah,3,2,1,0.6667,3,2,1,0.6667
map,Midtown,DPS,Torbjörn,1,1,0,1.0,1,1,0,1.0
map,Midtown,DPS,Sombra,1,1,0,1.0,1,1,0,1.0
map,Midtown,DPS,Sierra,1,1,0,1.0,1,1,0,1.0
map,Midtown,Support,Kiriko,38,19,19,0.5,2,1,1,0.5
map,Midtown,Support,Lúcio,29,15,14,0.5172,3,2,1,0.6667
map,Midtown,Support,Wuyang,19,8,11,0.4211,7,2,5,0.2857
map,Midtown,Support,Juno,15,7,8,0.4667,7,3,4,0.4286
map,Midtown,Support,Ana,13,9,4,0.6923,7,6,1,0.8571
map,Midtown,Support,Brigitte,12,4,8,0.3333,8,2,6,0.25
map,Midtown,Support,Illari,8,4,4,0.5,6,3,3,0.5
map,Midtown,Support,Baptiste,6,4,2,0.6667,6,4,2,0.6667
map,Midtown,Support,Zenyatta,5,3,2,0.6,5,3,2,0.6
map,Midtown,Support,Jetpack Cat,4,1,3,0.25,4,1,3,0.25
map,Midtown,Support,Mizuki,2,0,2,0.0,2,0,2,0.0
map,Midtown,Support,Lifeweaver,2,2,0,1.0,2,2,0,1.0
map,Midtown,Support,Mercy,1,0,1,0.0,1,0,1,0.0
map,Midtown,Tank,D.Va,30,13,17,0.4333,6,1,5,0.1667
map,Midtown,Tank,Zarya,25,12,13,0.48,5,2,3,0.4
map,Midtown,Tank,Domina,6,3,3,0.5,4,2,2,0.5
map,Midtown,Tank,Sigma,6,4,2,0.6667,6,4,2,0.6667
map,Midtown,Tank,Orisa,6,2,4,0.3333,6,2,4,0.3333
map,Midtown,Tank,Ramattra,5,2,3,0.4,3,1,2,0.3333
map,Midtown,Tank,Hazard,5,3,2,0.6,5,3,2,0.6
map,Midtown,Tank,Doomfist,4,1,3,0.25,4,1,3,0.25
map,Midtown,Tank,Wrecking Ball,3,3,0,1.0,3,3,0,1.0
map,Midtown,Tank,Winston,2,2,0,1.0,2,2,0,1.0
map,Midtown,Tank,Reinhardt,1,1,0,1.0,1,1,0,1.0
map,New Junk City,DPS,Sojourn,8,4,4,0.5,0,0,0,0.0
map,New Junk City,DPS,Vendetta,8,4,4,0.5,0,0,0,0.0
map,New Junk City,DPS,Tracer,4,1,3,0.25,2,0,2,0.0
map,New Junk City,DPS,Symmetra,2,1,1,0.5,0,0,0,0.0
map,New Junk City,Support,Kiriko,8,4,4,0.5,0,0,0,0.0
map,New Junk City,Support,Lúcio,8,4,4,0.5,0,0,0,0.0
map,New Junk City,Support,Juno,1,0,1,0.0,1,0,1,0.0
map,New Junk City,Tank,Domina,5,2,3,0.4,1,0,1,0.0
map,New Junk City,Tank,Zarya,4,2,2,0.5,0,0,0,0.0
map,New Junk City,Tank,Wrecking Ball,3,1,2,0.3333,3,1,2,0.3333
map,New Junk City,Tank,Ramattra,1,0,1,0.0,1,0,1,0.0
map,Numbani,DPS,Emre,37,19,18,0.5135,7,4,3,0.5714
map,Numbani,DPS,Tracer,33,15,18,0.4545,7,2,5,0.2857
map,Numbani,DPS,Vendetta,27,13,14,0.4815,5,2,3,0.4
map,Numbani,DPS,Symmetra,20,8,12,0.4,8,3,5,0.375
map,Numbani,DPS,Cassidy,14,4,10,0.2857,6,1,5,0.1667
map,Numbani,DPS,Sojourn,14,5,9,0.3571,6,1,5,0.1667
map,Numbani,DPS,Bastion,13,6,7,0.4615,1,0,1,0.0
map,Numbani,DPS,Echo,12,6,6,0.5,6,3,3,0.5
map,Numbani,DPS,Widowmaker,11,5,6,0.4545,7,3,4,0.4286
map,Numbani,DPS,Mei,9,3,6,0.3333,7,2,5,0.2857
map,Numbani,DPS,Reaper,6,3,3,0.5,2,1,1,0.5
map,Numbani,DPS,Ashe,3,0,3,0.0,3,0,3,0.0
map,Numbani,DPS,Genji,3,1,2,0.3333,3,1,2,0.3333
map,Numbani,DPS,Freja,3,2,1,0.6667,3,2,1,0.6667
map,Numbani,DPS,Hanzo,3,1,2,0.3333,3,1,2,0.3333
map,Numbani,DPS,Pharah,3,3,0,1.0,3,3,0,1.0
map,Numbani,DPS,Soldier: 76,3,1,2,0.3333,3,1,2,0.3333
map,Numbani,DPS,Venture,2,1,1,0.5,2,1,1,0.5
map,Numbani,DPS,Anran,2,1,1,0.5,2,1,1,0.5
map,Numbani,DPS,Sombra,2,1,1,0.5,2,1,1,0.5
map,Numbani,DPS,Sierra,1,0,1,0.0,1,0,1,0.0
map,Numbani,DPS,Torbjörn,1,1,0,1.0,1,1,0,1.0
map,Numbani,Support,Kiriko,47,24,23,0.5106,3,2,1,0.6667
map,Numbani,Support,Lúcio,32,13,19,0.4062,10,2,8,0.2
map,Numbani,Support,Jetpack Cat,20,11,9,0.55,6,4,2,0.6667
map,Numbani,Support,Ana,17,9,8,0.5294,5,3,2,0.6
map,Numbani,Support,Juno,14,9,5,0.6429,10,7,3,0.7
map,Numbani,Support,Brigitte,10,4,6,0.4,10,4,6,0.4
map,Numbani,Support,Baptiste,9,1,8,0.1111,7,1,6,0.1429
map,Numbani,Support,Wuyang,7,5,2,0.7143,3,3,0,1.0
map,Numbani,Support,Mizuki,5,3,2,0.6,3,2,1,0.6667
map,Numbani,Support,Mercy,4,3,1,0.75,4,3,1,0.75
map,Numbani,Support,Illari,3,2,1,0.6667,3,2,1,0.6667
map,Numbani,Support,Moira,3,1,2,0.3333,1,0,1,0.0
map,Numbani,Support,Lifeweaver,1,0,1,0.0,1,0,1,0.0
map,Numbani,Support,Zenyatta,1,0,1,0.0,1,0,1,0.0
map,Numbani,Tank,D.Va,28,16,12,0.5714,12,8,4,0.6667
map,Numbani,Tank,Zarya,21,13,8,0.619,9,7,2,0.7778
map,Numbani,Tank,Hazard,10,4,6,0.4,8,3,5,0.375
map,Numbani,Tank,Ramattra,9,1,8,0.1111,7,0,7,0.0
map,Numbani,Tank,Orisa,8,3,5,0.375,6,2,4,0.3333
map,Numbani,Tank,Mauga,8,3,5,0.375,4,1,3,0.25
map,Numbani,Tank,Winston,5,2,3,0.4,3,1,2,0.3333
map,Numbani,Tank,Wrecking Ball,4,1,3,0.25,4,1,3,0.25
map,Numbani,Tank,Reinhardt,4,1,3,0.25,4,1,3,0.25
map,Numbani,Tank,Sigma,3,0,3,0.0,3,0,3,0.0
map,Numbani,Tank,Doomfist,3,0,3,0.0,3,0,3,0.0
map,Numbani,Tank,Roadhog,1,0,1,0.0,1,0,1,0.0
map,Oasis,DPS,Symmetra,59,30,29,0.5085,5,3,2,0.6
map,Oasis,DPS,Tracer,50,25,25,0.5,8,4,4,0.5
map,Oasis,DPS,Emre,43,20,23,0.4651,11,4,7,0.3636
map,Oasis,DPS,Sojourn,27,12,15,0.4444,17,7,10,0.4118
map,Oasis,DPS,Vendetta,26,10,16,0.3846,8,1,7,0.125
map,Oasis,DPS,Cassidy,16,9,7,0.5625,10,6,4,0.6
map,Oasis,DPS,Pharah,13,8,5,0.6154,11,7,4,0.6364
map,Oasis,DPS,Echo,8,3,5,0.375,8,3,5,0.375
map,Oasis,DPS,Mei,3,1,2,0.3333,3,1,2,0.3333
map,Oasis,DPS,Genji,3,1,2,0.3333,1,0,1,0.0
map,Oasis,DPS,Reaper,3,0,3,0.0,3,0,3,0.0
map,Oasis,DPS,Widowmaker,2,1,1,0.5,0,0,0,0.0
map,Oasis,DPS,Sierra,1,1,0,1.0,1,1,0,1.0
map,Oasis,DPS,Venture,1,0,1,0.0,1,0,1,0.0
map,Oasis,DPS,Sombra,1,0,1,0.0,1,0,1,0.0
map,Oasis,Support,Kiriko,64,32,32,0.5,6,3,3,0.5
map,Oasis,Support,Lúcio,52,25,27,0.4808,6,2,4,0.3333
map,Oasis,Support,Juno,46,23,23,0.5,14,7,7,0.5
map,Oasis,Support,Brigitte,15,7,8,0.4667,9,4,5,0.4444
map,Oasis,Support,Jetpack Cat,7,2,5,0.2857,5,1,4,0.2
map,Oasis,Support,Illari,7,5,2,0.7143,5,4,1,0.8
map,Oasis,Support,Wuyang,5,3,2,0.6,3,2,1,0.6667
map,Oasis,Support,Baptiste,2,1,1,0.5,2,1,1,0.5
map,Oasis,Support,Lifeweaver,1,0,1,0.0,1,0,1,0.0
map,Oasis,Support,Moira,1,1,0,1.0,1,1,0,1.0
map,Oasis,Tank,D.Va,27,16,11,0.5926,13,9,4,0.6923
map,Oasis,Tank,Hazard,22,9,13,0.4091,10,3,7,0.3
map,Oasis,Tank,Zarya,21,7,14,0.3333,11,2,9,0.1818
map,Oasis,Tank,Orisa,15,5,10,0.3333,11,3,8,0.2727
map,Oasis,Tank,Wrecking Ball,11,4,7,0.3636,9,3,6,0.3333
map,Oasis,Tank,Mauga,6,3,3,0.5,6,3,3,0.5
map,Oasis,Tank,Winston,5,1,4,0.2,5,1,4,0.2
map,Oasis,Tank,Ramattra,5,2,3,0.4,5,2,3,0.4
map,Oasis,Tank,Doomfist,4,0,4,0.0,4,0,4,0.0
map,Oasis,Tank,Roadhog,1,1,0,1.0,1,1,0,1.0
map,Oasis,Tank,Junker Queen,1,1,0,1.0,1,1,0,1.0
map,Rialto,DPS,Emre,56,28,28,0.5,8,4,4,0.5
map,Rialto,DPS,Tracer,48,23,25,0.4792,10,4,6,0.4
map,Rialto,DPS,Widowmaker,44,18,26,0.4091,12,2,10,0.1667
map,Rialto,DPS,Echo,23,11,12,0.4783,15,7,8,0.4667
map,Rialto,DPS,Pharah,21,12,9,0.5714,11,7,4,0.6364
map,Rialto,DPS,Sojourn,19,6,13,0.3158,9,1,8,0.1111
map,Rialto,DPS,Vendetta,17,7,10,0.4118,13,5,8,0.3846
map,Rialto,DPS,Cassidy,16,6,10,0.375,14,5,9,0.3571
map,Rialto,DPS,Symmetra,16,10,6,0.625,10,7,3,0.7
map,Rialto,DPS,Hanzo,7,3,4,0.4286,7,3,4,0.4286
map,Rialto,DPS,Bastion,6,3,3,0.5,2,1,1,0.5
map,Rialto,DPS,Reaper,6,3,3,0.5,4,2,2,0.5
map,Rialto,DPS,Genji,4,2,2,0.5,4,2,2,0.5
map,Rialto,DPS,Mei,4,2,2,0.5,2,1,1,0.5
map,Rialto,DPS,Venture,3,1,2,0.3333,3,1,2,0.3333
map,Rialto,DPS,Ashe,3,1,2,0.3333,3,1,2,0.3333
map,Rialto,DPS,Freja,1,0,1,0.0,1,0,1,0.0
map,Rialto,DPS,Sierra,1,1,0,1.0,1,1,0,1.0
map,Rialto,DPS,Anran,1,1,0,1.0,1,1,0,1.0
map,Rialto,DPS,Torbjörn,1,0,1,0.0,1,0,1,0.0
map,Rialto,Support,Kiriko,55,25,30,0.4545,7,1,6,0.1429
map,Rialto,Support,Ana,39,19,20,0.4872,11,5,6,0.4545
map,Rialto,Support,Lúcio,34,14,20,0.4118,18,6,12,0.3333
map,Rialto,Support,Brigitte,21,8,13,0.381,11,3,8,0.2727
map,Rialto,Support,Jetpack Cat,18,11,7,0.6111,12,8,4,0.6667
map,Rialto,Support,Illari,15,8,7,0.5333,11,6,5,0.5455
map,Rialto,Support,Baptiste,12,6,6,0.5,6,3,3,0.5
map,Rialto,Support,Wuyang,10,3,7,0.3,10,3,7,0.3
map,Rialto,Support,Juno,10,4,6,0.4,8,3,5,0.375
map,Rialto,Support,Mizuki,3,2,1,0.6667,3,2,1,0.6667
map,Rialto,Support,Zenyatta,3,1,2,0.3333,3,1,2,0.3333
map,Rialto,Support,Mercy,2,2,0,1.0,2,2,0,1.0
map,Rialto,Tank,D.Va,39,20,19,0.5128,13,7,6,0.5385
map,Rialto,Tank,Winston,16,6,10,0.375,12,4,8,0.3333
map,Rialto,Tank,Orisa,14,9,5,0.6429,10,7,3,0.7
map,Rialto,Tank,Zarya,14,6,8,0.4286,8,3,5,0.375
map,Rialto,Tank,Hazard,12,7,5,0.5833,12,7,5,0.5833
map,Rialto,Tank,Ramattra,11,4,7,0.3636,9,3,6,0.3333
map,Rialto,Tank,Sigma,5,1,4,0.2,5,1,4,0.2
map,Rialto,Tank,Doomfist,5,0,5,0.0,5,0,5,0.0
map,Rialto,Tank,Wrecking Ball,3,2,1,0.6667,3,2,1,0.6667
map,Rialto,Tank,Mauga,3,2,1,0.6667,3,2,1,0.6667
map,Rialto,Tank,Reinhardt,2,2,0,1.0,2,2,0,1.0
map,Runasapi,DPS,Emre,64,32,32,0.5,12,6,6,0.5
map,Runasapi,DPS,Tracer,52,24,28,0.4615,10,3,7,0.3
map,Runasapi,DPS,Vendetta,46,22,24,0.4783,10,4,6,0.4
map,Runasapi,DPS,Sojourn,37,15,22,0.4054,19,6,13,0.3158
map,Runasapi,DPS,Pharah,18,9,9,0.5,14,7,7,0.5
map,Runasapi,DPS,Symmetra,17,9,8,0.5294,7,4,3,0.5714
map,Runasapi,DPS,Cassidy,7,3,4,0.4286,7,3,4,0.4286
map,Runasapi,DPS,Echo,5,3,2,0.6,5,3,2,0.6
map,Runasapi,DPS,Bastion,5,3,2,0.6,1,1,0,1.0
map,Runasapi,DPS,Genji,4,2,2,0.5,4,2,2,0.5
map,Runasapi,DPS,Mei,3,1,2,0.3333,3,1,2,0.3333
map,Runasapi,DPS,Widowmaker,3,0,3,0.0,3,0,3,0.0
map,Runasapi,DPS,Sierra,1,0,1,0.0,1,0,1,0.0
map,Runasapi,DPS,Reaper,1,1,0,1.0,1,1,0,1.0
map,Runasapi,Support,Kiriko,74,39,35,0.527,8,6,2,0.75
map,Runasapi,Support,Lúcio,61,30,31,0.4918,13,6,7,0.4615
map,Runasapi,Support,Juno,47,20,27,0.4255,17,5,12,0.2941
map,Runasapi,Support,Brigitte,23,8,15,0.3478,13,3,10,0.2308
map,Runasapi,Support,Jetpack Cat,7,4,3,0.5714,3,2,1,0.6667
map,Runasapi,Support,Illari,6,2,4,0.3333,6,2,4,0.3333
map,Runasapi,Support,Wuyang,5,4,1,0.8,5,4,1,0.8
map,Runasapi,Support,Baptiste,5,4,1,0.8,3,3,0,1.0
map,Runasapi,Support,Ana,5,1,4,0.2,3,0,3,0.0
map,Runasapi,Support,Moira,1,0,1,0.0,1,0,1,0.0
map,Runasapi,Support,Zenyatta,1,1,0,1.0,1,1,0,1.0
map,Runasapi,Tank,Zarya,42,20,22,0.4762,12,5,7,0.4167
map,Runasapi,Tank,D.Va,31,16,15,0.5161,13,7,6,0.5385
map,Runasapi,Tank,Ramattra,16,6,10,0.375,10,3,7,0.3
map,Runasapi,Tank,Orisa,13,5,8,0.3846,7,2,5,0.2857
map,Runasapi,Tank,Mauga,13,7,6,0.5385,7,4,3,0.5714
map,Runasapi,Tank,Wrecking Ball,8,2,6,0.25,8,2,6,0.25
map,Runasapi,Tank,Hazard,4,1,3,0.25,2,0,2,0.0
map,Runasapi,Tank,Doomfist,4,1,3,0.25,4,1,3,0.25
map,Runasapi,Tank,Domina,1,0,1,0.0,1,0,1,0.0
