scope_type,scope_name,role,hero_name,map_sets_played,map_set_wins,map_set_losses,win_rate,non_mirror_map_sets_played,non_mirror_wins,non_mirror_losses,non_mirror_win_rate
map,Runasapi,Tank,Winston,1,1,0,1.0,1,1,0,1.0
map,Shambali Monastery,DPS,Sojourn,10,4,6,0.4,2,0,2,0.0
map,Shambali Monastery,DPS,Tracer,7,4,3,0.5714,1,1,0,1.0
map,Shambali Monastery,DPS,Vendetta,7,4,3,0.5714,3,2,1,0.6667
map,Shambali Monastery,DPS,Widowmaker,5,4,1,0.8,3,3,0,1.0
map,Shambali Monastery,DPS,Hanzo,5,3,2,0.6,3,2,1,0.6667
map,Shambali Monastery,DPS,Cassidy,5,3,2,0.6,1,1,0,1.0
map,Shambali Monastery,DPS,Echo,3,2,1,0.6667,1,1,0,1.0
map,Shambali Monastery,DPS,Freja,2,0,2,0.0,2,0,2,0.0
map,Shambali Monastery,DPS,Emre,1,0,1,0.0,1,0,1,0.0
map,Shambali Monastery,DPS,Ashe,1,0,1,0.0,1,0,1,0.0
map,Shambali Monastery,DPS,Pharah,1,0,1,0.0,1,0,1,0.0
map,Shambali Monastery,DPS,Sombra,1,0,1,0.0,1,0,1,0.0
map,Shambali Monastery,Support,Kiriko,9,5,4,0.5556,1,1,0,1.0
map,Shambali Monastery,Support,Lúcio,8,4,4,0.5,2,1,1,0.5
map,Shambali Monastery,Support,Jetpack Cat,7,3,4,0.4286,3,1,2,0.3333
map,Shambali Monastery,Support,Baptiste,4,1,3,0.25,2,0,2,0.0
map,Shambali Monastery,Support,Zenyatta,4,1,3,0.25,4,1,3,0.25
map,Shambali Monastery,Support,Juno,3,2,1,0.6667,1,1,0,1.0
map,Shambali Monastery,Support,Wuyang,2,0,2,0.0,2,0,2,0.0
map,Shambali Monastery,Support,Illari,2,1,1,0.5,0,0,0,0.0
map,Shambali Monastery,Support,Ana,1,0,1,0.0,1,0,1,0.0
map,Shambali Monastery,Support,Mercy,1,0,1,0.0,1,0,1,0.0
map,Shambali Monastery,Support,Lifeweaver,1,1,0,1.0,1,1,0,1.0
map,Shambali Monastery,Tank,Domina,8,4,4,0.5,2,1,1,0.5
map,Shambali Monastery,Tank,Zarya,5,2,3,0.4,3,1,2,0.3333
map,Shambali Monastery,Tank,D.Va,5,3,2,0.6,1,1,0,1.0
map,Shambali Monastery,Tank,Reinhardt,1,1,0,1.0,1,1,0,1.0
map,Shambali Monastery,Tank,Ramattra,1,0,1,0.0,1,0,1,0.0
map,Suravasa,DPS,Symmetra,66,34,32,0.5152,12,9,3,0.75
map,Suravasa,DPS,Tracer,64,29,35,0.4531,10,2,8,0.2
map,Suravasa,DPS,Emre,56,22,34,0.3929,16,2,14,0.125
map,Suravasa,DPS,Sojourn,37,19,18,0.5135,15,8,7,0.5333
map,Suravasa,DPS,Vendetta,36,17,19,0.4722,8,3,5,0.375
map,Suravasa,DPS,Cassidy,13,5,8,0.3846,13,5,8,0.3846
map,Suravasa,DPS,Bastion,8,4,4,0.5,2,1,1,0.5
map,Suravasa,DPS,Echo,7,3,4,0.4286,7,3,4,0.4286
map,Suravasa,DPS,Pharah,7,2,5,0.2857,7,2,5,0.2857
map,Suravasa,DPS,Mei,5,2,3,0.4,5,2,3,0.4
map,Suravasa,DPS,Sombra,5,2,3,0.4,3,1,2,0.3333
map,Suravasa,DPS,Reaper,5,2,3,0.4,3,1,2,0.3333
map,Suravasa,DPS,Soldier: 76,2,0,2,0.0,2,0,2,0.0
map,Suravasa,DPS,Sierra,2,1,1,0.5,0,0,0,0.0
map,Suravasa,DPS,Torbjörn,1,0,1,0.0,1,0,1,0.0
map,Suravasa,DPS,Ashe,1,0,1,0.0,1,0,1,0.0
map,Suravasa,DPS,Genji,1,0,1,0.0,1,0,1,0.0
map,Suravasa,DPS,Junkrat,1,1,0,1.0,1,1,0,1.0
map,Suravasa,DPS,Anran,1,1,0,1.0,1,1,0,1.0
map,Suravasa,DPS,Venture,1,1,0,1.0,1,1,0,1.0
map,Suravasa,Support,Kiriko,69,31,38,0.4493,15,5,10,0.3333
map,Suravasa,Support,Lúcio,60,30,30,0.5,12,7,5,0.5833
map,Suravasa,Support,Juno,46,18,28,0.3913,16,4,12,0.25
map,Suravasa,Support,Brigitte,22,7,15,0.3182,12,2,10,0.1667
map,Suravasa,Support,Jetpack Cat,16,9,7,0.5625,6,4,2,0.6667
map,Suravasa,Support,Ana,15,9,6,0.6,11,7,4,0.6364
map,Suravasa,Support,Illari,10,7,3,0.7,10,7,3,0.7
map,Suravasa,Support,Wuyang,8,3,5,0.375,6,2,4,0.3333
map,Suravasa,Support,Baptiste,4,0,4,0.0,4,0,4,0.0
map,Suravasa,Support,Mercy,2,1,1,0.5,2,1,1,0.5
map,Suravasa,Support,Lifeweaver,1,0,1,0.0,1,0,1,0.0
map,Suravasa,Support,Zenyatta,1,0,1,0.0,1,0,1,0.0
map,Suravasa,Support,Mizuki,1,0,1,0.0,1,0,1,0.0
map,Suravasa,Tank,D.Va,40,15,25,0.375,18,4,14,0.2222
map,Suravasa,Tank,Zarya,19,10,9,0.5263,11,6,5,0.5455
map,Suravasa,Tank,Wrecking Ball,19,8,11,0.4211,11,4,7,0.3636
map,Suravasa,Tank,Hazard,13,7,6,0.5385,9,5,4,0.5556
map,Suravasa,Tank,Orisa,11,6,5,0.5455,5,3,2,0.6
map,Suravasa,Tank,Mauga,10,3,7,0.3,8,2,6,0.25
map,Suravasa,Tank,Doomfist,6,2,4,0.3333,6,2,4,0.3333
map,Suravasa,Tank,Winston,6,3,3,0.5,4,2,2,0.5
map,Suravasa,Tank,Ramattra,5,2,3,0.4,3,2,1,0.6667
map,Suravasa,Tank,Sigma,5,1,4,0.2,3,1,2,0.3333
map,Suravasa,Tank,Domina,3,1,2,0.3333,3,1,2,0.3333
map,Suravasa,Tank,Junker Queen,1,0,1,0.0,1,0,1,0.0
map,Suravasa,Tank,Roadhog,1,0,1,0.0,1,0,1,0.0
map,Watchpoint: Gibraltar,DPS,Tracer,70,32,38,0.4571,8,2,6,0.25
map,Watchpoint: Gibraltar,DPS,Emre,49,25,24,0.5102,13,7,6,0.5385
map,Watchpoint: Gibraltar,DPS,Widowmaker,38,21,17,0.5526,24,15,9,0.625
map,Watchpoint: Gibraltar,DPS,Cassidy,37,17,20,0.4595,21,9,12,0.4286
map,Watchpoint: Gibraltar,DPS,Symmetra,21,9,12,0.4286,13,5,8,0.3846
map,Watchpoint: Gibraltar,DPS,Hanzo,17,8,9,0.4706,13,6,7,0.4615
map,Watchpoint: Gibraltar,DPS,Sojourn,14,4,10,0.2857,12,3,9,0.25
map,Watchpoint: Gibraltar,DPS,Vendetta,14,10,4,0.7143,8,7,1,0.875
map,Watchpoint: Gibraltar,DPS,Genji,12,9,3,0.75,10,8,2,0.8
map,Watchpoint: Gibraltar,DPS,Ashe,10,4,6,0.4,4,1,3,0.25
map,Watchpoint: Gibraltar,DPS,Freja,9,2,7,0.2222,9,2,7,0.2222
map,Watchpoint: Gibraltar,DPS,Reaper,9,4,5,0.4444,5,2,3,0.4
map,Watchpoint: Gibraltar,DPS,Torbjörn,7,2,5,0.2857,3,0,3,0.0
map,Watchpoint: Gibraltar,DPS,Venture,7,3,4,0.4286,5,2,3,0.4
map,Watchpoint: Gibraltar,DPS,Bastion,6,3,3,0.5,4,2,2,0.5
map,Watchpoint: Gibraltar,DPS,Mei,3,1,2,0.3333,3,1,2,0.3333
map,Watchpoint: Gibraltar,DPS,Anran,3,1,2,0.3333,3,1,2,0.3333
map,Watchpoint: Gibraltar,DPS,Soldier: 76,2,1,1,0.5,2,1,1,0.5
map,Watchpoint: Gibraltar,DPS,Echo,2,1,1,0.5,2,1,1,0.5
map,Watchpoint: Gibraltar,DPS,Sombra,2,1,1,0.5,2,1,1,0.5
map,Watchpoint: Gibraltar,DPS,Sierra,1,1,0,1.0,1,1,0,1.0
map,Watchpoint: Gibraltar,DPS,Pharah,1,1,0,1.0,1,1,0,1.0
map,Watchpoint: Gibraltar,Support,Kiriko,66,31,35,0.4697,8,3,5,0.375
map,Watchpoint: Gibraltar,Support,Brigitte,37,16,21,0.4324,13,4,9,0.3077
map,Watchpoint: Gibraltar,Support,Lúcio,36,15,21,0.4167,14,4,10,0.2857
map,Watchpoint: Gibraltar,Support,Ana,33,17,16,0.5152,9,5,4,0.5556
map,Watchpoint: Gibraltar,Support,Wuyang,18,8,10,0.4444,10,4,6,0.4
map,Watchpoint: Gibraltar,Support,Illari,17,8,9,0.4706,13,6,7,0.4615
map,Watchpoint: Gibraltar,Support,Jetpack Cat,14,8,6,0.5714,8,5,3,0.625
map,Watchpoint: Gibraltar,Support,Baptiste,9,3,6,0.3333,5,1,4,0.2
map,Watchpoint: Gibraltar,Support,Mizuki,9,5,4,0.5556,9,5,4,0.5556
map,Watchpoint: Gibraltar,Support,Juno,7,4,3,0.5714,3,2,1,0.6667
map,Watchpoint: Gibraltar,Support,Lifeweaver,4,2,2,0.5,4,2,2,0.5
map,Watchpoint: Gibraltar,Support,Zenyatta,4,2,2,0.5,2,1,1,0.5
map,Watchpoint: Gibraltar,Support,Mercy,2,0,2,0.0,2,0,2,0.0
map,Watchpoint: Gibraltar,Support,Moira,1,0,1,0.0,1,0,1,0.0
map,Watchpoint: Gibraltar,Tank,D.Va,35,19,16,0.5429,7,5,2,0.7143
map,Watchpoint: Gibraltar,Tank,Winston,34,18,16,0.5294,16,9,7,0.5625
map,Watchpoint: Gibraltar,Tank,Wrecking Ball,16,8,8,0.5,10,5,5,0.5
map,Watchpoint: Gibraltar,Tank,Hazard,14,8,6,0.5714,8,5,3,0.625
map,Watchpoint: Gibraltar,Tank,Doomfist,9,1,8,0.1111,7,0,7,0.0
map,Watchpoint: Gibraltar,Tank,Zarya,8,3,5,0.375,8,3,5,0.375
map,Watchpoint: Gibraltar,Tank,Roadhog,7,1,6,0.1429,7,1,6,0.1429
map,Watchpoint: Gibraltar,Tank,Sigma,5,3,2,0.6,3,2,1,0.6667
map,Watchpoint: Gibraltar,Tank,Mauga,4,2,2,0.5,4,2,2,0.5
map,Watchpoint: Gibraltar,Tank,Domina,3,2,1,0.6667,1,1,0,1.0
map,Watchpoint: Gibraltar,Tank,Ramattra,3,2,1,0.6667,3,2,1,0.6667
map,Watchpoint: Gibraltar,Tank,Orisa,2,2,0,1.0,2,2,0,1.0
map,Watchpoint: Gibraltar,Tank,Reinhardt,2,1,1,0.5,2,1,1,0.5
player,9TRIBEZ,Tank,Zarya,9,3,6,0.3333,2,1,1,0.5
player,9TRIBEZ,Tank,Hazard,5,1,4,0.2,4,0,4,0.0
player,9TRIBEZ,Tank,Orisa,3,0,3,0.0,3,0,3,0.0
player,9TRIBEZ,Tank,Ramattra,1,0,1,0.0,1,0,1,0.0
player,9TRIBEZ,Tank,Sigma,1,0,1,0.0,0,0,0,0.0
player,9TRIBEZ,Tank,Doomfist,1,0,1,0.0,1,0,1,0.0
player,9TRIBEZ,Tank,D.Va,1,0,1,0.0,0,0,0,0.0
player,A1IEN,DPS,Sojourn,14,7,7,0.5,4,1,3,0.25
player,A1IEN,DPS,Emre,11,4,7,0.3636,1,1,0,1.0
player,A1IEN,DPS,Bastion,7,4,3,0.5714,3,2,1,0.6667
player,A1IEN,DPS,Genji,3,0,3,0.0,3,0,3,0.0
player,A1IEN,DPS,Cassidy,3,1,2,0.3333,1,1,0,1.0
player,A1IEN,DPS,Symmetra,1,0,1,0.0,0,0,0,0.0
player,A1IEN,DPS,Vendetta,1,0,1,0.0,0,0,0,0.0
player,A1IEN,DPS,Widowmaker,1,1,0,1.0,0,0,0,0.0
player,A1WAYS,Support,Lúcio,23,8,15,0.3478,3,1,2,0.3333
player,A1WAYS,Support,Wuyang,9,4,5,0.4444,6,4,2,0.6667
player,A1WAYS,Support,Baptiste,4,0,4,0.0,3,0,3,0.0
player,A1WAYS,Support,Ana,3,0,3,0.0,0,0,0,0.0
player,A1WAYS,Support,Kiriko,2,0,2,0.0,2,0,2,0.0
player,A1WAYS,Support,Juno,1,1,0,1.0,1,1,0,1.0
player,APDO,DPS,Vendetta,19,7,12,0.3684,7,2,5,0.2857
player,APDO,DPS,Tracer,14,6,8,0.4286,4,1,3,0.25
player,APDO,DPS,Symmetra,11,2,9,0.1818,3,1,2,0.3333
player,APDO,DPS,Echo,3,0,3,0.0,2,0,2,0.0
player,APDO,DPS,Venture,1,1,0,1.0,1,1,0,1.0
player,APDO,DPS,Torbjörn,1,0,1,0.0,1,0,1,0.0
player,APDO,DPS,Emre,1,0,1,0.0,0,0,0,0.0
player,APDO,DPS,Cassidy,1,0,1,0.0,1,0,1,0.0
player,APDO,DPS,Widowmaker,1,0,1,0.0,1,0,1,0.0
player,ATTACK,Tank,D.Va,22,13,9,0.5909,6,3,3,0.5
player,ATTACK,Tank,Zarya,18,5,13,0.2778,4,0,4,0.0
player,ATTACK,Tank,Hazard,10,7,3,0.7,6,3,3,0.5
player,ATTACK,Tank,Doomfist,4,1,3,0.25,3,1,2,0.3333
player,ATTACK,Tank,Winston,4,2,2,0.5,1,1,0,1.0
player,ATTACK,Tank,Mauga,4,1,3,0.25,3,1,2,0.3333
player,ATTACK,Tank,Ramattra,3,1,2,0.3333,0,0,0,0.0
player,ATTACK,Tank,Orisa,2,1,1,0.5,0,0,0,0.0
player,ATTACK,Tank,Wrecking Ball,1,0,1,0.0,1,0,1,0.0
player,ATTACK,Tank,Reinhardt,1,0,1,0.0,1,0,1,0.0
player,Ackyy,Support,Kiriko,11,8,3,0.7273,0,0,0,0.0
player,Ackyy,Support,Ana,5,4,1,0.8,1,1,0,1.0
player,Ackyy,Support,Juno,4,4,0,1.0,2,2,0,1.0
player,Ackyy,Support,Lúcio,1,1,0,1.0,0,0,0,0.0
player,Ade,DPS,Emre,24,9,15,0.375,0,0,0,0.0
player,Ade,DPS,Sojourn,7,1,6,0.1429,4,0,4,0.0
player,Ade,DPS,Tracer,5,1,4,0.2,1,0,1,0.0
player,Ade,DPS,Widowmaker,5,2,3,0.4,3,2,1,0.6667
player,Ade,DPS,Vendetta,5,1,4,0.2,2,0,2,0.0
player,Ade,DPS,Symmetra,2,0,2,0.0,1,0,1,0.0
player,Ade,DPS,Echo,1,0,1,0.0,1,0,1,0.0
player,Ade,DPS,Bastion,1,1,0,1.0,1,1,0,1.0
player,Admiral,Support,Lúcio,30,14,16,0.4667,12,4,8,0.3333
player,Admiral,Support,Brigitte,9,6,3,0.6667,2,2,0,1.0
player,Admiral,Support,Jetpack Cat,4,2,2,0.5,3,2,1,0.6667
player,Admiral,Support,Kiriko,3,3,0,1.0,0,0,0,0.0
player,Admiral,Support,Juno,2,0,2,0.0,1,0,1,0.0
player,Akraken,Support,Kiriko,4,1,3,0.25,0,0,0,0.0
player,Akraken,Support,Juno,1,0,1,0.0,1,0,1,0.0
player,AlphaYi,DPS,Tracer,19,8,11,0.4211,3,1,2,0.3333
player,AlphaYi,DPS,Vendetta,17,7,10,0.4118,4,1,3,0.25
player,AlphaYi,DPS,Symmetra,13,5,8,0.3846,7,1,6,0.1429
player,AlphaYi,DPS,Pharah,7,4,3,0.5714,5,2,3,0.4
player,AlphaYi,DPS,Widowmaker,2,2,0,1.0,1,1,0,1.0
player,AlphaYi,DPS,Genji,1,0,1,0.0,1,0,1,0.0
player,AlphaYi,DPS,Echo,1,1,0,1.0,1,1,0,1.0
player,Alphari,DPS,Tracer,21,15,6,0.7143,5,4,1,0.8
player,Alphari,DPS,Symmetra,20,14,6,0.7,3,1,2,0.3333
player,Alphari,DPS,Vendetta,12,9,3,0.75,2,0,2,0.0
player,Alphari,DPS,Genji,4,2,2,0.5,1,1,0,1.0
player,Alphari,DPS,Reaper,4,2,2,0.5,2,1,1,0.5
player,Alphari,DPS,Mei,3,0,3,0.0,2,0,2,0.0
player,Alphari,DPS,Hanzo,3,1,2,0.3333,3,1,2,0.3333
player,Alphari,DPS,Venture,2,0,2,0.0,1,0,1,0.0
player,Alphari,DPS,Echo,2,1,1,0.5,2,1,1,0.5
player,Alphari,DPS,Pharah,2,1,1,0.5,1,0,1,0.0
player,Alphari,DPS,Emre,1,0,1,0.0,1,0,1,0.0
player,Argon,DPS,Tracer,28,6,22,0.2143,5,0,5,0.0
player,Argon,DPS,Symmetra,13,2,11,0.1538,5,1,4,0.2
player,Argon,DPS,Vendetta,7,0,7,0.0,0,0,0,0.0
player,Argon,DPS,Pharah,6,1,5,0.1667,2,1,1,0.5
player,Argon,DPS,Echo,4,1,3,0.25,3,0,3,0.0
player,Argon,DPS,Widowmaker,2,0,2,0.0,1,0,1,0.0
player,Argon,DPS,Emre,1,0,1,0.0,1,0,1,0.0
player,Argon,DPS,Hanzo,1,0,1,0.0,1,0,1,0.0
player,Argon,DPS,Genji,1,0,1,0.0,0,0,0,0.0
player,Argon,DPS,Mei,1,1,0,1.0,0,0,0,0.0
player,Argon,DPS,Freja,1,1,0,1.0,1,1,0,1.0
player,BABAYAGA,DPS,Vendetta,19,10,9,0.5263,8,4,4,0.5
player,BABAYAGA,DPS,Tracer,13,2,11,0.1538,3,1,2,0.3333
player,BABAYAGA,DPS,Symmetra,6,0,6,0.0,1,0,1,0.0
player,BABAYAGA,DPS,Pharah,4,1,3,0.25,3,1,2,0.3333
player,BABAYAGA,DPS,Widowmaker,3,0,3,0.0,2,0,2,0.0
player,BABAYAGA,DPS,Mei,2,0,2,0.0,1,0,1,0.0
player,BABAYAGA,DPS,Bastion,2,0,2,0.0,0,0,0,0.0
player,BABAYAGA,DPS,Emre,1,0,1,0.0,0,0,0,0.0
player,BABAYAGA,DPS,Hanzo,1,1,0,1.0,1,1,0,1.0
player,BABAYAGA,DPS,Reaper,1,0,1,0.0,1,0,1,0.0
player,BABAYAGA,DPS,Genji,1,0,1,0.0,1,0,1,0.0
player,BABAYAGA,DPS,Sierra,1,0,1,0.0,1,0,1,0.0
player,BABYAGA,DPS,Tracer,3,0,3,0.0,0,0,0,0.0
player,BABYAGA,DPS,Symmetra,1,0,1,0.0,0,0,0,0.0
player,BERNAR,Tank,D.Va,9,6,3,0.6667,1,1,0,1.0
player,BERNAR,Tank,Orisa,6,4,2,0.6667,5,3,2,0.6
player,BERNAR,Tank,Zarya,5,4,1,0.8,2,1,1,0.5
player,BERNAR,Tank,Winston,3,3,0,1.0,2,2,0,1.0
player,BERNAR,Tank,Wrecking Ball,3,3,0,1.0,3,3,0,1.0
player,BERNAR,Tank,Sigma,2,1,1,0.5,0,0,0,0.0
player,BERNAR,Tank,Domina,2,2,0,1.0,2,2,0,1.0
player,BERNAR,Tank,Doomfist,1,1,0,1.0,1,1,0,1.0
player,BERNAR,Tank,Mauga,1,1,0,1.0,0,0,0,0.0
player,BERNAR,Tank,Hazard,1,1,0,1.0,1,1,0,1.0
player,Becky,DPS,Vendetta,16,6,10,0.375,7,3,4,0.4286
player,Becky,DPS,Tracer,15,8,7,0.5333,0,0,0,0.0
player,Becky,DPS,Symmetra,10,4,6,0.4,4,1,3,0.25
player,Becky,DPS,Pharah,6,4,2,0.6667,2,2,0,1.0
player,Becky,DPS,Mei,3,1,2,0.3333,3,1,2,0.3333
player,Becky,DPS,Venture,2,0,2,0.0,2,0,2,0.0
player,Becky,DPS,Echo,1,0,1,0.0,1,0,1,0.0
player,Becky,DPS,Anran,1,1,0,1.0,0,0,0,0.0
player,Beeple,Support,Lúcio,11,3,8,0.2727,4,1,3,0.25
player,Beeple,Support,Kiriko,6,5,1,0.8333,2,2,0,1.0
player,Beeple,Support,Mizuki,5,2,3,0.4,2,1,1,0.5
player,Beeple,Support,Jetpack Cat,3,0,3,0.0,2,0,2,0.0
player,Beeple,Support,Baptiste,3,2,1,0.6667,1,1,0,1.0
player,Beeple,Support,Juno,2,0,2,0.0,1,0,1,0.0
player,Beeple,Support,Wuyang,1,0,1,0.0,1,0,1,0.0
player,Belosrea,Tank,D.Va,16,8,8,0.5,1,0,1,0.0
player,Belosrea,Tank,Wrecking Ball,12,8,4,0.6667,11,7,4,0.6364
player,Belosrea,Tank,Hazard,12,8,4,0.6667,9,5,4,0.5556
player,Belosrea,Tank,Winston,11,5,6,0.4545,9,5,4,0.5556
player,Belosrea,Tank,Doomfist,8,2,6,0.25,7,2,5,0.2857
player,Belosrea,Tank,Ramattra,8,3,5,0.375,8,3,5,0.375
player,Belosrea,Tank,Orisa,5,3,2,0.6,3,2,1,0.6667
player,Belosrea,Tank,Sigma,3,1,2,0.3333,2,0,2,0.0
player,Belosrea,Tank,Reinhardt,2,2,0,1.0,2,2,0,1.0
player,Belosrea,Tank,Junker Queen,1,1,0,1.0,1,1,0,1.0
player,Bliss,Support,Lúcio,29,20,9,0.6897,4,2,2,0.5
player,Bliss,Support,Wuyang,8,5,3,0.625,3,1,2,0.3333
player,Bliss,Support,Jetpack Cat,6,5,1,0.8333,0,0,0,0.0
player,Bliss,Support,Brigitte,3,0,3,0.0,1,0,1,0.0
player,Bliss,Support,Mercy,1,1,0,1.0,1,1,0,1.0
player,Breadturtle,DPS,Tracer,15,2,13,0.1333,4,1,3,0.25
player,Breadturtle,DPS,Vendetta,11,1,10,0.0909,4,0,4,0.0
player,Breadturtle,DPS,Symmetra,10,1,9,0.1,1,0,1,0.0
player,Breadturtle,DPS,Mei,4,1,3,0.25,4,1,3,0.25
player,Breadturtle,DPS,Echo,2,0,2,0.0,1,0,1,0.0
player,Breadturtle,DPS,Sojourn,1,0,1,0.0,1,0,1,0.0
player,Breadturtle,DPS,Genji,1,0,1,0.0,1,0,1,0.0
player,CARU,Support,Kiriko,22,6,16,0.2727,4,0,4,0.0
player,CARU,Support,Juno,8,2,6,0.25,5,1,4,0.2
player,CARU,Support,Ana,6,2,4,0.3333,1,0,1,0.0
player,CARU,Support,Baptiste,1,1,0,1.0,1,1,0,1.0
player,CARU,Support,Zenyatta,1,0,1,0.0,1,0,1,0.0
player,CH0R0NG,Support,Lúcio,18,10,8,0.5556,3,1,2,0.3333
player,CH0R0NG,Support,Jetpack Cat,6,3,3,0.5,1,0,1,0.0
player,CH0R0NG,Support,Wuyang,2,2,0,1.0,1,1,0,1.0
player,CH0R0NG,Support,Brigitte,2,0,2,0.0,1,0,1,0.0
player,CH0R0NG,Support,Kiriko,1,0,1,0.0,1,0,1,0.0
player,CH0R0NG,Support,Illari,1,0,1,0.0,1,0,1,0.0
player,CH0R0NG,Support,Juno,1,1,0,1.0,1,1,0,1.0
player,CH0R0NG,Support,Ana,1,1,0,1.0,1,1,0,1.0
player,Ch0r0ng,Support,Lúcio,19,12,7,0.6316,2,2,0,1.0
player,Ch0r0ng,Support,Jetpack Cat,14,10,4,0.7143,8,6,2,0.75
player,Ch0r0ng,Support,Brigitte,6,5,1,0.8333,1,1,0,1.0
player,Ch0r0ng,Support,Wuyang,4,2,2,0.5,3,2,1,0.6667
player,Ch0r0ng,Support,Kiriko,2,1,1,0.5,0,0,0,0.0
player,Ch0r0ng,Support,Illari,1,0,1,0.0,1,0,1,0.0
player,Ch0r0ng,Support,Lifeweaver,1,0,1,0.0,1,0,1,0.0
player,Ch0r0ng,Support,Juno,1,1,0,1.0,0,0,0,0.0
player,Checkmate,DPS,Symmetra,26,14,12,0.5385,11,7,4,0.6364
player,Checkmate,DPS,Vendetta,18,13,5,0.7222,2,0,2,0.0
player,Checkmate,DPS,Tracer,16,8,8,0.5,3,1,2,0.3333
player,Checkmate,DPS,Pharah,6,3,3,0.5,1,1,0,1.0
player,Checkmate,DPS,Genji,4,2,2,0.5,3,1,2,0.3333
player,Checkmate,DPS,Anran,3,2,1,0.6667,0,0,0,0.0
player,Checkmate,DPS,Mei,3,1,2,0.3333,3,1,2,0.3333
player,Checkmate,DPS,Torbjörn,3,1,2,0.3333,1,0,1,0.0
player,Checkmate,DPS,Widowmaker,2,1,1,0.5,2,1,1,0.5
player,Checkmate,DPS,Echo,2,1,1,0.5,1,0,1,0.0
player,Checkmate,DPS,Venture,1,0,1,0.0,1,0,1,0.0
player,Checkmate,DPS,Reaper,1,0,1,0.0,0,0,0,0.0
player,ChiYo,Support,Lúcio,34,20,14,0.5882,8,3,5,0.375
player,ChiYo,Support,Jetpack Cat,16,9,7,0.5625,6,4,2,0.6667
player,ChiYo,Support,Brigitte,10,6,4,0.6,4,3,1,0.75
player,ChiYo,Support,Juno,9,6,3,0.6667,6,6,0,1.0
player,ChiYo,Support,Wuyang,2,1,1,0.5,0,0,0,0.0
player,ChiYo,Support,Illari,1,1,0,1.0,0,0,0,0.0
player,ChiYo,Support,Lifeweaver,1,1,0,1.0,1,1,0,1.0
player,Cjay,Support,Kiriko,16,12,4,0.75,2,1,1,0.5
player,Cjay,Support,Ana,13,9,4,0.6923,10,7,3,0.7
player,Cjay,Support,Juno,9,7,2,0.7778,3,2,1,0.6667
player,Cjay,Support,Lúcio,6,2,4,0.3333,1,1,0,1.0
player,Cjay,Support,Mizuki,3,1,2,0.3333,1,0,1,0.0
player,Cjay,Support,Jetpack Cat,3,3,0,1.0,1,1,0,1.0
player,Cjay,Support,Illari,2,1,1,0.5,2,1,1,0.5
player,Cjay,Support,Baptiste,2,1,1,0.5,0,0,0,0.0
player,Cjay,Support,Wuyang,1,0,1,0.0,0,0,0,0.0
player,Cjay,Support,Mercy,1,1,0,1.0,1,1,0,1.0
player,Cjay,Support,Moira,1,1,0,1.0,0,0,0,0.0
player,Coldj,Support,Lúcio,17,5,12,0.2941,3,1,2,0.3333
player,Coldj,Support,Brigitte,16,6,10,0.375,7,2,5,0.2857
player,Coldj,Support,Illari,7,2,5,0.2857,5,1,4,0.2
player,Coldj,Support,Kiriko,7,4,3,0.5714,2,1,1,0.5
player,Coldj,Support,Wuyang,3,1,2,0.3333,3,1,2,0.3333
player,Coldj,Support,Baptiste,1,0,1,0.0,1,0,1,0.0
player,Coldj,Support,Ana,1,1,0,1.0,0,0,0,0.0
player,Coldj,Support,Zenyatta,1,0,1,0.0,1,0,1,0.0
player,Colourhex,DPS,Emre,7,7,0,1.0,2,2,0,1.0
player,Colourhex,DPS,Widowmaker,2,2,0,1.0,0,0,0,0.0
player,Colourhex,DPS,Cassidy,2,2,0,1.0,2,2,0,1.0
player,Colourhex,DPS,Vendetta,2,2,0,1.0,1,1,0,1.0
player,Colourhex,DPS,Sojourn,1,1,0,1.0,0,0,0,0.0
player,Colourhex,DPS,Symmetra,1,1,0,1.0,1,1,0,1.0
player,Colourhex,Tank,Hazard,2,2,0,1.0,2,2,0,1.0
player,Colourhex,Tank,D.Va,2,2,0,1.0,2,2,0,1.0
player,Colourhex,Tank,Zarya,1,1,0,1.0,1,1,0,1.0
player,Coluge,Tank,D.Va,4,0,4,0.0,1,0,1,0.0
player,Coluge,Tank,Zarya,3,0,3,0.0,2,0,2,0.0
player,Coluge,Tank,Ramattra,1,0,1,0.0,1,0,1,0.0
player,Coluge,Tank,Sigma,1,0,1,0.0,1,0,1,0.0
player,Coluge,Tank,Winston,1,0,1,0.0,1,0,1,0.0
player,D0D0,DPS,Tracer,15,0,15,0.0,5,0,5,0.0
player,D0D0,DPS,Vendetta,9,0,9,0.0,4,0,4,0.0
player,D0D0,DPS,Genji,8,0,8,0.0,4,0,4,0.0
player,D0D0,DPS,Symmetra,7,0,7,0.0,2,0,2,0.0
player,D0D0,DPS,Venture,2,0,2,0.0,2,0,2,0.0
player,D0D0,DPS,Anran,1,0,1,0.0,0,0,0,0.0
player,D0D0,DPS,Hanzo,1,0,1,0.0,1,0,1,0.0
player,D4IJIN,Support,Kiriko,28,12,16,0.4286,4,0,4,0.0
player,D4IJIN,Support,Juno,10,3,7,0.3,4,1,3,0.25
player,D4IJIN,Support,Ana,6,1,5,0.1667,0,0,0,0.0
player,D4IJIN,Support,Mizuki,4,2,2,0.5,4,2,2,0.5
